region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Portugal,84 (32 -- 261),84,108,89,32,55,73,98,130,261,New confirmed cases by infection date,Likely increasing,0.32
France,23 (10 -- 53),23,26,13,10,17,21,26,33,53,New confirmed cases by infection date,Stable,0.49
Romania,21 (4 -- 85),21,31,37,4,12,17,26,37,85,New confirmed cases by infection date,Likely decreasing,0.79
Lithuania,9 (2 -- 40),9,14,18,2,5,7,12,17,40,New confirmed cases by infection date,Likely decreasing,0.75
Bulgaria,4 (0 -- 32),4,9,15,0,1,3,6,11,32,New confirmed cases by infection date,Likely decreasing,0.93
Estonia,3 (0 -- 20),3,5,8,0,1,2,4,7,20,New confirmed cases by infection date,Likely decreasing,0.83
France,1 (0.83 -- 1.2),1,1,0.12,0.83,0.93,0.98,1,1.1,1.2,Effective reproduction no.,Stable,0.49
Portugal,1 (0.88 -- 1.3),1,1.1,0.14,0.88,0.98,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.32
Lithuania,0.91 (0.68 -- 1.2),0.91,0.92,0.16,0.68,0.82,0.88,0.94,1,1.2,Effective reproduction no.,Likely decreasing,0.75
Romania,0.9 (0.63 -- 1.1),0.9,0.89,0.16,0.63,0.81,0.87,0.93,0.98,1.1,Effective reproduction no.,Likely decreasing,0.79
Estonia,0.85 (0.47 -- 1.1),0.85,0.83,0.19,0.47,0.71,0.8,0.89,0.96,1.1,Effective reproduction no.,Likely decreasing,0.83
Bulgaria,0.74 (0.36 -- 1),0.74,0.72,0.21,0.36,0.58,0.68,0.8,0.87,1,Effective reproduction no.,Likely decreasing,0.93
