region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Greece,21215 (10732 -- 46235),21215,24017,12194,10732,16070,19079,23493,28751,46235,New confirmed cases by infection date,Increasing,0.016
Italy,17594 (8388 -- 38468),17594,19663,10257,8388,13022,15736,19494,23548,38468,New confirmed cases by infection date,Increasing,0.007
Ireland,13198 (4680 -- 39870),13198,16953,14621,4680,8554,10989,15705,20913,39870,New confirmed cases by infection date,Likely increasing,0.096
Netherlands,5398 (3216 -- 9791),5398,5834,2166,3216,4370,4972,5877,6795,9791,New confirmed cases by infection date,Increasing,0.0035
Czechia,1257 (518 -- 3222),1257,1499,936,518,880,1086,1440,1839,3222,New confirmed cases by infection date,Increasing,0.022
Malta,1184 (524 -- 2887),1184,1372,810,524,847,1042,1356,1665,2887,New confirmed cases by infection date,Likely increasing,0.19
Latvia,302 (142 -- 744),302,360,212,142,224,269,344,435,744,New confirmed cases by infection date,Stable,0.49
Slovakia,140 (66 -- 330),140,162,91,66,100,121,160,199,330,New confirmed cases by infection date,Likely increasing,0.38
Estonia,101 (37 -- 309),101,129,109,37,68,87,118,156,309,New confirmed cases by infection date,Likely decreasing,0.74
Czechia,1.3 (1.1 -- 1.7),1.3,1.3,0.19,1.1,1.2,1.2,1.3,1.4,1.7,Effective reproduction no.,Increasing,0.022
Italy,1.3 (1.1 -- 1.5),1.3,1.3,0.13,1.1,1.2,1.2,1.3,1.4,1.5,Effective reproduction no.,Increasing,0.007
Greece,1.2 (1 -- 1.4),1.2,1.2,0.1,1,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing,0.016
Ireland,1.2 (0.95 -- 1.4),1.2,1.2,0.15,0.95,1.1,1.1,1.2,1.3,1.4,Effective reproduction no.,Likely increasing,0.096
Netherlands,1.2 (1.1 -- 1.3),1.2,1.2,0.063,1.1,1.1,1.2,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.0035
Malta,1.1 (0.93 -- 1.3),1.1,1.1,0.1,0.93,1,1.1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.19
Latvia,1 (0.87 -- 1.2),1,1,0.1,0.87,0.95,0.98,1,1.1,1.2,Effective reproduction no.,Stable,0.49
Slovakia,1 (0.85 -- 1.3),1,1,0.12,0.85,0.97,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.38
Estonia,0.94 (0.75 -- 1.1),0.94,0.94,0.12,0.75,0.87,0.91,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.74
