Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,2765 (1032 -- 7269),Likely decreasing,0.8 (0.55 -- 1.2),-0.041 (-0.1 -- 0.027),-17 (25 -- -6.7)
Belgium,1275 (121 -- 7511),Likely decreasing,0.77 (0.28 -- 1.3),-0.047 (-0.21 -- 0.05),-15 (14 -- -3.3)
Bulgaria,335 (231 -- 482),Likely decreasing,0.89 (0.77 -- 1),-0.02 (-0.046 -- 0.004),-34 (170 -- -15)
Croatia,460 (238 -- 1024),Likely decreasing,0.88 (0.61 -- 1.4),-0.024 (-0.085 -- 0.062),-29 (11 -- -8.1)
Cyprus,251 (19 -- 3507),Stable,1.2 (0.31 -- 3.8),0.028 (-0.2 -- 0.27),25 (2.6 -- -3.5)
Czechia,286 (103 -- 1135),Likely decreasing,0.79 (0.54 -- 1.3),-0.043 (-0.11 -- 0.053),-16 (13 -- -6.6)
Denmark,773 (348 -- 2557),Likely decreasing,0.85 (0.65 -- 1.3),-0.028 (-0.075 -- 0.053),-24 (13 -- -9.2)
Estonia,26 (3 -- 374),Likely decreasing,0.79 (0.3 -- 2.4),-0.042 (-0.2 -- 0.17),-17 (4.1 -- -3.5)
Finland,1699 (56 -- 40607),Stable,1.1 (0.18 -- 5.6),0.024 (-0.27 -- 0.35),29 (2 -- -2.6)
France,47834 (23954 -- 116825),Stable,1 (0.75 -- 1.5),0.00062 (-0.05 -- 0.08),1100 (8.6 -- -14)
Germany,46603 (17927 -- 138468),Likely decreasing,0.84 (0.61 -- 1.2),-0.031 (-0.087 -- 0.038),-22 (18 -- -8)
Greece,7781 (4267 -- 15735),Likely decreasing,0.95 (0.73 -- 1.3),-0.0094 (-0.056 -- 0.045),-74 (16 -- -12)
Hungary,94 (12 -- 871),Likely decreasing,0.68 (0.35 -- 1.6),-0.069 (-0.18 -- 0.083),-10 (8.3 -- -3.9)
Iceland,226 (14 -- 3908),Stable,1.1 (0.27 -- 4.3),0.024 (-0.22 -- 0.29),28 (2.4 -- -3.2)
Ireland,575 (35 -- 2806),Likely decreasing,0.73 (0.25 -- 1.1),-0.055 (-0.23 -- 0.021),-13 (33 -- -3)
Italy,27819 (20123 -- 39320),Decreasing,0.83 (0.72 -- 0.98),-0.034 (-0.059 -- -0.0036),-20 (-190 -- -12)
Latvia,195 (66 -- 867),Likely decreasing,0.83 (0.55 -- 1.5),-0.034 (-0.1 -- 0.07),-20 (10 -- -6.7)
Liechtenstein,22 (7 -- 107),Stable,0.98 (0.67 -- 1.8),-0.0044 (-0.07 -- 0.11),-160 (6.3 -- -9.9)
Lithuania,292 (115 -- 814),Stable,1.1 (0.69 -- 1.7),0.011 (-0.066 -- 0.1),64 (7 -- -11)
Luxembourg,567 (93 -- 1745),Likely decreasing,0.88 (0.43 -- 1.1),-0.024 (-0.14 -- 0.021),-29 (33 -- -4.8)
Malta,240 (94 -- 742),Stable,1.1 (0.69 -- 1.8),0.01 (-0.066 -- 0.11),66 (6.1 -- -10)
Netherlands,2342 (243 -- 24144),Stable,1 (0.33 -- 2.8),0.0024 (-0.19 -- 0.2),290 (3.4 -- -3.7)
Norway,738 (392 -- 1486),Likely increasing,1.1 (0.77 -- 1.6),0.016 (-0.048 -- 0.084),44 (8.3 -- -15)
Poland,495 (159 -- 1435),Stable,1 (0.47 -- 1.9),9.7e-05 (-0.13 -- 0.13),7100 (5.5 -- -5.3)
Portugal,87938 (31773 -- 254104),Likely increasing,1.1 (0.73 -- 1.5),0.016 (-0.056 -- 0.07),44 (9.9 -- -12)
Romania,536 (317 -- 1047),Likely decreasing,0.85 (0.7 -- 1.1),-0.029 (-0.064 -- 0.02),-24 (35 -- -11)
Slovakia,293 (84 -- 1436),Likely decreasing,0.78 (0.48 -- 1.4),-0.043 (-0.12 -- 0.06),-16 (11 -- -5.6)
Slovenia,362 (123 -- 703),Decreasing,0.79 (0.51 -- 0.97),-0.041 (-0.12 -- -0.0053),-17 (-130 -- -5.9)
Spain,NA (75726300 -- NA),Likely increasing,3.6 (0.95 -- 8.2),0.25 (-0.011 -- 0.44),2.7 (1.6 -- -61)
Sweden,1218 (202 -- 16131),Likely increasing,1.1 (0.63 -- 1.9),0.013 (-0.082 -- 0.13),54 (5.5 -- -8.5)
Switzerland,200 (1 -- 10688),Likely decreasing,0.57 (0.045 -- 3.8),-0.098 (-0.45 -- 0.27),-7.1 (2.6 -- -1.5)
United Kingdom,5004 (822 -- 18035),Likely decreasing,0.76 (0.4 -- 1.1),-0.049 (-0.16 -- 0.018),-14 (39 -- -4.4)
