Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,165212 (52122 -- 598344),Likely decreasing,0.94 (0.64 -- 1.1),-0.078 (-0.54 -- 0.17),-8.9 (4.2 -- -1.3)
Bulgaria,26673 (14428 -- 54759),Increasing,1.2 (1.1 -- 1.4),0.22 (0.076 -- 0.4),3.2 (1.7 -- 9.2)
Croatia,45359 (14864 -- 198569),Likely increasing,1.1 (0.92 -- 1.5),0.14 (-0.1 -- 0.54),5 (1.3 -- -6.8)
Cyprus,12964 (6842 -- 31903),Decreasing,0.84 (0.7 -- 0.99),-0.22 (-0.44 -- -0.018),-3.1 (-39 -- -1.6)
Czechia,84529 (33561 -- 259128),Likely decreasing,0.87 (0.59 -- 1.1),-0.17 (-0.65 -- 0.091),-4.1 (7.6 -- -1.1)
Denmark,24417 (7094 -- 79890),Likely increasing,1.1 (0.83 -- 1.5),0.077 (-0.24 -- 0.49),9 (1.4 -- -2.9)
Estonia,6891 (4326 -- 12521),Likely increasing,1.1 (0.98 -- 1.2),0.08 (-0.02 -- 0.18),8.7 (3.8 -- -35)
Finland,28721 (16279 -- 53109),Increasing,1.1 (1 -- 1.3),0.17 (0.019 -- 0.32),4 (2.2 -- 36)
France,1300550 (717879 -- 2585970),Increasing,1.2 (1 -- 1.3),0.19 (0.055 -- 0.36),3.7 (1.9 -- 13)
Germany,219307 (111960 -- 492255),Decreasing,0.66 (0.55 -- 0.85),-0.52 (-0.73 -- -0.2),-1.3 (-3.4 -- -0.95)
Greece,104118 (61550 -- 206342),Decreasing,0.88 (0.78 -- 0.98),-0.16 (-0.32 -- -0.025),-4.2 (-28 -- -2.2)
Hungary,10830 (5790 -- 22786),Decreasing,0.85 (0.74 -- 0.99),-0.2 (-0.38 -- -0.013),-3.4 (-53 -- -1.8)
Iceland,386 (169 -- 1224),Decreasing,0.82 (0.66 -- 0.99),-0.24 (-0.51 -- -0.0089),-2.8 (-78 -- -1.4)
Ireland,18998 (9698 -- 40671),Likely increasing,1 (0.92 -- 1.2),0.055 (-0.11 -- 0.24),13 (2.9 -- -6.4)
Italy,748294 (395200 -- 1696600),Stable,1 (0.85 -- 1.2),0.016 (-0.2 -- 0.19),43 (3.7 -- -3.4)
Latvia,4265 (2551 -- 7804),Likely increasing,1.1 (0.98 -- 1.2),0.068 (-0.025 -- 0.19),10 (3.6 -- -28)
Liechtenstein,8 (1 -- 57),Decreasing,0.52 (0.3 -- 0.82),-0.79 (-1.4 -- -0.26),-0.88 (-2.7 -- -0.5)
Lithuania,16020 (7646 -- 41474),Likely decreasing,0.92 (0.75 -- 1.1),-0.11 (-0.36 -- 0.11),-6.2 (6.6 -- -1.9)
Luxembourg,24660 (8506 -- 83655),Likely decreasing,0.94 (0.66 -- 1.2),-0.077 (-0.51 -- 0.16),-9 (4.4 -- -1.4)
Malta,2350 (1178 -- 5388),Likely decreasing,0.97 (0.81 -- 1.1),-0.039 (-0.27 -- 0.12),-18 (5.7 -- -2.5)
Netherlands,16892 (4953 -- 64992),Decreasing,0.7 (0.38 -- 0.98),-0.45 (-1.1 -- -0.029),-1.5 (-24 -- -0.6)
Norway,11848 (6478 -- 23146),Likely increasing,1.1 (0.99 -- 1.3),0.13 (-0.0094 -- 0.29),5.5 (2.4 -- -74)
Poland,410040 (128062 -- 1702300),Stable,1 (0.75 -- 1.2),-0.0048 (-0.36 -- 0.26),-150 (2.7 -- -1.9)
Portugal,34194 (19394 -- 69056),Likely decreasing,0.98 (0.87 -- 1.1),-0.032 (-0.18 -- 0.068),-22 (10 -- -4)
Romania,233467 (112871 -- 530142),Likely decreasing,0.91 (0.81 -- 1.1),-0.12 (-0.26 -- 0.15),-6 (4.5 -- -2.7)
Slovakia,21922 (10415 -- 52681),Likely decreasing,0.76 (0.64 -- 1),-0.34 (-0.56 -- 0.042),-2 (16 -- -1.2)
Slovenia,49019 (20776 -- 135671),Stable,0.99 (0.76 -- 1.2),-0.011 (-0.35 -- 0.2),-61 (3.4 -- -2)
Spain,172761 (98739 -- 344436),Likely increasing,1 (0.92 -- 1.1),0.036 (-0.11 -- 0.13),19 (5.5 -- -6.4)
Sweden,16514 (9744 -- 31592),Likely increasing,1.1 (0.94 -- 1.2),0.071 (-0.076 -- 0.27),9.8 (2.5 -- -9.1)
