Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,39531 (22903 -- 71084),Increasing,1.9 (1.4 -- 2.7),0.12 (0.058 -- 0.2),5.6 (3.5 -- 12)
Belgium,46143 (8991 -- 176057),Stable,0.96 (0.54 -- 1.5),-0.0074 (-0.11 -- 0.067),-94 (10 -- -6.4)
Bulgaria,14017 (6957 -- 32704),Likely increasing,1.2 (0.91 -- 1.8),0.033 (-0.017 -- 0.11),21 (6.2 -- -41)
Croatia,33788 (17069 -- 79657),Likely increasing,1.4 (0.99 -- 2.3),0.064 (-0.0013 -- 0.16),11 (4.4 -- -540)
Cyprus,27162 (10116 -- 101661),Increasing,1.4 (1 -- 2.2),0.058 (0.008 -- 0.14),12 (4.8 -- 87)
Czechia,17988 (4466 -- 82234),Likely decreasing,0.8 (0.44 -- 1.6),-0.041 (-0.14 -- 0.085),-17 (8.2 -- -4.9)
Denmark,135857 (78953 -- 335769),Increasing,1.2 (1.1 -- 1.9),0.039 (0.011 -- 0.11),18 (6 -- 65)
Estonia,6555 (3671 -- 12158),Likely increasing,1.3 (0.89 -- 1.8),0.044 (-0.021 -- 0.12),16 (6 -- -33)
Finland,39725 (19686 -- 104495),Increasing,1.4 (1.1 -- 2.1),0.061 (0.02 -- 0.14),11 (4.9 -- 34)
France,1525730 (752420 -- 4291400),Increasing,1.5 (1.1 -- 2.6),0.076 (0.024 -- 0.18),9.1 (3.9 -- 29)
Germany,79165 (25775 -- 227246),Likely decreasing,0.81 (0.5 -- 1.3),-0.039 (-0.12 -- 0.042),-18 (17 -- -5.8)
Greece,391033 (141222 -- 1200720),Increasing,2.3 (1.4 -- 4.1),0.16 (0.063 -- 0.27),4.4 (2.6 -- 11)
Hungary,8965 (2934 -- 30066),Likely decreasing,0.87 (0.52 -- 1.6),-0.024 (-0.11 -- 0.091),-29 (7.6 -- -6.2)
Iceland,3838 (1507 -- 17041),Likely increasing,1.3 (0.97 -- 2.3),0.049 (-0.0051 -- 0.16),14 (4.4 -- -140)
Ireland,277081 (164652 -- 470021),Increasing,2 (1.5 -- 2.7),0.14 (0.072 -- 0.2),5.1 (3.6 -- 9.6)
Italy,2179350 (1445220 -- 3424130),Increasing,2.5 (2 -- 3.2),0.18 (0.13 -- 0.23),3.9 (3 -- 5.3)
Latvia,3833 (2113 -- 6956),Stable,1 (0.77 -- 1.3),0.0029 (-0.047 -- 0.051),240 (14 -- -15)
Liechtenstein,2615 (365 -- 28445),Increasing,2.3 (1 -- 6.9),0.16 (-3e-04 -- 0.41),4.4 (1.7 -- -2300)
Lithuania,9786 (6375 -- 17584),Likely increasing,1.2 (0.94 -- 1.7),0.027 (-0.011 -- 0.095),25 (7.3 -- -66)
Luxembourg,3824 (2154 -- 8610),Likely increasing,1.1 (0.98 -- 1.5),0.021 (-0.0037 -- 0.073),34 (9.5 -- -190)
Malta,6034 (1952 -- 16318),Likely decreasing,0.86 (0.37 -- 1.7),-0.028 (-0.17 -- 0.096),-25 (7.2 -- -4.2)
Netherlands,126229 (83956 -- 201750),Increasing,1.4 (1.1 -- 1.9),0.064 (0.019 -- 0.12),11 (5.9 -- 37)
Norway,14305 (5852 -- 29498),Likely decreasing,0.88 (0.59 -- 1.2),-0.022 (-0.092 -- 0.031),-31 (22 -- -7.6)
Poland,47708 (29193 -- 100321),Likely decreasing,0.93 (0.73 -- 1.5),-0.012 (-0.057 -- 0.078),-56 (8.9 -- -12)
Portugal,445020 (248392 -- 792666),Increasing,2.4 (1.7 -- 3.3),0.17 (0.1 -- 0.24),4.2 (2.9 -- 6.7)
Romania,11893 (5618 -- 31608),Increasing,1.6 (1.1 -- 2.7),0.086 (0.017 -- 0.19),8.1 (3.6 -- 41)
Slovakia,15212 (7899 -- 32308),Stable,0.96 (0.69 -- 1.5),-0.0078 (-0.065 -- 0.073),-89 (9.5 -- -11)
Slovenia,12360 (7330 -- 21929),Increasing,1.3 (1 -- 1.9),0.054 (0.0033 -- 0.12),13 (5.8 -- 210)
Spain,567512 (202360 -- 2158260),Likely increasing,1.3 (0.94 -- 2),0.055 (-0.01 -- 0.13),13 (5.2 -- -67)
Sweden,29146 (12456 -- 74684),Likely increasing,1.2 (0.86 -- 1.5),0.027 (-0.027 -- 0.079),26 (8.8 -- -26)
Switzerland,87059 (33642 -- 248475),Likely increasing,1.1 (0.82 -- 1.8),0.024 (-0.036 -- 0.11),29 (6.3 -- -19)
United Kingdom,1214520 (585407 -- 2943060),Increasing,1.3 (1 -- 1.8),0.046 (0.001 -- 0.11),15 (6.5 -- 670)
