Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,12641 (6813 -- 25594),Likely decreasing,0.92 (0.63 -- 1.5),-0.016 (-0.081 -- 0.069),-44 (10 -- -8.6)
Belgium,43047 (5563 -- 244634),Likely decreasing,0.87 (0.38 -- 1.5),-0.026 (-0.17 -- 0.074),-27 (9.4 -- -4.2)
Bulgaria,6210 (2766 -- 12947),Likely decreasing,0.9 (0.61 -- 1.3),-0.019 (-0.087 -- 0.046),-36 (15 -- -8)
Croatia,12170 (7054 -- 22213),Likely decreasing,0.9 (0.68 -- 1.2),-0.019 (-0.068 -- 0.038),-37 (18 -- -10)
Cyprus,7226 (2245 -- 24803),Likely increasing,1.2 (0.8 -- 1.7),0.036 (-0.04 -- 0.1),19 (7 -- -17)
Czechia,38216 (13706 -- 104949),Likely decreasing,0.79 (0.48 -- 1.2),-0.043 (-0.13 -- 0.04),-16 (18 -- -5.5)
Denmark,69566 (46413 -- 106505),Increasing,1.4 (1.1 -- 1.7),0.058 (0.023 -- 0.1),12 (6.9 -- 31)
Estonia,3788 (2127 -- 6956),Likely increasing,1.3 (0.88 -- 1.8),0.041 (-0.022 -- 0.11),17 (6 -- -31)
Finland,8738 (3200 -- 30969),Likely increasing,1.1 (0.76 -- 1.7),0.019 (-0.05 -- 0.097),37 (7.1 -- -14)
France,362247 (162263 -- 710911),Likely increasing,1.1 (0.77 -- 1.4),0.022 (-0.046 -- 0.068),32 (10 -- -15)
Germany,181287 (76575 -- 413439),Likely decreasing,0.87 (0.59 -- 1.2),-0.024 (-0.092 -- 0.033),-29 (21 -- -7.6)
Greece,17842 (11886 -- 26580),Likely decreasing,0.88 (0.7 -- 1.1),-0.023 (-0.064 -- 0.018),-31 (39 -- -11)
Hungary,14782 (9024 -- 24901),Likely decreasing,0.75 (0.57 -- 1),-0.051 (-0.098 -- 0.0045),-14 (150 -- -7.1)
Iceland,988 (581 -- 1710),Likely increasing,1.2 (0.94 -- 1.7),0.038 (-0.01 -- 0.1),18 (6.9 -- -67)
Ireland,19743 (13390 -- 29555),Likely decreasing,0.96 (0.81 -- 1.2),-0.0067 (-0.039 -- 0.026),-100 (27 -- -18)
Italy,147989 (105206 -- 224742),Increasing,1.3 (1.1 -- 1.6),0.045 (0.013 -- 0.093),15 (7.4 -- 55)
Latvia,4395 (2512 -- 8419),Likely increasing,1.1 (0.83 -- 1.7),0.023 (-0.034 -- 0.098),30 (7.1 -- -20)
Liechtenstein,273 (66 -- 859),Likely decreasing,0.91 (0.49 -- 1.4),-0.017 (-0.12 -- 0.062),-41 (11 -- -5.7)
Lithuania,8555 (5773 -- 12630),Stable,1 (0.84 -- 1.2),0.005 (-0.031 -- 0.039),140 (18 -- -22)
Luxembourg,2449 (1197 -- 4252),Likely increasing,1.1 (0.87 -- 1.3),0.017 (-0.025 -- 0.042),41 (16 -- -28)
Malta,932 (464 -- 2408),Likely increasing,1.3 (0.92 -- 2.5),0.055 (-0.015 -- 0.18),13 (3.9 -- -46)
Netherlands,43406 (28936 -- 64148),Decreasing,0.77 (0.6 -- 0.96),-0.047 (-0.09 -- -0.0074),-15 (-94 -- -7.7)
Norway,30569 (14736 -- 59029),Likely increasing,1.1 (0.82 -- 1.5),0.024 (-0.037 -- 0.073),29 (9.5 -- -19)
Poland,78412 (52816 -- 113652),Likely decreasing,0.85 (0.7 -- 1),-0.03 (-0.064 -- 0.0017),-23 (410 -- -11)
Portugal,22958 (15508 -- 34118),Likely increasing,1.1 (0.87 -- 1.3),0.0097 (-0.025 -- 0.046),71 (15 -- -28)
Romania,2941 (1423 -- 6239),Likely decreasing,0.83 (0.58 -- 1.2),-0.033 (-0.096 -- 0.034),-21 (20 -- -7.2)
Slovakia,18291 (11390 -- 29556),Decreasing,0.71 (0.55 -- 0.91),-0.06 (-0.1 -- -0.017),-12 (-40 -- -6.7)
Slovenia,5137 (2773 -- 9480),Likely decreasing,0.92 (0.64 -- 1.3),-0.016 (-0.078 -- 0.053),-44 (13 -- -8.9)
Spain,159694 (58068 -- 546502),Likely increasing,1.3 (0.93 -- 1.9),0.047 (-0.012 -- 0.12),15 (5.7 -- -56)
Sweden,18619 (12393 -- 28364),Likely increasing,1.2 (0.92 -- 1.5),0.027 (-0.015 -- 0.077),26 (9 -- -47)
Switzerland,52069 (22560 -- 109866),Stable,1 (0.69 -- 1.4),0.0048 (-0.065 -- 0.059),140 (12 -- -11)
United Kingdom,694684 (475352 -- 1090910),Increasing,1.7 (1.3 -- 2.2),0.096 (0.05 -- 0.15),7.2 (4.5 -- 14)
