Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,549 (238 -- 1448),Likely increasing,1.1 (0.97 -- 1.4),0.15 (-0.044 -- 0.47),4.5 (1.5 -- -16)
Belgium,30254 (16773 -- 58444),Likely increasing,1.2 (0.99 -- 1.4),0.24 (-0.019 -- 0.45),2.9 (1.5 -- -36)
Bulgaria,35308 (9743 -- 123883),Likely increasing,1.1 (0.91 -- 1.3),0.12 (-0.12 -- 0.37),6 (1.9 -- -5.7)
Croatia,139252 (59283 -- 347121),Likely increasing,1.2 (0.99 -- 1.3),0.19 (-0.02 -- 0.37),3.7 (1.9 -- -35)
Cyprus,2815 (1092 -- 8874),Likely decreasing,0.87 (0.67 -- 1.1),-0.17 (-0.49 -- 0.074),-4 (9.3 -- -1.4)
Czechia,522476 (215762 -- 1212520),Increasing,1.4 (1.3 -- 1.6),0.46 (0.35 -- 0.61),1.5 (1.1 -- 2)
Denmark,8522 (4383 -- 18396),Likely increasing,1 (0.88 -- 1.2),0.045 (-0.16 -- 0.27),15 (2.6 -- -4.5)
France,33845 (19792 -- 60977),Increasing,1.3 (1.1 -- 1.5),0.32 (0.11 -- 0.49),2.2 (1.4 -- 6.1)
Greece,78835 (46601 -- 138365),Stable,1 (0.93 -- 1.1),0.0016 (-0.087 -- 0.15),420 (4.7 -- -7.9)
Hungary,37352 (14526 -- 99866),Increasing,1.5 (1.2 -- 1.8),0.5 (0.25 -- 0.77),1.4 (0.9 -- 2.8)
Iceland,426 (205 -- 980),Likely decreasing,0.95 (0.79 -- 1.1),-0.068 (-0.3 -- 0.11),-10 (6.1 -- -2.3)
Ireland,7558 (4731 -- 12605),Likely increasing,1 (0.92 -- 1.1),0.029 (-0.1 -- 0.17),24 (4.1 -- -6.8)
Liechtenstein,20 (5 -- 87),Likely increasing,1.1 (0.83 -- 1.5),0.065 (-0.23 -- 0.49),11 (1.4 -- -3)
Lithuania,287204 (85496 -- 818491),Increasing,1.2 (1 -- 1.5),0.27 (0.034 -- 0.54),2.5 (1.3 -- 20)
Luxembourg,3182 (1584 -- 6545),Likely increasing,1.1 (0.91 -- 1.4),0.086 (-0.11 -- 0.45),8 (1.5 -- -6.1)
Malta,182 (95 -- 447),Decreasing,0.79 (0.66 -- 0.96),-0.29 (-0.51 -- -0.054),-2.4 (-13 -- -1.4)
Norway,24427 (12697 -- 53053),Likely decreasing,0.97 (0.8 -- 1.1),-0.038 (-0.28 -- 0.13),-18 (5.2 -- -2.5)
Poland,965000 (279879 -- 2895990),Likely increasing,1.2 (0.95 -- 1.5),0.25 (-0.065 -- 0.53),2.8 (1.3 -- -11)
Portugal,5765 (3336 -- 10922),Likely decreasing,0.95 (0.82 -- 1.2),-0.062 (-0.25 -- 0.23),-11 (3 -- -2.7)
Romania,14723 (5051 -- 57842),Decreasing,0.69 (0.49 -- 0.93),-0.47 (-0.86 -- -0.086),-1.5 (-8 -- -0.81)
Slovakia,51481 (16424 -- 145764),Increasing,1.4 (1.2 -- 1.7),0.46 (0.26 -- 0.71),1.5 (0.98 -- 2.7)
Sweden,20791 (10023 -- 45864),Likely decreasing,0.9 (0.79 -- 1.1),-0.13 (-0.3 -- 0.075),-5.2 (9.2 -- -2.3)
