Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,1727 (656 -- 5028),Increasing,1.3 (1 -- 1.6),0.3 (0.056 -- 0.65),2.3 (1.1 -- 12)
Belgium,48609 (23662 -- 106798),Likely increasing,1.1 (0.92 -- 1.2),0.081 (-0.1 -- 0.24),8.6 (2.9 -- -6.9)
Bulgaria,17385 (9265 -- 36370),Likely increasing,1 (0.91 -- 1.1),0.026 (-0.12 -- 0.15),27 (4.5 -- -5.9)
Croatia,62324 (24472 -- 160243),Likely decreasing,0.97 (0.74 -- 1.1),-0.044 (-0.38 -- 0.17),-16 (4.1 -- -1.8)
Cyprus,1616 (716 -- 4542),Likely decreasing,0.86 (0.69 -- 1),-0.19 (-0.46 -- 0.034),-3.7 (20 -- -1.5)
Czechia,517342 (171598 -- 1386970),Increasing,1.3 (1.1 -- 1.6),0.34 (0.079 -- 0.6),2 (1.1 -- 8.8)
Denmark,10129 (4668 -- 23182),Stable,1 (0.83 -- 1.3),0.025 (-0.24 -- 0.29),28 (2.4 -- -2.8)
France,42740 (20557 -- 90996),Increasing,1.2 (1 -- 1.4),0.24 (0.012 -- 0.47),2.8 (1.5 -- 57)
Greece,76032 (45701 -- 143416),Likely decreasing,0.99 (0.89 -- 1.1),-0.018 (-0.15 -- 0.088),-39 (7.9 -- -4.7)
Hungary,30076 (12893 -- 108131),Stable,1 (0.57 -- 1.4),0.031 (-0.7 -- 0.43),23 (1.6 -- -1)
Iceland,316 (146 -- 788),Likely decreasing,0.91 (0.77 -- 1.1),-0.12 (-0.33 -- 0.063),-5.9 (11 -- -2.1)
Ireland,5898 (3401 -- 10763),Decreasing,0.91 (0.81 -- 0.99),-0.12 (-0.27 -- -0.011),-5.7 (-62 -- -2.6)
Liechtenstein,33 (8 -- 150),Likely increasing,1.1 (0.84 -- 1.4),0.1 (-0.22 -- 0.48),6.8 (1.4 -- -3.1)
Lithuania,67443 (26198 -- 214549),Likely decreasing,0.95 (0.65 -- 1.1),-0.065 (-0.52 -- 0.15),-11 (4.5 -- -1.3)
Luxembourg,7353 (3771 -- 16538),Likely increasing,1.1 (0.98 -- 1.3),0.13 (-0.028 -- 0.31),5.4 (2.2 -- -25)
Malta,116 (59 -- 253),Decreasing,0.82 (0.7 -- 0.98),-0.24 (-0.45 -- -0.03),-2.9 (-23 -- -1.5)
Norway,16084 (8905 -- 32793),Likely decreasing,0.93 (0.81 -- 1),-0.092 (-0.27 -- 0.043),-7.5 (16 -- -2.6)
Poland,184684 (67030 -- 577379),Likely decreasing,0.91 (0.59 -- 1.1),-0.12 (-0.64 -- 0.13),-6 (5.5 -- -1.1)
Portugal,3626 (2106 -- 7116),Decreasing,0.88 (0.76 -- 0.98),-0.16 (-0.35 -- -0.019),-4.4 (-37 -- -2)
Romania,1429 (724 -- 3293),Decreasing,0.57 (0.46 -- 0.74),-0.67 (-0.94 -- -0.38),-1 (-1.8 -- -0.74)
Slovakia,50377 (17036 -- 152019),Likely increasing,1.2 (0.92 -- 1.5),0.25 (-0.11 -- 0.53),2.8 (1.3 -- -6.4)
Sweden,13903 (8262 -- 25927),Likely decreasing,0.99 (0.91 -- 1.1),-0.017 (-0.12 -- 0.11),-41 (6.3 -- -5.7)
