Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,154591 (66006 -- 354678),Likely decreasing,0.92 (0.54 -- 1.5),-0.015 (-0.11 -- 0.076),-46 (9.2 -- -6.5)
Belgium,206620 (66341 -- 701879),Likely increasing,1.1 (0.72 -- 1.5),0.012 (-0.059 -- 0.07),57 (10 -- -12)
Bulgaria,31443 (12673 -- 73888),Likely decreasing,0.86 (0.53 -- 1.3),-0.027 (-0.11 -- 0.046),-26 (15 -- -6.3)
Croatia,24930 (11312 -- 53631),Likely decreasing,0.82 (0.53 -- 1.2),-0.036 (-0.11 -- 0.033),-19 (21 -- -6.3)
Cyprus,14338 (3502 -- 69978),Stable,1 (0.56 -- 2),-0.00053 (-0.1 -- 0.14),-1300 (5.1 -- -6.9)
Czechia,400284 (89296 -- 1622730),Likely increasing,1.3 (0.67 -- 2.2),0.051 (-0.071 -- 0.15),14 (4.7 -- -9.7)
Denmark,351419 (168575 -- 652594),Likely increasing,1.2 (0.87 -- 1.4),0.028 (-0.025 -- 0.061),24 (11 -- -27)
Estonia,41750 (23333 -- 67886),Likely increasing,1.1 (0.77 -- 1.4),0.014 (-0.047 -- 0.057),50 (12 -- -15)
Finland,16180 (4719 -- 50134),Likely decreasing,0.79 (0.46 -- 1.3),-0.042 (-0.13 -- 0.046),-16 (15 -- -5.2)
France,482376 (175677 -- 1058490),Decreasing,0.57 (0.3 -- 0.94),-0.099 (-0.2 -- -0.012),-7 (-60 -- -3.4)
Germany,1502230 (528659 -- 3734110),Likely increasing,1.2 (0.72 -- 1.7),0.03 (-0.061 -- 0.098),23 (7.1 -- -11)
Greece,51879 (16349 -- 144596),Likely decreasing,0.69 (0.28 -- 1.6),-0.068 (-0.21 -- 0.082),-10 (8.5 -- -3.2)
Hungary,78262 (21576 -- 249418),Stable,0.94 (0.49 -- 1.6),-0.011 (-0.12 -- 0.088),-62 (7.8 -- -5.6)
Iceland,8989 (1955 -- 32378),Stable,1 (0.57 -- 1.6),0.0089 (-0.099 -- 0.091),78 (7.6 -- -7)
Ireland,10820 (2267 -- 52578),Likely decreasing,0.7 (0.36 -- 1.5),-0.062 (-0.17 -- 0.073),-11 (9.5 -- -4.1)
Italy,263426 (126080 -- 510647),Likely decreasing,0.7 (0.44 -- 1),-0.063 (-0.14 -- 0.0076),-11 (91 -- -4.9)
Latvia,63280 (28483 -- 124377),Likely increasing,1.1 (0.74 -- 1.5),0.022 (-0.053 -- 0.079),31 (8.8 -- -13)
Liechtenstein,1226 (487 -- 3787),Likely increasing,1.2 (0.83 -- 1.6),0.028 (-0.034 -- 0.094),24 (7.4 -- -21)
Lithuania,67702 (37089 -- 108652),Likely increasing,1.1 (0.75 -- 1.4),0.016 (-0.052 -- 0.063),43 (11 -- -13)
Luxembourg,5182 (2072 -- 10326),Likely decreasing,0.73 (0.41 -- 1),-0.057 (-0.15 -- 0.0067),-12 (100 -- -4.6)
Malta,874 (325 -- 2410),Stable,0.91 (0.44 -- 1.9),-0.017 (-0.14 -- 0.12),-42 (5.9 -- -4.9)
Netherlands,548791 (220702 -- 1192670),Likely increasing,1.2 (0.73 -- 1.6),0.026 (-0.056 -- 0.085),26 (8.1 -- -12)
Norway,111604 (35458 -- 267601),Stable,0.99 (0.53 -- 1.4),-0.0018 (-0.11 -- 0.067),-380 (10 -- -6.4)
Poland,118081 (52319 -- 247274),Likely decreasing,0.61 (0.34 -- 1.1),-0.085 (-0.18 -- 0.012),-8.1 (58 -- -3.9)
Portugal,106767 (40163 -- 249573),Likely decreasing,0.61 (0.32 -- 1),-0.085 (-0.19 -- 0.0049),-8.1 (140 -- -3.6)
Romania,181096 (60338 -- 488975),Stable,1.1 (0.56 -- 1.9),0.012 (-0.1 -- 0.12),59 (5.8 -- -6.8)
Slovakia,244329 (99500 -- 519577),Likely increasing,1.5 (0.91 -- 2.1),0.073 (-0.017 -- 0.14),9.4 (4.8 -- -41)
Slovenia,40914 (19240 -- 74406),Likely decreasing,0.71 (0.43 -- 1),-0.06 (-0.15 -- 0.0051),-12 (140 -- -4.8)
Spain,328364 (50348 -- 1737180),Likely decreasing,0.84 (0.4 -- 1.5),-0.032 (-0.15 -- 0.078),-22 (8.9 -- -4.5)
Sweden,273264 (53731 -- 922193),Likely increasing,1.2 (0.62 -- 1.6),0.031 (-0.086 -- 0.089),22 (7.8 -- -8)
Switzerland,225664 (95587 -- 421199),Likely increasing,1.1 (0.73 -- 1.3),0.015 (-0.057 -- 0.048),47 (14 -- -12)
United Kingdom,651682 (168805 -- 1736390),Stable,0.93 (0.37 -- 1.5),-0.013 (-0.17 -- 0.08),-54 (8.7 -- -4.1)
