region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
France,227169 (101850 -- 516464),227169,261325,163822,101850,169189,202569,252475,308677,516464,New confirmed cases by infection date,Likely increasing,0.26
Germany,117133 (67193 -- 222103),117133,128350,74491,67193,94126,107886,126653,148350,222103,New confirmed cases by infection date,Likely increasing,0.21
Italy,67547 (46290 -- 98264),67547,69355,16358,46290,57952,63635,71528,78570,98264,New confirmed cases by infection date,Stable,0.5
Poland,52661 (32301 -- 86723),52661,55013,16979,32301,43169,48633,56637,63595,86723,New confirmed cases by infection date,Likely decreasing,0.93
Spain,41881 (2936 -- 308313),41881,96133,325132,2936,18499,31561,55239,92543,308313,New confirmed cases by infection date,Likely decreasing,0.6
Netherlands,39812 (25781 -- 62562),39812,41389,11870,25781,33257,37226,42234,47757,62562,New confirmed cases by infection date,Likely increasing,0.29
Sweden,32974 (18676 -- 62931),32974,35934,15258,18676,26488,30495,35862,41628,62931,New confirmed cases by infection date,Likely increasing,0.21
Belgium,16887 (8016 -- 30914),16887,17954,7503,8016,12538,15118,18782,22130,30914,New confirmed cases by infection date,Likely decreasing,0.66
Hungary,16173 (9621 -- 29964),16173,17455,6609,9621,13050,14976,17607,20210,29964,New confirmed cases by infection date,Likely decreasing,0.8
Greece,14435 (9964 -- 19971),14435,14690,3093,9964,12596,13739,15164,16501,19971,New confirmed cases by infection date,Likely decreasing,0.6
Croatia,13203 (8028 -- 22465),13203,13943,4774,8028,10777,12204,14198,16029,22465,New confirmed cases by infection date,Likely increasing,0.23
Switzerland,11802 (5592 -- 24866),11802,13201,6939,5592,9095,10734,13092,15589,24866,New confirmed cases by infection date,Likely increasing,0.31
Czechia,10520 (5359 -- 21073),10520,11637,5574,5359,8110,9578,11562,13724,21073,New confirmed cases by infection date,Likely decreasing,0.87
Romania,9456 (7105 -- 12857),9456,9648,1765,7105,8436,9067,9855,10685,12857,New confirmed cases by infection date,Decreasing,1
United Kingdom,8540 (4857 -- 14992),8540,9160,3932,4857,7066,7943,9186,10361,14992,New confirmed cases by infection date,Likely decreasing,0.91
Austria,7978 (5824 -- 10958),7978,8133,1607,5824,7040,7625,8356,9067,10958,New confirmed cases by infection date,Decreasing,0.96
Lithuania,6709 (3831 -- 10691),6709,6964,2347,3831,5510,6255,7198,8070,10691,New confirmed cases by infection date,Likely increasing,0.2
Bulgaria,6396 (2751 -- 13903),6396,7165,3722,2751,4646,5720,7187,8815,13903,New confirmed cases by infection date,Likely decreasing,0.92
Cyprus,4612 (2368 -- 9296),4612,5095,2450,2368,3510,4156,5092,6050,9296,New confirmed cases by infection date,Likely increasing,0.2
Denmark,3310 (1835 -- 5742),3310,3494,1323,1835,2660,3066,3581,4056,5742,New confirmed cases by infection date,Stable,0.5
Slovenia,3126 (1751 -- 5048),3126,3241,1026,1751,2525,2896,3394,3820,5048,New confirmed cases by infection date,Likely decreasing,0.9
Latvia,2933 (2157 -- 4156),2933,3020,633,2157,2580,2799,3084,3363,4156,New confirmed cases by infection date,Likely increasing,0.13
Slovakia,2562 (1741 -- 4037),2562,2684,723,1741,2190,2400,2738,3026,4037,New confirmed cases by infection date,Likely decreasing,0.88
Portugal,2022 (841 -- 4579),2022,2255,1206,841,1443,1789,2283,2784,4579,New confirmed cases by infection date,Likely decreasing,0.71
Norway,2015 (1129 -- 3623),2015,2151,813,1129,1594,1848,2196,2536,3623,New confirmed cases by infection date,Likely decreasing,0.82
