Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,7978 (5824 -- 10958),Decreasing,0.85 (0.72 -- 0.99),-0.029 (-0.058 -- -0.0019),-24 (-360 -- -12)
Belgium,16887 (8016 -- 30914),Likely decreasing,0.94 (0.69 -- 1.2),-0.011 (-0.065 -- 0.032),-64 (21 -- -11)
Bulgaria,6396 (2751 -- 13903),Likely decreasing,0.76 (0.52 -- 1.1),-0.049 (-0.11 -- 0.011),-14 (64 -- -6.1)
Croatia,13203 (8028 -- 22465),Likely increasing,1.1 (0.85 -- 1.5),0.02 (-0.029 -- 0.078),35 (8.8 -- -24)
Cyprus,4612 (2368 -- 9296),Likely increasing,1.2 (0.81 -- 2),0.041 (-0.036 -- 0.14),17 (5.1 -- -19)
Czechia,10520 (5359 -- 21073),Likely decreasing,0.81 (0.6 -- 1.1),-0.037 (-0.091 -- 0.02),-19 (35 -- -7.6)
Denmark,3310 (1835 -- 5742),Stable,1 (0.8 -- 1.3),2.2e-05 (-0.04 -- 0.041),31000 (17 -- -17)
Estonia,1315 (788 -- 2161),Decreasing,0.76 (0.58 -- 0.97),-0.049 (-0.095 -- -0.006),-14 (-120 -- -7.3)
Finland,681 (347 -- 1192),Decreasing,0.71 (0.52 -- 0.89),-0.061 (-0.11 -- -0.02),-11 (-34 -- -6.1)
France,227169 (101850 -- 516464),Likely increasing,1.1 (0.82 -- 1.3),0.0091 (-0.036 -- 0.049),76 (14 -- -19)
Germany,117133 (67193 -- 222103),Likely increasing,1.1 (0.88 -- 1.4),0.016 (-0.023 -- 0.066),42 (11 -- -30)
Greece,14435 (9964 -- 19971),Likely decreasing,0.98 (0.84 -- 1.1),-0.003 (-0.03 -- 0.014),-230 (51 -- -23)
Hungary,16173 (9621 -- 29964),Likely decreasing,0.86 (0.66 -- 1.2),-0.026 (-0.074 -- 0.034),-26 (20 -- -9.4)
Iceland,7 (0 -- 63),Likely decreasing,0.53 (0.12 -- 1.4),-0.11 (-0.33 -- 0.063),-6.3 (11 -- -2.1)
Ireland,1350 (897 -- 2154),Likely decreasing,0.88 (0.72 -- 1.1),-0.023 (-0.058 -- 0.02),-30 (35 -- -12)
Italy,67547 (46290 -- 98264),Stable,1 (0.83 -- 1.2),0.00011 (-0.034 -- 0.038),6400 (18 -- -21)
Latvia,2933 (2157 -- 4156),Likely increasing,1.1 (0.97 -- 1.2),0.012 (-0.0055 -- 0.038),58 (18 -- -130)
Liechtenstein,97 (34 -- 285),Likely increasing,1.3 (0.85 -- 2.1),0.054 (-0.03 -- 0.14),13 (4.9 -- -23)
Lithuania,6709 (3831 -- 10691),Likely increasing,1.1 (0.84 -- 1.4),0.022 (-0.032 -- 0.063),32 (11 -- -22)
Luxembourg,1094 (627 -- 1700),Stable,1 (0.83 -- 1.1),0.0023 (-0.033 -- 0.022),300 (32 -- -21)
Malta,312 (98 -- 736),Stable,1.1 (0.5 -- 1.8),0.014 (-0.12 -- 0.11),48 (6.1 -- -5.7)
Netherlands,39812 (25781 -- 62562),Likely increasing,1.1 (0.81 -- 1.4),0.014 (-0.037 -- 0.066),50 (10 -- -19)
Norway,2015 (1129 -- 3623),Likely decreasing,0.85 (0.62 -- 1.2),-0.029 (-0.084 -- 0.026),-24 (27 -- -8.3)
Poland,52661 (32301 -- 86723),Likely decreasing,0.79 (0.6 -- 1),-0.043 (-0.09 -- 0.0065),-16 (110 -- -7.7)
Portugal,2022 (841 -- 4579),Likely decreasing,0.84 (0.46 -- 1.4),-0.031 (-0.13 -- 0.062),-23 (11 -- -5.2)
Romania,9456 (7105 -- 12857),Decreasing,0.74 (0.65 -- 0.87),-0.052 (-0.076 -- -0.025),-13 (-28 -- -9.1)
Slovakia,2562 (1741 -- 4037),Likely decreasing,0.87 (0.75 -- 1.1),-0.024 (-0.052 -- 0.013),-29 (53 -- -13)
Slovenia,3126 (1751 -- 5048),Likely decreasing,0.86 (0.63 -- 1),-0.028 (-0.081 -- 0.0066),-25 (100 -- -8.6)
Spain,41881 (2936 -- 308313),Likely decreasing,0.91 (0.24 -- 1.8),-0.016 (-0.24 -- 0.11),-43 (6.5 -- -2.9)
Sweden,32974 (18676 -- 62931),Likely increasing,1.1 (0.89 -- 1.3),0.0091 (-0.021 -- 0.044),77 (16 -- -33)
Switzerland,11802 (5592 -- 24866),Likely increasing,1.1 (0.77 -- 1.4),0.01 (-0.046 -- 0.056),66 (12 -- -15)
United Kingdom,8540 (4857 -- 14992),Likely decreasing,0.86 (0.69 -- 1.1),-0.027 (-0.065 -- 0.017),-26 (41 -- -11)
