Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,32360 (15069 -- 80990),Likely decreasing,0.88 (0.71 -- 1),-0.16 (-0.42 -- 0.037),-4.4 (19 -- -1.7)
Bulgaria,9806 (5188 -- 20700),Decreasing,0.74 (0.62 -- 0.9),-0.38 (-0.59 -- -0.13),-1.8 (-5.4 -- -1.2)
Croatia,89730 (37553 -- 243232),Stable,0.99 (0.78 -- 1.2),-0.01 (-0.3 -- 0.28),-66 (2.5 -- -2.3)
Cyprus,212660 (52949 -- 891330),Likely increasing,1.3 (0.94 -- 1.7),0.21 (-0.13 -- 0.62),3.3 (1.1 -- -5.4)
Czechia,10364 (4864 -- 28926),Decreasing,0.61 (0.49 -- 0.8),-0.6 (-0.85 -- -0.28),-1.2 (-2.4 -- -0.82)
Estonia,2014 (1133 -- 4095),Decreasing,0.69 (0.6 -- 0.83),-0.45 (-0.63 -- -0.23),-1.5 (-3 -- -1.1)
Greece,94878 (37815 -- 297027),Decreasing,0.71 (0.5 -- 0.96),-0.42 (-0.84 -- -0.054),-1.7 (-13 -- -0.82)
Hungary,3058 (1389 -- 9005),Decreasing,0.65 (0.52 -- 0.85),-0.53 (-0.79 -- -0.21),-1.3 (-3.3 -- -0.87)
Iceland,90 (40 -- 230),Decreasing,0.63 (0.48 -- 0.8),-0.57 (-0.87 -- -0.27),-1.2 (-2.5 -- -0.79)
Ireland,21216 (9259 -- 54171),Stable,0.99 (0.78 -- 1.2),-0.0084 (-0.31 -- 0.18),-82 (3.8 -- -2.2)
Liechtenstein,11 (1 -- 65),Decreasing,0.71 (0.44 -- 0.96),-0.43 (-0.97 -- -0.05),-1.6 (-14 -- -0.71)
Lithuania,15890 (4812 -- 62327),Likely decreasing,0.95 (0.76 -- 1.2),-0.07 (-0.35 -- 0.25),-9.8 (2.7 -- -2)
Luxembourg,2049 (932 -- 5808),Decreasing,0.79 (0.64 -- 0.97),-0.29 (-0.55 -- -0.041),-2.4 (-17 -- -1.3)
Malta,1638 (473 -- 6870),Stable,0.98 (0.73 -- 1.2),-0.028 (-0.38 -- 0.25),-25 (2.8 -- -1.8)
Norway,2888 (1698 -- 5497),Decreasing,0.67 (0.59 -- 0.78),-0.48 (-0.64 -- -0.31),-1.4 (-2.3 -- -1.1)
Poland,36930 (18759 -- 86398),Decreasing,0.72 (0.59 -- 0.87),-0.41 (-0.64 -- -0.17),-1.7 (-4.1 -- -1.1)
Romania,46649 (25326 -- 96817),Likely decreasing,0.97 (0.84 -- 1.1),-0.04 (-0.22 -- 0.1),-17 (6.9 -- -3.2)
Slovakia,4844 (1293 -- 21278),Likely decreasing,0.85 (0.62 -- 1.1),-0.2 (-0.58 -- 0.086),-3.4 (8.1 -- -1.2)
Sweden,3992 (2341 -- 7611),Decreasing,0.67 (0.58 -- 0.77),-0.5 (-0.67 -- -0.33),-1.4 (-2.1 -- -1)
