Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,12634 (4469 -- 42954),Likely increasing,1.4 (0.64 -- 3.7),0.062 (-0.078 -- 0.26),11 (2.6 -- -8.9)
Belgium,9074 (3308 -- 30624),Stable,1 (0.75 -- 1.7),0.0027 (-0.051 -- 0.097),260 (7.1 -- -14)
Bulgaria,8269 (4533 -- 13118),Stable,1 (0.75 -- 1.4),0.0061 (-0.052 -- 0.058),110 (12 -- -13)
Croatia,6233 (3528 -- 9202),Stable,1 (0.73 -- 1.2),0.0032 (-0.055 -- 0.029),220 (24 -- -13)
Cyprus,514 (260 -- 1426),Likely decreasing,0.87 (0.73 -- 1.3),-0.025 (-0.057 -- 0.049),-28 (14 -- -12)
Czechia,2532 (1427 -- 4164),Stable,1 (0.75 -- 1.3),0.0045 (-0.052 -- 0.043),150 (16 -- -13)
Denmark,2298 (1214 -- 4899),Likely increasing,1.2 (0.86 -- 1.9),0.037 (-0.027 -- 0.13),19 (5.5 -- -25)
Estonia,3437 (1974 -- 5855),Likely increasing,1.1 (0.84 -- 1.5),0.025 (-0.031 -- 0.078),28 (8.8 -- -22)
Finland,1206 (437 -- 3018),Likely decreasing,0.84 (0.54 -- 1.2),-0.031 (-0.11 -- 0.03),-22 (23 -- -6.6)
France,16177 (3838 -- 73270),Likely decreasing,0.77 (0.42 -- 1.4),-0.046 (-0.15 -- 0.065),-15 (11 -- -4.7)
Germany,34610 (15311 -- 78000),Likely decreasing,0.9 (0.62 -- 1.3),-0.02 (-0.084 -- 0.046),-35 (15 -- -8.3)
Greece,6180 (2838 -- 11638),Decreasing,0.6 (0.33 -- 0.91),-0.089 (-0.18 -- -0.017),-7.8 (-40 -- -3.8)
Hungary,3240 (1744 -- 5577),Likely increasing,1.2 (0.92 -- 1.5),0.033 (-0.016 -- 0.071),21 (9.8 -- -44)
Iceland,132 (9 -- 1454),Stable,0.89 (0.19 -- 3.5),-0.022 (-0.27 -- 0.25),-32 (2.8 -- -2.6)
Ireland,6087 (2871 -- 12445),Likely decreasing,0.95 (0.68 -- 1.2),-0.0097 (-0.068 -- 0.039),-71 (18 -- -10)
Italy,10614 (6461 -- 17149),Likely decreasing,0.72 (0.49 -- 1),-0.058 (-0.12 -- 0.0014),-12 (500 -- -5.6)
Latvia,3918 (2714 -- 5944),Increasing,1.2 (1 -- 1.4),0.03 (0.00073 -- 0.068),23 (10 -- 950)
Liechtenstein,10 (1 -- 39),Likely decreasing,0.71 (0.3 -- 1.3),-0.061 (-0.2 -- 0.054),-11 (13 -- -3.5)
Lithuania,8750 (4938 -- 15124),Likely increasing,1.1 (0.79 -- 1.5),0.019 (-0.043 -- 0.078),36 (8.9 -- -16)
Luxembourg,423 (231 -- 826),Stable,1 (0.77 -- 1.5),0.0087 (-0.047 -- 0.077),80 (9 -- -15)
Malta,15 (0 -- 254),Likely decreasing,0.36 (0.026 -- 3.1),-0.17 (-0.51 -- 0.22),-4.1 (3.1 -- -1.3)
Netherlands,6743 (2490 -- 16955),Likely decreasing,0.85 (0.52 -- 1.3),-0.029 (-0.11 -- 0.054),-24 (13 -- -6.1)
Norway,3052 (1303 -- 8409),Stable,1 (0.61 -- 1.9),-0.00019 (-0.088 -- 0.13),-3700 (5.5 -- -7.9)
Poland,4455 (3255 -- 6109),Likely increasing,1.1 (0.93 -- 1.3),0.019 (-0.013 -- 0.048),37 (15 -- -53)
Portugal,2692 (1722 -- 4193),Likely decreasing,0.88 (0.68 -- 1.1),-0.024 (-0.068 -- 0.023),-29 (30 -- -10)
Romania,43377 (30274 -- 60797),Likely increasing,1.2 (0.9 -- 1.4),0.026 (-0.019 -- 0.066),27 (10 -- -36)
Slovakia,8698 (4509 -- 16380),Increasing,1.4 (1.1 -- 1.8),0.064 (0.011 -- 0.11),11 (6.4 -- 65)
Slovenia,3738 (1895 -- 6531),Likely decreasing,0.81 (0.53 -- 1.1),-0.038 (-0.11 -- 0.009),-18 (77 -- -6.4)
Spain,8826 (5502 -- 15043),Likely decreasing,0.84 (0.68 -- 1.1),-0.031 (-0.067 -- 0.017),-23 (40 -- -10)
Sweden,1525 (821 -- 2603),Decreasing,0.68 (0.48 -- 0.9),-0.067 (-0.13 -- -0.019),-10 (-37 -- -5.5)
Switzerland,8841 (1383 -- 26493),Stable,0.98 (0.5 -- 1.2),-0.0038 (-0.12 -- 0.041),-180 (17 -- -5.8)
United Kingdom,68489 (21257 -- 175856),Decreasing,0.46 (0.16 -- 0.97),-0.13 (-0.29 -- -0.0051),-5.2 (-140 -- -2.4)
