region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
United Kingdom,545385 (323934 -- 1025720),545385,593290,235731,323934,436315,503327,593442,691121,1025720,New confirmed cases by infection date,Likely increasing,0.089
France,485461 (243124 -- 945399),485461,525898,238240,243124,373959,438506,533768,618488,945399,New confirmed cases by infection date,Likely increasing,0.18
Italy,419740 (294102 -- 643903),419740,436859,107356,294102,363582,395509,445130,491898,643903,New confirmed cases by infection date,Increasing,0
Spain,280375 (97789 -- 960587),280375,385695,412196,97789,182242,238233,332323,451846,960587,New confirmed cases by infection date,Likely increasing,0.09
Ireland,115368 (66539 -- 228679),115368,127997,57158,66539,90609,105186,126546,149860,228679,New confirmed cases by infection date,Increasing,0.00067
Portugal,104880 (61253 -- 197674),104880,114140,44642,61253,83196,96366,115497,134175,197674,New confirmed cases by infection date,Increasing,0
Greece,88662 (52217 -- 157799),88662,93863,32644,52217,70950,81176,95489,109359,157799,New confirmed cases by infection date,Increasing,0.001
Germany,79555 (22948 -- 226749),79555,97003,72633,22948,49965,66535,93771,124392,226749,New confirmed cases by infection date,Likely decreasing,0.89
Denmark,64348 (24212 -- 123491),64348,68415,35400,24212,46506,56767,71447,84142,123491,New confirmed cases by infection date,Likely increasing,0.22
Netherlands,57362 (39902 -- 87163),57362,59638,15023,39902,48861,53894,61219,67817,87163,New confirmed cases by infection date,Likely decreasing,0.65
Belgium,36412 (4299 -- 177049),36412,58323,76222,4299,16208,26930,49332,73764,177049,New confirmed cases by infection date,Likely decreasing,0.67
Poland,35187 (19888 -- 55560),35187,36111,10936,19888,28456,32538,38067,42536,55560,New confirmed cases by infection date,Decreasing,1
Switzerland,33645 (8008 -- 108009),33645,42917,34244,8008,20093,27991,41015,56039,108009,New confirmed cases by infection date,Likely decreasing,0.65
Czechia,24736 (5379 -- 110147),24736,38094,55945,5379,13357,19902,31568,44321,110147,New confirmed cases by infection date,Likely decreasing,0.76
Malta,23242 (11220 -- 48245),23242,25615,12061,11220,17322,20891,26106,30856,48245,New confirmed cases by infection date,Increasing,0.00033
Sweden,19592 (8027 -- 40610),19592,21253,10809,8027,14375,17502,21607,25577,40610,New confirmed cases by infection date,Likely increasing,0.22
Norway,16661 (5342 -- 36933),16661,18431,10227,5342,11387,14544,19374,23294,36933,New confirmed cases by infection date,Likely decreasing,0.71
Finland,15421 (9289 -- 28530),15421,16721,6615,9289,12405,14236,16738,19162,28530,New confirmed cases by infection date,Likely increasing,0.067
Croatia,12779 (7508 -- 23030),12779,13800,5383,7508,10185,11780,13962,16243,23030,New confirmed cases by infection date,Stable,0.54
Cyprus,9274 (2720 -- 30295),9274,12310,12252,2720,5968,7878,10963,14626,30295,New confirmed cases by infection date,Likely increasing,0.19
Slovakia,8863 (4817 -- 15616),8863,9438,3612,4817,6940,8123,9710,11178,15616,New confirmed cases by infection date,Decreasing,0.98
