Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,8418 (4570 -- 14496),Likely decreasing,0.92 (0.63 -- 1.3),-0.015 (-0.083 -- 0.046),-46 (15 -- -8.4)
Belgium,36412 (4299 -- 177049),Likely decreasing,0.86 (0.39 -- 1.3),-0.027 (-0.16 -- 0.054),-26 (13 -- -4.4)
Bulgaria,5817 (2852 -- 11742),Likely decreasing,0.92 (0.63 -- 1.3),-0.016 (-0.08 -- 0.048),-45 (14 -- -8.7)
Croatia,12779 (7508 -- 23030),Stable,0.98 (0.73 -- 1.4),-0.0032 (-0.055 -- 0.058),-220 (12 -- -12)
Cyprus,9274 (2720 -- 30295),Likely increasing,1.2 (0.77 -- 1.6),0.031 (-0.047 -- 0.086),23 (8.1 -- -15)
Czechia,24736 (5379 -- 110147),Likely decreasing,0.79 (0.41 -- 1.5),-0.042 (-0.15 -- 0.078),-16 (8.9 -- -4.6)
Denmark,64348 (24212 -- 123491),Likely increasing,1.1 (0.75 -- 1.4),0.024 (-0.052 -- 0.063),29 (11 -- -13)
Estonia,3527 (1800 -- 6261),Stable,1 (0.66 -- 1.4),0.0044 (-0.073 -- 0.064),160 (11 -- -9.5)
Finland,15421 (9289 -- 28530),Likely increasing,1.2 (0.96 -- 1.4),0.026 (-0.0072 -- 0.065),27 (11 -- -96)
France,485461 (243124 -- 945399),Likely increasing,1.2 (0.87 -- 1.5),0.026 (-0.025 -- 0.082),27 (8.4 -- -27)
Germany,79555 (22948 -- 226749),Likely decreasing,0.74 (0.42 -- 1.1),-0.053 (-0.15 -- 0.019),-13 (37 -- -4.7)
Greece,88662 (52217 -- 157799),Increasing,2 (1.4 -- 3),0.13 (0.062 -- 0.21),5.3 (3.2 -- 11)
Hungary,3630 (820 -- 11957),Decreasing,0.54 (0.26 -- 0.92),-0.11 (-0.22 -- -0.015),-6.5 (-45 -- -3.1)
Iceland,1923 (832 -- 5744),Likely increasing,1.3 (0.89 -- 2.1),0.046 (-0.021 -- 0.15),15 (4.8 -- -33)
Ireland,115368 (66539 -- 228679),Increasing,1.9 (1.4 -- 3),0.12 (0.065 -- 0.21),5.6 (3.3 -- 11)
Italy,419740 (294102 -- 643903),Increasing,1.7 (1.4 -- 2.2),0.099 (0.059 -- 0.15),7 (4.6 -- 12)
Latvia,2388 (935 -- 4732),Likely decreasing,0.81 (0.46 -- 1.2),-0.037 (-0.13 -- 0.027),-19 (25 -- -5.3)
Liechtenstein,73 (12 -- 324),Likely decreasing,0.64 (0.28 -- 1.2),-0.079 (-0.21 -- 0.028),-8.8 (25 -- -3.3)
Lithuania,5290 (3309 -- 8120),Likely decreasing,0.86 (0.66 -- 1.1),-0.027 (-0.072 -- 0.01),-26 (68 -- -9.6)
Luxembourg,2561 (1250 -- 4745),Likely increasing,1.1 (0.85 -- 1.3),0.014 (-0.03 -- 0.043),49 (16 -- -23)
Malta,23242 (11220 -- 48245),Increasing,3.1 (1.9 -- 4.9),0.23 (0.13 -- 0.33),3.1 (2.1 -- 5.5)
Netherlands,57362 (39902 -- 87163),Likely decreasing,0.95 (0.79 -- 1.2),-0.0089 (-0.043 -- 0.035),-78 (20 -- -16)
Norway,16661 (5342 -- 36933),Likely decreasing,0.9 (0.52 -- 1.2),-0.019 (-0.11 -- 0.033),-37 (21 -- -6.2)
Poland,35187 (19888 -- 55560),Decreasing,0.67 (0.46 -- 0.85),-0.072 (-0.13 -- -0.028),-9.7 (-25 -- -5.3)
Portugal,104880 (61253 -- 197674),Increasing,1.8 (1.3 -- 2.6),0.11 (0.056 -- 0.19),6.1 (3.7 -- 12)
Romania,2601 (1186 -- 6169),Likely decreasing,0.89 (0.64 -- 1.3),-0.021 (-0.077 -- 0.05),-33 (14 -- -9)
Slovakia,8863 (4817 -- 15616),Decreasing,0.68 (0.49 -- 0.91),-0.069 (-0.12 -- -0.016),-10 (-43 -- -5.6)
Slovenia,4357 (2368 -- 7435),Likely decreasing,0.91 (0.64 -- 1.2),-0.016 (-0.08 -- 0.034),-42 (20 -- -8.7)
Spain,280375 (97789 -- 960587),Likely increasing,1.3 (0.91 -- 1.9),0.049 (-0.017 -- 0.12),14 (5.7 -- -40)
Sweden,19592 (8027 -- 40610),Likely increasing,1.1 (0.76 -- 1.4),0.021 (-0.049 -- 0.061),33 (11 -- -14)
Switzerland,33645 (8008 -- 108009),Likely decreasing,0.91 (0.51 -- 1.3),-0.018 (-0.12 -- 0.047),-39 (15 -- -5.9)
United Kingdom,545385 (323934 -- 1025720),Likely increasing,1.1 (0.95 -- 1.4),0.023 (-0.0095 -- 0.061),30 (11 -- -73)
