location,type,quantile,value,target_end_date,forecast_date,target,scenario_id,model
GB,point,,242312,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.01,161556,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.025,171361,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.05,180801,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.1,193567,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.15,201207,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.2,208959,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.25,216492,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.3,221331,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.35,227989,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.4,232304,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.45,237191,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.5,242312,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.55,247118,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.6,252885,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.65,259089,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.7,267188,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.75,273141,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.8,281707,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.85,293229,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.9,305914,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.95,329765,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.975,343559,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,quantile,0.99,361473,2021-07-10,2021-07-05,1 wk ahead inc case,forecast,BQuilty
GB,point,,364606,2021-07-17,2021-07-05,2 wk ahead inc case,forecast,BQuilty
GB,quantile,0.01,239063,2021-07-17,2021-07-05,2 wk ahead inc case,forecast,BQuilty
GB,quantile,0.025,255645,2021-07-17,2021-07-05,2 wk ahead inc case,forecast,BQuilty
GB,quantile,0.05,268622,2021-07-17,2021-07-05,2 wk ahead inc case,forecast,BQuilty
