location,type,quantile,value,target_end_date,forecast_date,target,scenario_id,model
GB,point,,208794,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.01,169540,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.025,176014,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.05,180961,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.1,187373,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.15,190898,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.2,193713,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.25,196618,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.3,198614,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.35,201090,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.4,203984,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.45,205896,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.5,208794,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.55,211298,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.6,214001,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.65,216421,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.7,220102,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.75,223123,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.8,226357,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.85,230654,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.9,235490,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.95,243483,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.975,250885,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.99,258762,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,Layperson_21
GB,point,,204484,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.01,140127,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.025,150954,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.05,159617,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.1,167537,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.15,175001,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.2,179374,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.25,184720,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.3,189246,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.35,192886,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.4,196978,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.45,200347,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.5,204484,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.55,208242,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.6,212159,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.65,216723,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.7,221218,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.75,227146,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.8,232025,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.85,238949,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.9,248337,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.95,263034,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.975,273618,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.99,292187,2021-08-28,2021-08-16,2 wk ahead inc case,forecast,Layperson_21
GB,point,,194934,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.01,112580,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.025,120755,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.05,129791,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.1,143780,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.15,153189,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.2,160853,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.25,166835,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.3,172755,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.35,178520,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.4,183126,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.45,188438,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.5,194934,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.55,200676,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.6,205761,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.65,211274,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.7,218968,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.75,226092,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.8,232727,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.85,243455,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.9,260947,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.95,281075,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.975,306334,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.99,326601,2021-09-04,2021-08-16,3 wk ahead inc case,forecast,Layperson_21
GB,point,,196934,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.01,91501,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.025,103030,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.05,113356,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.1,130709,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.15,139450,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.2,150395,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.25,158182,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.3,166656,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.35,174836,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.4,182570,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.45,188142,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.5,196934,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.55,204029,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.6,213243,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.65,220656,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.7,231125,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.75,241216,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.8,251154,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.85,262441,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.9,285438,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.95,316172,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.975,347496,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.99,390783,2021-09-11,2021-08-16,4 wk ahead inc case,forecast,Layperson_21
GB,point,,480,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.01,370,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.025,388,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.05,399,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.1,417,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.15,430,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.2,438,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.25,447,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.3,454,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.35,461,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.4,468,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.45,474,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.5,480,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.55,485,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.6,492,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.65,499,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.7,506,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.75,513,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.8,521,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.85,532,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.9,547,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.95,565,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.975,587,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.99,618,2021-08-21,2021-08-16,1 wk ahead inc death,forecast,Layperson_21
GB,point,,462,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.01,355,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.025,370,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.05,386,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.1,402,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.15,416,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.2,424,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.25,431,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.3,437,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.35,445,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.4,451,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.45,456,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.5,462,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.55,468,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.6,474,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.65,478,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.7,484,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.75,492,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.8,501,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.85,509,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.9,520,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.95,542,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.975,560,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.99,571,2021-08-28,2021-08-16,2 wk ahead inc death,forecast,Layperson_21
GB,point,,481,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.01,366,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.025,377,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.05,395,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.1,415,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.15,428,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.2,439,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.25,447,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.3,453,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.35,460,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.4,468,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.45,474,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.5,481,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.55,487,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.6,492,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.65,498,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.7,508,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.75,518,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.8,527,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.85,538,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.9,557,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.95,581,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.975,595,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.99,612,2021-09-04,2021-08-16,3 wk ahead inc death,forecast,Layperson_21
GB,point,,489,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.01,333,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.025,357,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.05,381,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.1,401,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.15,415,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.2,429,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.25,443,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.3,454,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.35,463,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.4,472,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.45,482,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.5,489,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.55,497,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.6,505,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.65,516,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.7,529,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.75,542,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.8,553,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.85,572,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.9,590,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.95,629,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.975,658,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.99,693,2021-09-11,2021-08-16,4 wk ahead inc death,forecast,Layperson_21
GB,point,,208744,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,CosmicDan
GB,quantile,0.01,75574,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,CosmicDan
GB,quantile,0.025,86629,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,CosmicDan
GB,quantile,0.05,99728,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,CosmicDan
GB,quantile,0.1,118568,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,CosmicDan
GB,quantile,0.15,135319,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,CosmicDan
GB,quantile,0.2,146476,2021-08-21,2021-08-16,1 wk ahead inc case,forecast,CosmicDan
