location,type,quantile,value,target_end_date,forecast_date,target,scenario_id,model
GB,point,,13996.5,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.01,6801.92,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.025,7523.975,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.05,8226,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.1,9434.1,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.15,10334.4,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.2,10854.2,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.25,11433.5,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.3,11976.4,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.35,12499.2,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.4,13047.8,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.45,13542.65,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.5,13996.5,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.55,14449.15,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.6,15025.2,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.65,15735.55,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.7,16326.6,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.75,17112.25,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.8,18061,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.85,19115.45,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.9,20315.6,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.95,22880.75,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.975,24935.575,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.99,27714.04,2021-05-29,2021-05-24,1 wk ahead inc case,forecast,Layperson_21
GB,point,,14214,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.01,5372.35,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.025,6223,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.05,7019,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.1,8277.9,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.15,9041.25,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.2,9807.8,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.25,10438,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.3,11263.8,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.35,11884.25,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.4,12567.6,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.45,13323.65,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.5,14214,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.55,14997.25,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.6,15950,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.65,16838.95,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.7,17701.8,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.75,19197.5,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.8,20360.4,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.85,22116.7,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.9,24238.7,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.95,28435.15,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.975,31605.55,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.99,38554.15,2021-06-05,2021-05-24,2 wk ahead inc case,forecast,Layperson_21
GB,point,,14390.5,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.01,2809.43,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.025,3961.975,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.05,4590.45,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.1,6105.1,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.15,7022.95,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.2,7968,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.25,9002.25,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.3,9913.9,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.35,11176.3,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.4,12392.6,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.45,13497.65,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.5,14390.5,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.55,15531.8,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.6,16615.4,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.65,18062.4,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.7,19593.4,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.75,21683.5,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.8,24151,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.85,26912.3,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.9,30880.2,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.95,38263.55,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.975,46247.8,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.99,58682.09,2021-06-12,2021-05-24,3 wk ahead inc case,forecast,Layperson_21
GB,point,,13739,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.01,1168.55,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.025,1818.6,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.05,2533.3,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.1,3614.8,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.15,4880.55,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.2,5900.4,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.25,7305.75,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.3,8454.5,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.35,9678.9,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.4,11063.8,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.45,12252.35,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.5,13739,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.55,15642.95,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.6,17442.8,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.65,20046.25,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.7,22833.9,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.75,26274,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.8,30155.2,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.85,34918.0000000001,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.9,44561.7000000001,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.95,61083,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.975,74655.525,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,quantile,0.99,90036.4399999999,2021-06-19,2021-05-24,4 wk ahead inc case,forecast,Layperson_21
GB,point,,64,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.01,24.99,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.025,29.975,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.05,34,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.1,41,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.15,45,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.2,48,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.25,51,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.3,54,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.35,57,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.4,59,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
GB,quantile,0.45,61,2021-05-29,2021-05-24,1 wk ahead inc death,forecast,Layperson_21
