location,type,quantile,value,target_end_date,forecast_date,target,scenario_id,model
GB,point,,103710,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.01,54172.52,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.025,59199.425,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.05,64704.8,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.1,71000.8,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.15,76190.6,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.2,81657.4,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.25,85760.75,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.3,89813.9,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.35,93620.75,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.4,96854.2,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.45,100397.95,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.5,103710,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.55,106237.95,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.6,109026.8,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.65,113352.75,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.7,117381.6,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.75,121657,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.8,127572.8,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.85,134353.8,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
GB,quantile,0.9,143994.6,2021-06-26,2021-06-21,1 wk ahead inc case,forecast,olane
