location,type,quantile,value,target_end_date,forecast_date,target,scenario_id,model
DE,point,,26080,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.01,11572.22,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.025,13877.675,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.05,15969.3,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.1,17697.5,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.15,19140.9,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.2,20550.6,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.25,21655,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.3,22803.7,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.35,23495.6,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.4,24257.4,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.45,25136.65,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.5,26080,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.55,27164,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.6,28197.4,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.65,29293.9,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.7,30460.8,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.75,31800.25,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.8,33553.4,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.85,35575.1,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.9,38672.1,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.95,43127.5,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.975,47409.775,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,quantile,0.99,54240.28,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
DE,point,,18084.5,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.01,8536.87,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.025,9604.95,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.05,10732.8,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.1,11983.3,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.15,12851.95,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.2,13713,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.25,14413.25,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.3,15171.8,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.35,16100.05,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.4,16724.2,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.45,17374.6,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.5,18084.5,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.55,18899,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.6,19880.4,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.65,20792.05,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.7,21652.7,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.75,22885,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.8,24167.2,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.85,25451.2,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.9,27259.5,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.95,29703.05,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.975,32623.975,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,quantile,0.99,36725.63,2021-06-12,2021-05-31,2 wk ahead inc case,forecast,seb
DE,point,,12655,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.01,5347.59,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.025,6024.4,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.05,7153.25,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.1,7914.9,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.15,8786.35,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.2,9369.2,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.25,9942.5,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.3,10598.6,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.35,11183.25,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.4,11687.4,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.45,12088.55,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.5,12655,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.55,13127.25,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.6,13644.2,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.65,14172.8,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.7,14906.9,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.75,15826.25,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.8,16675.2,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.85,17985.2,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.9,19792.2,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.95,22206.6,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.975,24403.85,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,quantile,0.99,26433.35,2021-06-19,2021-05-31,3 wk ahead inc case,forecast,seb
DE,point,,9089,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.01,3251.99,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.025,4102.65,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.05,4746.95,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.1,5526.8,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.15,5977.7,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.2,6537.8,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.25,7000.5,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.3,7389.1,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.35,7830.4,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.4,8298.8,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.45,8674.75,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.5,9089,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.55,9626.8,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.6,10194.8,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.65,10750.4,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.7,11370.2,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.75,11964.25,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.8,12753.4,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.85,13809.4,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.9,15401.8,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.95,17562.85,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.975,19536.625,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
DE,quantile,0.99,23955.48,2021-06-26,2021-05-31,4 wk ahead inc case,forecast,seb
GB,point,,25761.5,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.01,12530.94,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.025,14268.35,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.05,15590.4,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.1,17203.3,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.15,18747.8,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.2,20120.2,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.25,20942.75,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.3,22218.7,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.35,23143.7,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.4,24019,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.45,24839.65,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.5,25761.5,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.55,26576.05,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.6,27598.6,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.65,28847.8,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.7,30116.3,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.75,31742,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.8,33415.6,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
GB,quantile,0.85,35819,2021-06-05,2021-05-31,1 wk ahead inc case,forecast,seb
