Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,2784 (672 -- 7221),Decreasing,0.6 (0.27 -- 0.94),-0.09 (-0.22 -- -0.011),-7.7 (-64 -- -3.2)
Belgium,4024 (751 -- 29086),Likely decreasing,0.86 (0.49 -- 1.7),-0.028 (-0.12 -- 0.096),-25 (7.2 -- -5.6)
Bulgaria,430 (240 -- 620),Decreasing,0.83 (0.62 -- 0.97),-0.033 (-0.084 -- -0.0064),-21 (-110 -- -8.2)
Croatia,609 (284 -- 1289),Likely decreasing,0.76 (0.49 -- 1.2),-0.049 (-0.12 -- 0.033),-14 (21 -- -5.6)
Cyprus,247 (26 -- 2877),Likely increasing,1.3 (0.44 -- 4.3),0.049 (-0.14 -- 0.29),14 (2.4 -- -5)
Czechia,397 (109 -- 1240),Likely decreasing,0.7 (0.43 -- 1),-0.064 (-0.15 -- 0.0049),-11 (140 -- -4.7)
Denmark,705 (195 -- 1686),Likely decreasing,0.78 (0.45 -- 1),-0.044 (-0.14 -- 0.0044),-16 (160 -- -5)
Estonia,19 (2 -- 103),Decreasing,0.53 (0.25 -- 0.95),-0.11 (-0.23 -- -0.0093),-6.4 (-74 -- -3.1)
Finland,738 (77 -- 8730),Likely decreasing,0.81 (0.32 -- 2.2),-0.037 (-0.19 -- 0.15),-19 (4.7 -- -3.6)
France,54377 (30531 -- 95751),Likely decreasing,0.92 (0.66 -- 1.3),-0.015 (-0.074 -- 0.043),-46 (16 -- -9.4)
Germany,79341 (29148 -- 199882),Likely decreasing,0.85 (0.6 -- 1.1),-0.03 (-0.09 -- 0.02),-23 (35 -- -7.7)
Greece,8330 (4037 -- 17485),Likely decreasing,0.91 (0.64 -- 1.3),-0.017 (-0.078 -- 0.043),-40 (16 -- -8.9)
Hungary,622 (80 -- 2952),Likely decreasing,0.78 (0.4 -- 1.2),-0.045 (-0.15 -- 0.033),-15 (21 -- -4.5)
Iceland,196 (21 -- 2305),Likely increasing,1.2 (0.44 -- 3.3),0.037 (-0.14 -- 0.23),19 (3 -- -5)
Ireland,4634 (1391 -- 37495),Stable,1 (0.68 -- 2.1),0.00069 (-0.067 -- 0.14),1000 (5 -- -10)
Italy,45428 (28336 -- 68702),Decreasing,0.79 (0.61 -- 0.99),-0.041 (-0.087 -- -0.0014),-17 (-510 -- -8)
Latvia,193 (40 -- 646),Likely decreasing,0.73 (0.38 -- 1.1),-0.057 (-0.16 -- 0.021),-12 (34 -- -4.2)
Liechtenstein,12 (3 -- 42),Likely decreasing,0.82 (0.51 -- 1.3),-0.036 (-0.12 -- 0.041),-19 (17 -- -6)
Lithuania,167 (78 -- 495),Likely decreasing,0.78 (0.59 -- 1.3),-0.044 (-0.093 -- 0.051),-16 (14 -- -7.5)
Luxembourg,93 (1 -- 739),Decreasing,0.57 (0.11 -- 0.96),-0.099 (-0.34 -- -0.0082),-7 (-84 -- -2.1)
Malta,134 (36 -- 497),Likely decreasing,0.83 (0.42 -- 1.6),-0.034 (-0.15 -- 0.086),-20 (8.1 -- -4.7)
Netherlands,1909 (334 -- 13993),Stable,0.92 (0.43 -- 2),-0.015 (-0.14 -- 0.13),-47 (5.2 -- -4.8)
Norway,447 (268 -- 869),Likely decreasing,0.95 (0.73 -- 1.3),-0.01 (-0.057 -- 0.051),-69 (14 -- -12)
Poland,480 (180 -- 1252),Likely decreasing,0.8 (0.43 -- 1.4),-0.039 (-0.14 -- 0.068),-18 (10 -- -4.8)
Portugal,129762 (36845 -- 875166),Likely increasing,1.3 (0.89 -- 2.5),0.046 (-0.022 -- 0.17),15 (4 -- -32)
Romania,826 (455 -- 1567),Likely decreasing,0.85 (0.67 -- 1.1),-0.03 (-0.071 -- 0.014),-23 (49 -- -9.8)
Slovakia,340 (88 -- 1188),Likely decreasing,0.68 (0.41 -- 1.1),-0.067 (-0.15 -- 0.016),-10 (45 -- -4.6)
Slovenia,550 (209 -- 1117),Decreasing,0.76 (0.46 -- 0.99),-0.049 (-0.13 -- -0.0021),-14 (-330 -- -5.3)
Spain,159491000 (3738710 -- 1782380000),Increasing,7 (2.6 -- 9.8),0.41 (0.18 -- 0.49),1.7 (1.4 -- 3.8)
Sweden,168 (6 -- 4677),Stable,0.88 (0.15 -- 4),-0.023 (-0.3 -- 0.28),-31 (2.5 -- -2.3)
Switzerland,428 (12 -- 11380),Likely decreasing,0.76 (0.13 -- 2.9),-0.05 (-0.32 -- 0.21),-14 (3.3 -- -2.2)
United Kingdom,13733 (4586 -- 49201),Likely decreasing,0.83 (0.56 -- 1.3),-0.034 (-0.1 -- 0.052),-20 (13 -- -6.8)
