Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,329600 (109081 -- 1139570),Likely increasing,1.1 (0.86 -- 1.3),0.11 (-0.19 -- 0.37),6.2 (1.9 -- -3.6)
Bulgaria,12120 (5891 -- 27868),Likely increasing,1.1 (0.95 -- 1.5),0.16 (-0.06 -- 0.5),4.4 (1.4 -- -11)
Croatia,33818 (12250 -- 135367),Likely increasing,1 (0.88 -- 1.4),0.062 (-0.16 -- 0.48),11 (1.5 -- -4.5)
Cyprus,19210 (5206 -- 59836),Likely decreasing,0.95 (0.68 -- 1.2),-0.071 (-0.47 -- 0.18),-9.7 (3.8 -- -1.5)
Czechia,226090 (91958 -- 663528),Stable,1 (0.76 -- 1.2),0.054 (-0.34 -- 0.28),13 (2.5 -- -2.1)
Denmark,13285 (4096 -- 38152),Stable,0.97 (0.77 -- 1.3),-0.037 (-0.34 -- 0.34),-19 (2.1 -- -2)
Estonia,5996 (3725 -- 10733),Likely increasing,1 (0.96 -- 1.1),0.034 (-0.058 -- 0.17),21 (4.2 -- -12)
Finland,16688 (9395 -- 31206),Likely increasing,1.1 (0.96 -- 1.3),0.17 (-0.051 -- 0.38),4 (1.8 -- -14)
France,878740 (531407 -- 1588330),Increasing,1.3 (1.1 -- 1.5),0.33 (0.077 -- 0.5),2.1 (1.4 -- 9)
Germany,684708 (321820 -- 1618900),Decreasing,0.78 (0.61 -- 0.97),-0.31 (-0.61 -- -0.032),-2.2 (-21 -- -1.1)
Greece,111869 (61293 -- 231082),Likely decreasing,0.89 (0.76 -- 1),-0.14 (-0.34 -- 0.0093),-4.8 (75 -- -2)
Hungary,15242 (8356 -- 32060),Likely decreasing,0.97 (0.82 -- 1.1),-0.038 (-0.25 -- 0.093),-18 (7.5 -- -2.8)
Iceland,1018 (246 -- 4558),Likely decreasing,0.9 (0.64 -- 1.1),-0.14 (-0.56 -- 0.17),-5.1 (4.1 -- -1.2)
Ireland,15591 (7973 -- 31888),Likely increasing,1.1 (0.93 -- 1.4),0.1 (-0.09 -- 0.4),6.7 (1.7 -- -7.7)
Italy,267591 (161859 -- 458108),Likely decreasing,0.91 (0.83 -- 1),-0.12 (-0.24 -- 0.0051),-5.7 (140 -- -2.9)
Latvia,3322 (1952 -- 6336),Likely increasing,1 (0.95 -- 1.2),0.042 (-0.071 -- 0.22),17 (3.1 -- -9.8)
Liechtenstein,87 (21 -- 349),Likely decreasing,0.77 (0.51 -- 1),-0.32 (-0.82 -- 0.023),-2.1 (31 -- -0.84)
Lithuania,43564 (12905 -- 236675),Likely decreasing,0.94 (0.75 -- 1.2),-0.075 (-0.36 -- 0.23),-9.2 (3.1 -- -1.9)
Luxembourg,60988 (28848 -- 93713),Likely increasing,1.1 (0.99 -- 1.2),0.1 (-0.012 -- 0.26),6.8 (2.6 -- -57)
Malta,2203 (1208 -- 4518),Likely increasing,1 (0.91 -- 1.2),0.023 (-0.12 -- 0.2),30 (3.5 -- -5.9)
Netherlands,62824 (26469 -- 180392),Likely decreasing,0.93 (0.6 -- 1.1),-0.091 (-0.62 -- 0.13),-7.6 (5.4 -- -1.1)
Norway,7050 (4373 -- 13183),Likely increasing,1.2 (0.97 -- 1.3),0.2 (-0.04 -- 0.37),3.4 (1.9 -- -17)
Poland,1425710 (511277 -- 4000580),Likely decreasing,0.88 (0.73 -- 1.4),-0.16 (-0.39 -- 0.46),-4.4 (1.5 -- -1.8)
Portugal,31879 (19036 -- 62980),Likely increasing,1 (0.96 -- 1.2),0.056 (-0.05 -- 0.19),12 (3.7 -- -14)
Romania,194192 (105322 -- 404463),Increasing,1.2 (1 -- 1.3),0.21 (0.056 -- 0.38),3.4 (1.8 -- 12)
Slovakia,33330 (15192 -- 74909),Likely increasing,1 (0.84 -- 1.2),0.053 (-0.22 -- 0.24),13 (2.8 -- -3.1)
Slovenia,53077 (27571 -- 109985),Likely increasing,1.1 (0.97 -- 1.3),0.14 (-0.041 -- 0.37),4.8 (1.9 -- -17)
Spain,96009 (48471 -- 190655),Likely decreasing,0.96 (0.83 -- 1.1),-0.048 (-0.23 -- 0.13),-14 (5.2 -- -3.1)
Sweden,11609 (6008 -- 25076),Likely decreasing,0.96 (0.83 -- 1.2),-0.05 (-0.23 -- 0.29),-14 (2.4 -- -3)
