Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,21528 (13949 -- 38930),Likely decreasing,0.94 (0.88 -- 1),-0.081 (-0.16 -- 0.011),-8.6 (64 -- -4.4)
Bulgaria,59536 (19989 -- 183613),Stable,0.99 (0.72 -- 1.2),-0.0092 (-0.41 -- 0.23),-75 (3.1 -- -1.7)
Croatia,33408 (20290 -- 63472),Likely decreasing,0.96 (0.87 -- 1),-0.055 (-0.17 -- 0.045),-13 (15 -- -4)
Cyprus,24266 (11862 -- 59215),Stable,0.99 (0.82 -- 1.2),-0.016 (-0.25 -- 0.21),-44 (3.3 -- -2.7)
Czechia,227694 (98323 -- 546879),Increasing,1.1 (1 -- 1.3),0.18 (0.011 -- 0.33),3.9 (2.1 -- 62)
Denmark,18323 (10216 -- 37725),Increasing,1.2 (1.1 -- 1.3),0.22 (0.086 -- 0.36),3.1 (1.9 -- 8.1)
Estonia,15937 (7909 -- 35496),Increasing,1.4 (1.2 -- 1.7),0.45 (0.23 -- 0.68),1.5 (1 -- 3.1)
Finland,10125 (4844 -- 21635),Stable,1 (0.83 -- 1.2),-0.0037 (-0.23 -- 0.23),-190 (3 -- -3)
Greece,183463 (96138 -- 387001),Decreasing,0.87 (0.78 -- 1),-0.17 (-0.31 -- 0.0024),-4.1 (290 -- -2.3)
Hungary,28356 (13581 -- 65793),Likely increasing,1 (0.92 -- 1.2),0.046 (-0.11 -- 0.22),15 (3.2 -- -6.4)
Iceland,942 (529 -- 1859),Likely increasing,1 (0.94 -- 1.2),0.022 (-0.078 -- 0.18),31 (3.8 -- -8.9)
Ireland,7580 (4829 -- 13280),Likely decreasing,0.95 (0.89 -- 1),-0.061 (-0.15 -- 0.046),-11 (15 -- -4.7)
Italy,247190 (129284 -- 542137),Decreasing,0.84 (0.69 -- 0.96),-0.22 (-0.46 -- -0.054),-3.2 (-13 -- -1.5)
Latvia,4331 (2166 -- 9127),Increasing,1.2 (1 -- 1.5),0.24 (0.041 -- 0.51),2.9 (1.4 -- 17)
Lithuania,43017 (16607 -- 128584),Likely increasing,1.1 (0.95 -- 1.5),0.13 (-0.065 -- 0.51),5.3 (1.4 -- -11)
Luxembourg,4768 (2421 -- 10387),Likely decreasing,0.92 (0.76 -- 1.1),-0.11 (-0.34 -- 0.084),-6.3 (8.2 -- -2)
Malta,204 (103 -- 473),Decreasing,0.74 (0.6 -- 0.9),-0.37 (-0.62 -- -0.14),-1.9 (-4.9 -- -1.1)
Netherlands,7421 (3657 -- 16800),Stable,1 (0.83 -- 1.2),-0.0057 (-0.23 -- 0.19),-120 (3.6 -- -3)
Norway,39017 (22778 -- 77076),Increasing,1.3 (1.2 -- 1.4),0.33 (0.18 -- 0.48),2.1 (1.5 -- 3.8)
Poland,351220 (153795 -- 870148),Increasing,1.3 (1.2 -- 1.6),0.38 (0.22 -- 0.58),1.8 (1.2 -- 3.1)
Portugal,7649 (4291 -- 14432),Decreasing,0.83 (0.7 -- 0.99),-0.23 (-0.44 -- -0.014),-3 (-49 -- -1.6)
Romania,16942 (8320 -- 39465),Decreasing,0.63 (0.51 -- 0.79),-0.57 (-0.81 -- -0.29),-1.2 (-2.4 -- -0.86)
Slovakia,18216 (8046 -- 48868),Stable,1 (0.84 -- 1.2),0.034 (-0.22 -- 0.2),21 (3.5 -- -3.1)
Slovenia,22917 (8511 -- 60325),Likely increasing,1.1 (0.93 -- 1.3),0.12 (-0.09 -- 0.29),5.8 (2.4 -- -7.7)
Sweden,113273 (57290 -- 253535),Increasing,1.4 (1.2 -- 1.6),0.4 (0.2 -- 0.6),1.7 (1.2 -- 3.5)
