Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,1616 (1011 -- 2816),Decreasing,0.82 (0.72 -- 0.97),-0.25 (-0.41 -- -0.036),-2.8 (-19 -- -1.7)
Bulgaria,689 (315 -- 1911),Decreasing,0.8 (0.64 -- 0.98),-0.28 (-0.56 -- -0.025),-2.4 (-28 -- -1.2)
Croatia,296 (155 -- 681),Decreasing,0.73 (0.6 -- 0.89),-0.39 (-0.63 -- -0.15),-1.8 (-4.7 -- -1.1)
Cyprus,1359 (640 -- 4163),Decreasing,0.69 (0.54 -- 0.91),-0.46 (-0.76 -- -0.12),-1.5 (-5.7 -- -0.91)
Estonia,351 (193 -- 679),Decreasing,0.85 (0.73 -- 0.96),-0.21 (-0.39 -- -0.051),-3.3 (-14 -- -1.8)
Greece,10524 (6100 -- 19732),Likely decreasing,0.88 (0.76 -- 1.1),-0.17 (-0.35 -- 0.098),-4.2 (7.1 -- -2)
Hungary,182 (74 -- 538),Likely decreasing,0.76 (0.59 -- 1),-0.34 (-0.65 -- 0.027),-2 (26 -- -1.1)
Iceland,37 (11 -- 112),Likely decreasing,0.88 (0.65 -- 1.1),-0.17 (-0.53 -- 0.086),-4.1 (8.1 -- -1.3)
Ireland,1641 (996 -- 3061),Likely decreasing,0.89 (0.78 -- 1.1),-0.14 (-0.3 -- 0.092),-4.9 (7.6 -- -2.3)
Liechtenstein,3 (0 -- 24),Likely decreasing,0.91 (0.54 -- 1.2),-0.12 (-0.75 -- 0.23),-5.6 (3 -- -0.92)
Lithuania,1707 (918 -- 3741),Decreasing,0.82 (0.69 -- 0.95),-0.25 (-0.46 -- -0.072),-2.8 (-9.6 -- -1.5)
Luxembourg,144 (69 -- 342),Decreasing,0.77 (0.62 -- 0.92),-0.33 (-0.58 -- -0.11),-2.1 (-6.3 -- -1.2)
Malta,40 (10 -- 177),Decreasing,0.74 (0.52 -- 0.96),-0.38 (-0.79 -- -0.05),-1.8 (-14 -- -0.87)
Norway,654 (379 -- 1269),Likely decreasing,0.87 (0.76 -- 1),-0.18 (-0.35 -- 0.03),-3.9 (23 -- -2)
Poland,1788 (1105 -- 3069),Decreasing,0.75 (0.65 -- 0.88),-0.36 (-0.54 -- -0.16),-1.9 (-4.4 -- -1.3)
Portugal,697 (394 -- 1382),Decreasing,0.86 (0.74 -- 1),-0.2 (-0.37 -- -0.00062),-3.5 (-1100 -- -1.9)
Romania,2957 (1843 -- 5269),Likely decreasing,0.84 (0.74 -- 1),-0.22 (-0.38 -- 0.016),-3.1 (42 -- -1.8)
Slovenia,129 (59 -- 305),Decreasing,0.77 (0.63 -- 0.94),-0.32 (-0.57 -- -0.077),-2.2 (-9 -- -1.2)
Sweden,835 (546 -- 1404),Decreasing,0.84 (0.77 -- 0.94),-0.22 (-0.33 -- -0.078),-3.2 (-8.9 -- -2.1)
