region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Netherlands,3498 (1884 -- 7099),3498,3862,1760,1884,2692,3183,3867,4563,7099,New confirmed cases by infection date,Increasing,0.047
Luxembourg,3203 (1579 -- 6966),3203,3635,1765,1579,2389,2859,3599,4484,6966,New confirmed cases by infection date,Increasing,0.0035
Poland,3062 (1383 -- 7521),3062,3633,2381,1383,2225,2692,3513,4343,7521,New confirmed cases by infection date,Likely increasing,0.14
Hungary,2978 (1408 -- 6280),2978,3302,1598,1408,2226,2672,3336,3999,6280,New confirmed cases by infection date,Increasing,0.0025
Lithuania,2788 (1259 -- 6324),2788,3189,1773,1259,1987,2448,3171,3956,6324,New confirmed cases by infection date,Likely increasing,0.084
Denmark,1492 (713 -- 3575),1492,1743,1050,713,1088,1313,1709,2055,3575,New confirmed cases by infection date,Stable,0.57
Iceland,1065 (372 -- 3743),1065,1417,1208,372,676,897,1267,1754,3743,New confirmed cases by infection date,Likely increasing,0.082
Slovenia,786 (353 -- 2097),786,953,642,353,552,694,898,1132,2097,New confirmed cases by infection date,Likely increasing,0.1
Slovakia,607 (294 -- 1648),607,765,550,294,445,539,703,912,1648,New confirmed cases by infection date,Likely increasing,0.22
Estonia,411 (169 -- 1392),411,554,451,169,281,360,482,680,1392,New confirmed cases by infection date,Likely decreasing,0.68
Latvia,407 (197 -- 1018),407,483,275,197,292,362,460,602,1018,New confirmed cases by infection date,Stable,0.51
Croatia,1.7 (1.4 -- 2),1.7,1.7,0.2,1.4,1.6,1.7,1.8,1.9,2,Effective reproduction no.,Increasing,0
Romania,1.7 (1.4 -- 1.8),1.7,1.7,0.12,1.4,1.6,1.6,1.7,1.7,1.8,Effective reproduction no.,Increasing,5e-04
Belgium,1.6 (1.3 -- 1.9),1.6,1.6,0.19,1.3,1.5,1.5,1.6,1.7,1.9,Effective reproduction no.,Increasing,0
Hungary,1.5 (1.1 -- 1.9),1.5,1.5,0.26,1.1,1.3,1.4,1.5,1.7,1.9,Effective reproduction no.,Increasing,0.0025
Czechia,1.4 (1.1 -- 1.9),1.4,1.4,0.25,1.1,1.2,1.3,1.5,1.6,1.9,Effective reproduction no.,Increasing,0.0095
Greece,1.3 (1.1 -- 1.4),1.3,1.3,0.1,1.1,1.2,1.2,1.3,1.3,1.4,Effective reproduction no.,Increasing,0.004
Ireland,1.3 (1.1 -- 1.5),1.3,1.3,0.14,1.1,1.2,1.2,1.3,1.4,1.5,Effective reproduction no.,Increasing,0.016
Luxembourg,1.3 (1.1 -- 1.5),1.3,1.3,0.12,1.1,1.2,1.3,1.3,1.4,1.5,Effective reproduction no.,Increasing,0.0035
Norway,1.3 (1.1 -- 1.6),1.3,1.3,0.14,1.1,1.3,1.3,1.4,1.4,1.6,Effective reproduction no.,Increasing,0.007
Portugal,1.3 (1.2 -- 1.4),1.3,1.3,0.075,1.2,1.3,1.3,1.3,1.3,1.4,Effective reproduction no.,Increasing,0
Sweden,1.3 (1 -- 1.5),1.3,1.3,0.18,1,1.1,1.2,1.3,1.4,1.5,Effective reproduction no.,Likely increasing,0.052
Cyprus,1.2 (1 -- 1.5),1.2,1.3,0.17,1,1.1,1.2,1.3,1.3,1.5,Effective reproduction no.,Increasing,0.042
Iceland,1.2 (0.97 -- 1.6),1.2,1.2,0.18,0.97,1.1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.082
Lithuania,1.2 (0.97 -- 1.5),1.2,1.2,0.17,0.97,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.084
Netherlands,1.2 (1 -- 1.4),1.2,1.2,0.13,1,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing,0.047
Bulgaria,1.1 (0.94 -- 1.5),1.1,1.2,0.17,0.94,1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.19
Finland,1.1 (0.9 -- 1.4),1.1,1.1,0.17,0.9,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.21
Malta,1.1 (1 -- 1.3),1.1,1.1,0.07,1,1.1,1.1,1.1,1.2,1.3,Effective reproduction no.,Increasing,0.022
Poland,1.1 (0.95 -- 1.4),1.1,1.1,0.16,0.95,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.14
Slovakia,1.1 (0.92 -- 1.4),1.1,1.1,0.16,0.92,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.22
Slovenia,1.1 (0.96 -- 1.6),1.1,1.2,0.19,0.96,1.1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.1
Germany,1 (0.85 -- 1.2),1,1,0.11,0.85,0.93,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.51
Latvia,1 (0.91 -- 1.2),1,1,0.082,0.91,0.97,0.99,1,1,1.2,Effective reproduction no.,Stable,0.51
Spain,1 (0.85 -- 1.2),1,1,0.11,0.85,0.94,0.98,1,1.1,1.2,Effective reproduction no.,Stable,0.48
Denmark,0.98 (0.81 -- 1.2),0.98,0.99,0.11,0.81,0.92,0.96,1,1.1,1.2,Effective reproduction no.,Stable,0.57
Estonia,0.95 (0.8 -- 1.2),0.95,0.97,0.13,0.8,0.89,0.93,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.68
Italy,0.93 (0.77 -- 1.1),0.93,0.93,0.089,0.77,0.88,0.91,0.95,0.98,1.1,Effective reproduction no.,Likely decreasing,0.84
