region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Italy,543526 (202059 -- 1558920),543526,643140,494624,202059,359506,460390,587268,740866,1558920,New confirmed cases by infection date,Likely increasing,0.14
Greece,300412 (146851 -- 680259),300412,341699,178038,146851,223122,265667,335913,414713,680259,New confirmed cases by infection date,Likely increasing,0.25
Romania,230329 (122469 -- 480066),230329,257482,118739,122469,177547,209823,254105,306020,480066,New confirmed cases by infection date,Increasing,0
Belgium,141878 (53484 -- 370384),141878,167627,107928,53484,101968,125893,159213,204284,370384,New confirmed cases by infection date,Increasing,0.004
Portugal,116478 (46540 -- 261089),116478,130356,67046,46540,85372,103064,132197,159364,261089,New confirmed cases by infection date,Increasing,0.0045
Croatia,48793 (24757 -- 109588),48793,55804,29831,24757,36521,44194,54183,65149,109588,New confirmed cases by infection date,Increasing,0
Ireland,47111 (13033 -- 136645),47111,58235,40259,13033,29615,40120,56123,74771,136645,New confirmed cases by infection date,Likely increasing,0.22
Cyprus,45598 (19835 -- 122528),45598,55001,34023,19835,31915,39940,52780,66603,122528,New confirmed cases by infection date,Likely increasing,0.12
Czechia,29672 (14506 -- 69769),29672,34189,18084,14506,21818,26229,33487,41642,69769,New confirmed cases by infection date,Increasing,5e-04
Norway,15918 (7253 -- 36280),15918,18253,10400,7253,11615,14213,17904,21752,36280,New confirmed cases by infection date,Increasing,0.013
Hungary,15834 (6312 -- 42435),15834,19229,12354,6312,11042,13797,18467,24114,42435,New confirmed cases by infection date,Increasing,0
Sweden,14776 (7723 -- 29387),14776,16185,7002,7723,11659,13559,16277,19445,29387,New confirmed cases by infection date,Increasing,0.007
Denmark,14322 (5197 -- 39308),14322,17351,12115,5197,9712,12437,16499,21346,39308,New confirmed cases by infection date,Increasing,0.0085
Poland,10731 (4835 -- 26921),10731,12631,7504,4835,7837,9567,12185,15209,26921,New confirmed cases by infection date,Increasing,0.003
Finland,9047 (5004 -- 18092),9047,10370,6711,5004,6879,8175,10056,11916,18092,New confirmed cases by infection date,Increasing,0.015
Bulgaria,8464 (4676 -- 16641),8464,9303,4076,4676,6512,7624,9401,11139,16641,New confirmed cases by infection date,Increasing,0.008
Netherlands,8173 (4059 -- 18644),8173,9310,5145,4059,5933,7321,9129,11169,18644,New confirmed cases by infection date,Increasing,0.012
Luxembourg,8006 (3417 -- 20669),8006,9362,5599,3417,5743,6990,9116,11202,20669,New confirmed cases by infection date,Increasing,0.004
