Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,141878 (53484 -- 370384),Increasing,1.5 (1.3 -- 1.8),0.54 (0.3 -- 0.79),1.3 (0.87 -- 2.3)
Bulgaria,8464 (4676 -- 16641),Increasing,1.3 (1.1 -- 1.5),0.31 (0.09 -- 0.49),2.2 (1.4 -- 7.7)
Croatia,48793 (24757 -- 109588),Increasing,1.8 (1.5 -- 2),0.74 (0.51 -- 0.95),0.94 (0.73 -- 1.4)
Cyprus,45598 (19835 -- 122528),Likely increasing,1.1 (0.95 -- 1.3),0.13 (-0.062 -- 0.31),5.3 (2.2 -- -11)
Czechia,29672 (14506 -- 69769),Increasing,1.6 (1.3 -- 1.8),0.6 (0.39 -- 0.81),1.2 (0.85 -- 1.8)
Denmark,14322 (5197 -- 39308),Increasing,1.3 (1.1 -- 1.6),0.35 (0.1 -- 0.61),2 (1.1 -- 6.7)
Estonia,1077 (383 -- 3662),Likely increasing,1.1 (0.93 -- 1.5),0.15 (-0.096 -- 0.51),4.7 (1.4 -- -7.2)
Finland,9047 (5004 -- 18092),Increasing,1.2 (1.1 -- 1.3),0.2 (0.065 -- 0.33),3.5 (2.1 -- 11)
Greece,300412 (146851 -- 680259),Likely increasing,1.1 (0.94 -- 1.2),0.086 (-0.083 -- 0.28),8.1 (2.5 -- -8.3)
Hungary,15834 (6312 -- 42435),Increasing,1.7 (1.4 -- 2),0.67 (0.4 -- 0.94),1 (0.74 -- 1.7)
Iceland,1686 (556 -- 5920),Likely increasing,1.1 (0.93 -- 1.4),0.15 (-0.1 -- 0.44),4.5 (1.6 -- -7)
Ireland,47111 (13033 -- 136645),Likely increasing,1.1 (0.81 -- 1.4),0.16 (-0.26 -- 0.41),4.3 (1.7 -- -2.7)
Italy,543526 (202059 -- 1558920),Likely increasing,1.1 (0.92 -- 1.4),0.14 (-0.1 -- 0.42),4.9 (1.7 -- -7)
Latvia,1391 (541 -- 3988),Increasing,1.2 (1 -- 1.6),0.24 (0.038 -- 0.64),2.8 (1.1 -- 18)
Lithuania,6807 (2544 -- 17086),Increasing,1.3 (1 -- 1.7),0.34 (0.057 -- 0.69),2 (1 -- 12)
Luxembourg,8006 (3417 -- 20669),Increasing,1.3 (1.1 -- 1.5),0.37 (0.17 -- 0.57),1.9 (1.2 -- 4.1)
Malta,3806 (1731 -- 10754),Likely increasing,1 (0.85 -- 1.2),0.033 (-0.2 -- 0.19),21 (3.6 -- -3.5)
Netherlands,8173 (4059 -- 18644),Increasing,1.2 (1.1 -- 1.5),0.27 (0.089 -- 0.5),2.6 (1.4 -- 7.7)
Norway,15918 (7253 -- 36280),Increasing,1.2 (1.1 -- 1.4),0.27 (0.094 -- 0.47),2.5 (1.5 -- 7.4)
Poland,10731 (4835 -- 26921),Increasing,1.4 (1.1 -- 1.7),0.41 (0.14 -- 0.73),1.7 (0.95 -- 4.8)
Portugal,116478 (46540 -- 261089),Increasing,1.3 (1.1 -- 1.4),0.3 (0.083 -- 0.46),2.3 (1.5 -- 8.4)
Romania,230329 (122469 -- 480066),Increasing,1.6 (1.5 -- 1.8),0.65 (0.51 -- 0.8),1.1 (0.86 -- 1.4)
Slovakia,3114 (1237 -- 8888),Increasing,1.4 (1.1 -- 1.8),0.46 (0.14 -- 0.81),1.5 (0.85 -- 5.1)
Slovenia,2447 (955 -- 6524),Increasing,1.4 (1.1 -- 1.8),0.4 (0.1 -- 0.74),1.7 (0.94 -- 6.6)
Sweden,14776 (7723 -- 29387),Increasing,1.3 (1.1 -- 1.5),0.31 (0.11 -- 0.52),2.2 (1.3 -- 6.4)
