Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,1149 (515 -- 2979),Increasing,1.3 (1.1 -- 1.7),0.33 (0.075 -- 0.69),2.1 (1 -- 9.2)
Belgium,36769 (19825 -- 70379),Increasing,1.2 (1 -- 1.4),0.18 (0.0016 -- 0.39),3.9 (1.8 -- 440)
Bulgaria,27388 (9908 -- 76407),Likely increasing,1.1 (0.9 -- 1.2),0.085 (-0.13 -- 0.28),8.1 (2.5 -- -5.2)
Croatia,116487 (48149 -- 317328),Likely increasing,1.1 (0.9 -- 1.3),0.12 (-0.13 -- 0.32),5.8 (2.2 -- -5.2)
Cyprus,2394 (1058 -- 6941),Likely decreasing,0.89 (0.72 -- 1.1),-0.15 (-0.41 -- 0.085),-4.7 (8.1 -- -1.7)
Czechia,564274 (242929 -- 1316340),Increasing,1.4 (1.2 -- 1.5),0.41 (0.26 -- 0.57),1.7 (1.2 -- 2.7)
Denmark,9589 (4652 -- 20373),Likely increasing,1.1 (0.88 -- 1.3),0.067 (-0.16 -- 0.29),10 (2.4 -- -4.3)
France,35096 (20150 -- 66271),Increasing,1.2 (1.1 -- 1.4),0.28 (0.066 -- 0.47),2.5 (1.5 -- 10)
Greece,83202 (51652 -- 147854),Likely increasing,1 (0.95 -- 1.2),0.061 (-0.061 -- 0.19),11 (3.6 -- -11)
Hungary,41880 (16809 -- 113572),Increasing,1.4 (1.2 -- 1.7),0.44 (0.21 -- 0.71),1.6 (0.97 -- 3.3)
Iceland,340 (141 -- 894),Likely decreasing,0.87 (0.65 -- 1),-0.17 (-0.52 -- 0.034),-4 (20 -- -1.3)
Ireland,6877 (4439 -- 12146),Likely decreasing,0.97 (0.89 -- 1.1),-0.038 (-0.14 -- 0.095),-18 (7.3 -- -4.8)
Liechtenstein,23 (6 -- 105),Likely increasing,1.1 (0.88 -- 1.6),0.13 (-0.16 -- 0.59),5.5 (1.2 -- -4.2)
Lithuania,163387 (55737 -- 472344),Likely increasing,1.1 (0.9 -- 1.4),0.16 (-0.13 -- 0.42),4.3 (1.7 -- -5.4)
Luxembourg,3587 (1840 -- 7415),Likely increasing,1.1 (0.94 -- 1.4),0.11 (-0.082 -- 0.4),6.1 (1.7 -- -8.5)
Malta,136 (65 -- 302),Decreasing,0.78 (0.64 -- 0.9),-0.31 (-0.56 -- -0.12),-2.2 (-5.5 -- -1.2)
Norway,22528 (11667 -- 49833),Likely decreasing,0.94 (0.8 -- 1.1),-0.078 (-0.27 -- 0.084),-8.9 (8.3 -- -2.5)
Poland,519721 (161663 -- 1581300),Likely increasing,1.1 (0.73 -- 1.3),0.12 (-0.4 -- 0.38),5.6 (1.8 -- -1.8)
Portugal,4915 (2837 -- 9626),Likely decreasing,0.92 (0.81 -- 1.1),-0.11 (-0.26 -- 0.092),-6.4 (7.5 -- -2.6)
Romania,5290 (2377 -- 15330),Decreasing,0.58 (0.45 -- 0.77),-0.67 (-0.96 -- -0.32),-1 (-2.2 -- -0.72)
Slovakia,61470 (22979 -- 156274),Increasing,1.4 (1.2 -- 1.6),0.45 (0.27 -- 0.65),1.5 (1.1 -- 2.5)
Sweden,17688 (9373 -- 36888),Likely decreasing,0.92 (0.82 -- 1),-0.1 (-0.25 -- 0.05),-6.9 (14 -- -2.8)
