region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Czechia,564274 (242929 -- 1316340),564274,644819,365707,242929,395783,487668,648414,797904,1316340,New confirmed cases by infection date,Increasing,0.001
Poland,519721 (161663 -- 1581300),519721,655450,536046,161663,321598,432758,617287,814359,1581300,New confirmed cases by infection date,Likely increasing,0.29
Lithuania,163387 (55737 -- 472344),163387,201995,151700,55737,106166,138447,192208,251529,472344,New confirmed cases by infection date,Likely increasing,0.14
Croatia,116487 (48149 -- 317328),116487,141413,94628,48149,79398,99982,137978,176109,317328,New confirmed cases by infection date,Likely increasing,0.19
Greece,83202 (51652 -- 147854),83202,89085,30723,51652,67799,76841,89834,104083,147854,New confirmed cases by infection date,Likely increasing,0.21
Slovakia,61470 (22979 -- 156274),61470,72747,47543,22979,42305,53582,70344,91266,156274,New confirmed cases by infection date,Increasing,5e-04
Hungary,41880 (16809 -- 113572),41880,50549,32620,16809,29132,37132,48019,62703,113572,New confirmed cases by infection date,Increasing,0.004
Belgium,36769 (19825 -- 70379),36769,40436,20671,19825,28467,33454,41082,48454,70379,New confirmed cases by infection date,Increasing,0.048
France,35096 (20150 -- 66271),35096,38219,15987,20150,27763,32326,38315,44336,66271,New confirmed cases by infection date,Increasing,0.012
Bulgaria,27388 (9908 -- 76407),27388,33351,22383,9908,17905,23177,31830,42422,76407,New confirmed cases by infection date,Likely increasing,0.23
Norway,22528 (11667 -- 49833),22528,25655,12623,11667,16971,20114,25427,31151,49833,New confirmed cases by infection date,Likely decreasing,0.75
Sweden,17688 (9373 -- 36888),17688,19575,8976,9373,13513,16130,19649,23098,36888,New confirmed cases by infection date,Likely decreasing,0.85
Denmark,9589 (4652 -- 20373),9589,10835,6052,4652,7116,8576,10664,12816,20373,New confirmed cases by infection date,Likely increasing,0.29
Ireland,6877 (4439 -- 12146),6877,7471,2819,4439,5605,6353,7401,8587,12146,New confirmed cases by infection date,Likely decreasing,0.71
Romania,5290 (2377 -- 15330),5290,6943,10069,2377,3757,4652,6011,7764,15330,New confirmed cases by infection date,Decreasing,1
Portugal,4915 (2837 -- 9626),4915,5387,2196,2837,3894,4491,5419,6360,9626,New confirmed cases by infection date,Likely decreasing,0.85
Luxembourg,3587 (1840 -- 7415),3587,4003,1874,1840,2746,3279,4020,4790,7415,New confirmed cases by infection date,Likely increasing,0.19
Cyprus,2394 (1058 -- 6941),2394,3018,2297,1058,1721,2086,2758,3605,6941,New confirmed cases by infection date,Likely decreasing,0.89
Austria,1149 (515 -- 2979),1149,1372,833,515,827,1020,1330,1672,2979,New confirmed cases by infection date,Increasing,0.014
Iceland,340 (141 -- 894),340,405,257,141,238,295,390,492,894,New confirmed cases by infection date,Likely decreasing,0.91
Malta,136 (65 -- 302),136,154,86,65,101,123,151,184,302,New confirmed cases by infection date,Decreasing,0.99
Liechtenstein,23 (6 -- 105),23,37,62,6,13,18,28,42,105,New confirmed cases by infection date,Likely increasing,0.23
Czechia,1.4 (1.2 -- 1.5),1.4,1.4,0.097,1.2,1.3,1.4,1.4,1.4,1.5,Effective reproduction no.,Increasing,0.001
Hungary,1.4 (1.2 -- 1.7),1.4,1.4,0.18,1.2,1.3,1.4,1.4,1.5,1.7,Effective reproduction no.,Increasing,0.004
Slovakia,1.4 (1.2 -- 1.6),1.4,1.4,0.13,1.2,1.3,1.4,1.4,1.5,1.6,Effective reproduction no.,Increasing,5e-04
Austria,1.3 (1.1 -- 1.7),1.3,1.3,0.2,1.1,1.2,1.2,1.3,1.4,1.7,Effective reproduction no.,Increasing,0.014
Belgium,1.2 (1 -- 1.4),1.2,1.2,0.11,1,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Increasing,0.048
France,1.2 (1.1 -- 1.4),1.2,1.2,0.12,1.1,1.2,1.2,1.3,1.3,1.4,Effective reproduction no.,Increasing,0.012
Bulgaria,1.1 (0.9 -- 1.2),1.1,1.1,0.11,0.9,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.23
Croatia,1.1 (0.9 -- 1.3),1.1,1.1,0.12,0.9,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.19
Denmark,1.1 (0.88 -- 1.3),1.1,1.1,0.12,0.88,0.99,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.29
Liechtenstein,1.1 (0.88 -- 1.6),1.1,1.1,0.22,0.88,1,1.1,1.1,1.2,1.6,Effective reproduction no.,Likely increasing,0.23
Lithuania,1.1 (0.9 -- 1.4),1.1,1.1,0.14,0.9,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.14
Luxembourg,1.1 (0.94 -- 1.4),1.1,1.1,0.14,0.94,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.19
Poland,1.1 (0.73 -- 1.3),1.1,1.1,0.18,0.73,0.98,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.29
Greece,1 (0.95 -- 1.2),1,1.1,0.067,0.95,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.21
Ireland,0.97 (0.89 -- 1.1),0.97,0.98,0.058,0.89,0.94,0.96,0.98,1,1.1,Effective reproduction no.,Likely decreasing,0.71
Norway,0.94 (0.8 -- 1.1),0.94,0.94,0.082,0.8,0.88,0.92,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.75
Portugal,0.92 (0.81 -- 1.1),0.92,0.93,0.081,0.81,0.88,0.9,0.93,0.96,1.1,Effective reproduction no.,Likely decreasing,0.85
Sweden,0.92 (0.82 -- 1),0.92,0.93,0.071,0.82,0.88,0.91,0.94,0.98,1,Effective reproduction no.,Likely decreasing,0.85
Cyprus,0.89 (0.72 -- 1.1),0.89,0.89,0.11,0.72,0.82,0.87,0.91,0.95,1.1,Effective reproduction no.,Likely decreasing,0.89
Iceland,0.87 (0.65 -- 1),0.87,0.86,0.12,0.65,0.78,0.84,0.9,0.94,1,Effective reproduction no.,Likely decreasing,0.91
Malta,0.78 (0.64 -- 0.9),0.78,0.77,0.084,0.64,0.72,0.76,0.79,0.83,0.9,Effective reproduction no.,Decreasing,0.99
Romania,0.58 (0.45 -- 0.77),0.58,0.59,0.1,0.45,0.52,0.56,0.6,0.65,0.77,Effective reproduction no.,Decreasing,1
