region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,353293 (151916 -- 840933),353293,404499,222482,151916,248836,312173,400672,495673,840933,New confirmed cases by infection date,Increasing,5e-04
Italy,245235 (124934 -- 549686),245235,287009,185821,124934,187542,222423,275145,333725,549686,New confirmed cases by infection date,Decreasing,0.97
Czechia,234155 (99209 -- 571908),234155,270842,152882,99209,163869,206262,267569,339314,571908,New confirmed cases by infection date,Increasing,0.044
Greece,181053 (97721 -- 393889),181053,205351,99499,97721,135366,161446,203362,245832,393889,New confirmed cases by infection date,Likely decreasing,0.93
Sweden,114922 (57469 -- 242437),114922,128578,61570,57469,86710,104414,127572,156369,242437,New confirmed cases by infection date,Increasing,0.0025
Bulgaria,58506 (19864 -- 178283),58506,73481,58199,19864,38483,49427,67681,91190,178283,New confirmed cases by infection date,Stable,0.5
Lithuania,45305 (17544 -- 146313),45305,58115,42635,17544,30278,38900,53726,72099,146313,New confirmed cases by infection date,Likely increasing,0.11
Norway,38862 (21174 -- 85123),38862,45313,28164,21174,29379,34965,43212,52523,85123,New confirmed cases by infection date,Increasing,0
Croatia,34463 (21458 -- 63133),34463,37706,14666,21458,27435,31404,38368,44495,63133,New confirmed cases by infection date,Likely decreasing,0.86
Hungary,27168 (13236 -- 66561),27168,31959,18576,13236,20288,24022,30481,38507,66561,New confirmed cases by infection date,Likely increasing,0.28
Cyprus,25787 (13316 -- 56977),25787,29714,16627,13316,19667,23146,28566,34969,56977,New confirmed cases by infection date,Stable,0.54
Slovenia,23687 (8706 -- 65000),23687,28560,20013,8706,15587,20156,27050,34866,65000,New confirmed cases by infection date,Likely increasing,0.13
Belgium,22089 (14235 -- 43004),22089,24343,9666,14235,18327,20548,23668,27131,43004,New confirmed cases by infection date,Decreasing,0.96
Slovakia,19425 (8645 -- 49043),19425,23201,14647,8645,13840,17067,22522,27796,49043,New confirmed cases by infection date,Likely increasing,0.35
Romania,16774 (8541 -- 39283),16774,19274,10923,8541,12591,14965,18546,23085,39283,New confirmed cases by infection date,Decreasing,1
Estonia,15587 (7431 -- 35652),15587,17954,9618,7431,11829,14044,17570,21448,35652,New confirmed cases by infection date,Increasing,0.0015
Finland,10164 (5209 -- 21915),10164,11327,5357,5209,7620,9176,11238,13690,21915,New confirmed cases by infection date,Stable,0.49
Ireland,7623 (4892 -- 13796),7623,8235,2956,4892,6299,7076,8237,9437,13796,New confirmed cases by infection date,Likely decreasing,0.87
Portugal,7364 (4388 -- 13380),7364,7907,3001,4388,5858,6693,8044,9361,13380,New confirmed cases by infection date,Decreasing,0.95
Netherlands,6799 (3184 -- 15062),6799,7689,3954,3184,5178,6165,7602,9065,15062,New confirmed cases by infection date,Stable,0.58
Luxembourg,4760 (2495 -- 11282),4760,5681,3749,2495,3658,4284,5394,6530,11282,New confirmed cases by infection date,Likely decreasing,0.84
Latvia,4155 (2081 -- 8309),4155,4610,2271,2081,3129,3686,4626,5626,8309,New confirmed cases by infection date,Increasing,0.022
Iceland,940 (539 -- 1694),940,999,371,539,736,860,1027,1171,1694,New confirmed cases by infection date,Likely increasing,0.32
Malta,196 (98 -- 415),196,221,119,98,148,178,219,261,415,New confirmed cases by infection date,Decreasing,1
Estonia,1.4 (1.2 -- 1.7),1.4,1.4,0.15,1.2,1.3,1.4,1.4,1.5,1.7,Effective reproduction no.,Increasing,0.0015
Sweden,1.4 (1.2 -- 1.6),1.4,1.4,0.13,1.2,1.3,1.3,1.4,1.4,1.6,Effective reproduction no.,Increasing,0.0025
Norway,1.3 (1.2 -- 1.4),1.3,1.3,0.084,1.2,1.2,1.3,1.3,1.3,1.4,Effective reproduction no.,Increasing,0
Poland,1.3 (1.2 -- 1.6),1.3,1.4,0.11,1.2,1.3,1.3,1.4,1.4,1.6,Effective reproduction no.,Increasing,5e-04
Latvia,1.2 (1 -- 1.4),1.2,1.2,0.14,1,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing,0.022
Czechia,1.1 (1 -- 1.3),1.1,1.2,0.092,1,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.044
Lithuania,1.1 (0.95 -- 1.5),1.1,1.2,0.17,0.95,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.11
Slovenia,1.1 (0.94 -- 1.3),1.1,1.1,0.11,0.94,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.13
Bulgaria,1 (0.75 -- 1.2),1,0.99,0.14,0.75,0.91,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.5
Finland,1 (0.83 -- 1.2),1,1,0.11,0.83,0.93,0.98,1,1.1,1.2,Effective reproduction no.,Stable,0.49
Hungary,1 (0.93 -- 1.2),1,1,0.073,0.93,0.99,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.28
Iceland,1 (0.93 -- 1.2),1,1,0.068,0.93,0.99,1,1,1.1,1.2,Effective reproduction no.,Likely increasing,0.32
Slovakia,1 (0.84 -- 1.2),1,1,0.11,0.84,0.96,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.35
Cyprus,0.99 (0.83 -- 1.2),0.99,1,0.11,0.83,0.93,0.96,1,1.1,1.2,Effective reproduction no.,Stable,0.54
Netherlands,0.98 (0.8 -- 1.1),0.98,0.98,0.11,0.8,0.92,0.96,1,1,1.1,Effective reproduction no.,Stable,0.58
Croatia,0.96 (0.87 -- 1),0.96,0.95,0.05,0.87,0.93,0.94,0.97,0.98,1,Effective reproduction no.,Likely decreasing,0.86
Ireland,0.95 (0.88 -- 1),0.95,0.95,0.046,0.88,0.93,0.94,0.96,0.97,1,Effective reproduction no.,Likely decreasing,0.87
Belgium,0.93 (0.89 -- 0.99),0.93,0.94,0.034,0.89,0.92,0.93,0.94,0.95,0.99,Effective reproduction no.,Decreasing,0.96
Luxembourg,0.91 (0.76 -- 1.1),0.91,0.91,0.096,0.76,0.85,0.89,0.93,0.97,1.1,Effective reproduction no.,Likely decreasing,0.84
Greece,0.88 (0.77 -- 1),0.88,0.89,0.074,0.77,0.84,0.86,0.9,0.93,1,Effective reproduction no.,Likely decreasing,0.93
Italy,0.84 (0.69 -- 0.98),0.84,0.84,0.087,0.69,0.78,0.82,0.86,0.89,0.98,Effective reproduction no.,Decreasing,0.97
Portugal,0.83 (0.71 -- 1),0.83,0.83,0.084,0.71,0.79,0.81,0.84,0.87,1,Effective reproduction no.,Decreasing,0.95
Malta,0.72 (0.59 -- 0.88),0.72,0.73,0.087,0.59,0.67,0.7,0.74,0.78,0.88,Effective reproduction no.,Decreasing,1
Romania,0.62 (0.52 -- 0.77),0.62,0.63,0.08,0.52,0.58,0.61,0.64,0.68,0.77,Effective reproduction no.,Decreasing,1
