Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,22089 (14235 -- 43004),Decreasing,0.93 (0.89 -- 0.99),-0.089 (-0.14 -- -0.007),-7.8 (-99 -- -4.8)
Bulgaria,58506 (19864 -- 178283),Stable,1 (0.75 -- 1.2),-0.0012 (-0.36 -- 0.23),-580 (3 -- -1.9)
Croatia,34463 (21458 -- 63133),Likely decreasing,0.96 (0.87 -- 1),-0.058 (-0.18 -- 0.044),-12 (16 -- -3.9)
Cyprus,25787 (13316 -- 56977),Stable,0.99 (0.83 -- 1.2),-0.013 (-0.23 -- 0.21),-52 (3.2 -- -3)
Czechia,234155 (99209 -- 571908),Increasing,1.1 (1 -- 1.3),0.18 (0.0099 -- 0.35),3.9 (2 -- 70)
Estonia,15587 (7431 -- 35652),Increasing,1.4 (1.2 -- 1.7),0.45 (0.23 -- 0.7),1.5 (0.99 -- 3)
Finland,10164 (5209 -- 21915),Stable,1 (0.83 -- 1.2),0.0022 (-0.23 -- 0.23),320 (3 -- -3)
Greece,181053 (97721 -- 393889),Likely decreasing,0.88 (0.77 -- 1),-0.16 (-0.32 -- 0.015),-4.2 (46 -- -2.2)
Hungary,27168 (13236 -- 66561),Likely increasing,1 (0.93 -- 1.2),0.045 (-0.098 -- 0.19),15 (3.7 -- -7.1)
Iceland,940 (539 -- 1694),Likely increasing,1 (0.93 -- 1.2),0.03 (-0.088 -- 0.18),23 (3.8 -- -7.9)
Ireland,7623 (4892 -- 13796),Likely decreasing,0.95 (0.88 -- 1),-0.063 (-0.15 -- 0.038),-11 (18 -- -4.5)
Italy,245235 (124934 -- 549686),Decreasing,0.84 (0.69 -- 0.98),-0.22 (-0.46 -- -0.03),-3.2 (-23 -- -1.5)
Latvia,4155 (2081 -- 8309),Increasing,1.2 (1 -- 1.4),0.22 (0.038 -- 0.48),3.2 (1.4 -- 18)
Lithuania,45305 (17544 -- 146313),Likely increasing,1.1 (0.95 -- 1.5),0.17 (-0.067 -- 0.5),4.1 (1.4 -- -10)
Luxembourg,4760 (2495 -- 11282),Likely decreasing,0.91 (0.76 -- 1.1),-0.12 (-0.35 -- 0.08),-6 (8.7 -- -2)
Malta,196 (98 -- 415),Decreasing,0.72 (0.59 -- 0.88),-0.4 (-0.65 -- -0.16),-1.7 (-4.3 -- -1.1)
Netherlands,6799 (3184 -- 15062),Stable,0.98 (0.8 -- 1.1),-0.023 (-0.27 -- 0.17),-30 (4 -- -2.5)
Norway,38862 (21174 -- 85123),Increasing,1.3 (1.2 -- 1.4),0.33 (0.2 -- 0.48),2.1 (1.5 -- 3.5)
Poland,353293 (151916 -- 840933),Increasing,1.3 (1.2 -- 1.6),0.38 (0.22 -- 0.58),1.8 (1.2 -- 3.1)
Portugal,7364 (4388 -- 13380),Decreasing,0.83 (0.71 -- 1),-0.24 (-0.43 -- 0.0059),-2.9 (120 -- -1.6)
Romania,16774 (8541 -- 39283),Decreasing,0.62 (0.52 -- 0.77),-0.58 (-0.79 -- -0.32),-1.2 (-2.2 -- -0.88)
Slovakia,19425 (8645 -- 49043),Likely increasing,1 (0.84 -- 1.2),0.052 (-0.21 -- 0.24),13 (2.9 -- -3.2)
Slovenia,23687 (8706 -- 65000),Likely increasing,1.1 (0.94 -- 1.3),0.13 (-0.082 -- 0.33),5.5 (2.1 -- -8.5)
Sweden,114922 (57469 -- 242437),Increasing,1.4 (1.2 -- 1.6),0.41 (0.2 -- 0.62),1.7 (1.1 -- 3.4)
