region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Portugal,32573 (15441 -- 74464),32573,37141,19719,15441,23855,29047,36421,45102,74464,New confirmed cases by infection date,Increasing,0
Greece,19053 (8747 -- 44774),19053,21770,12210,8747,13859,16875,21372,26121,44774,New confirmed cases by infection date,Likely increasing,0.37
Ireland,9786 (5307 -- 20002),9786,10908,4767,5307,7611,8910,10796,13089,20002,New confirmed cases by infection date,Increasing,0.005
Romania,2243 (1132 -- 4791),2243,2504,1165,1132,1678,2004,2539,3048,4791,New confirmed cases by infection date,Stable,0.4
Sweden,2207 (1246 -- 4443),2207,2467,1433,1246,1741,2016,2431,2853,4443,New confirmed cases by infection date,Likely increasing,0.17
Poland,1835 (989 -- 4065),1835,2091,1128,989,1402,1663,2056,2449,4065,New confirmed cases by infection date,Stable,0.55
Malta,1176 (349 -- 3982),1176,1576,1547,349,733,971,1401,1894,3982,New confirmed cases by infection date,Increasing,0.003
Lithuania,1134 (654 -- 2199),1134,1247,527,654,904,1042,1253,1462,2199,New confirmed cases by infection date,Likely decreasing,0.63
Czechia,1070 (640 -- 1971),1070,1161,434,640,855,986,1167,1369,1971,New confirmed cases by infection date,Stable,0.4
Luxembourg,898 (384 -- 2384),898,1076,725,384,630,780,1024,1304,2384,New confirmed cases by infection date,Likely increasing,0.1
Denmark,698 (327 -- 1672),698,816,502,327,514,621,782,954,1672,New confirmed cases by infection date,Likely decreasing,0.71
Iceland,452 (147 -- 1801),452,657,689,147,289,380,545,771,1801,New confirmed cases by infection date,Increasing,0.024
Estonia,434 (165 -- 1396),434,567,488,165,290,374,513,679,1396,New confirmed cases by infection date,Likely increasing,0.33
Bulgaria,382 (138 -- 1179),382,502,484,138,249,324,449,594,1179,New confirmed cases by infection date,Likely decreasing,0.7
Slovenia,334 (150 -- 836),334,389,227,150,245,295,376,467,836,New confirmed cases by infection date,Likely increasing,0.087
Hungary,212 (95 -- 517),212,256,185,95,153,188,239,308,517,New confirmed cases by infection date,Likely decreasing,0.76
Latvia,79 (41 -- 156),79,87,36,41,61,71,88,104,156,New confirmed cases by infection date,Stable,0.44
Austria,25 (6 -- 107),25,36,36,6,15,20,31,44,107,New confirmed cases by infection date,Stable,0.49
Liechtenstein,5 (0 -- 29),5,9,21,0,2,3,6,10,29,New confirmed cases by infection date,Likely increasing,0.31
Portugal,1.9 (1.5 -- 2.2),1.9,1.9,0.23,1.5,1.7,1.8,1.9,2,2.2,Effective reproduction no.,Increasing,0
Malta,1.5 (1.2 -- 2),1.5,1.5,0.25,1.2,1.4,1.5,1.6,1.7,2,Effective reproduction no.,Increasing,0.003
Iceland,1.3 (1.1 -- 1.7),1.3,1.3,0.22,1.1,1.2,1.2,1.3,1.4,1.7,Effective reproduction no.,Increasing,0.024
Ireland,1.2 (1.1 -- 1.4),1.2,1.2,0.09,1.1,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing,0.005
Estonia,1.1 (0.87 -- 1.4),1.1,1.1,0.15,0.87,0.98,1,1.1,1.1,1.4,Effective reproduction no.,Likely increasing,0.33
Liechtenstein,1.1 (0.8 -- 1.6),1.1,1.1,0.26,0.8,0.97,1,1.1,1.2,1.6,Effective reproduction no.,Likely increasing,0.31
Luxembourg,1.1 (0.96 -- 1.4),1.1,1.1,0.13,0.96,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.1
Romania,1.1 (0.87 -- 1.6),1.1,1.1,0.24,0.87,0.95,1,1.1,1.3,1.6,Effective reproduction no.,Stable,0.4
Slovenia,1.1 (0.97 -- 1.5),1.1,1.2,0.17,0.97,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.087
Sweden,1.1 (0.95 -- 1.2),1.1,1.1,0.079,0.95,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.17
Austria,1 (0.79 -- 1.3),1,1,0.16,0.79,0.92,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.49
Czechia,1 (0.92 -- 1.2),1,1,0.081,0.92,0.98,1,1,1.1,1.2,Effective reproduction no.,Stable,0.4
Greece,1 (0.89 -- 1.2),1,1,0.1,0.89,0.97,1,1,1.1,1.2,Effective reproduction no.,Likely increasing,0.37
Latvia,1 (0.87 -- 1.2),1,1,0.1,0.87,0.95,0.99,1,1.1,1.2,Effective reproduction no.,Stable,0.44
Poland,0.99 (0.87 -- 1.2),0.99,1,0.11,0.87,0.94,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.55
Lithuania,0.97 (0.86 -- 1.2),0.97,0.99,0.1,0.86,0.92,0.95,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.63
Bulgaria,0.95 (0.77 -- 1.2),0.95,0.96,0.13,0.77,0.89,0.92,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.7
Denmark,0.95 (0.78 -- 1.1),0.95,0.95,0.11,0.78,0.88,0.92,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.71
Hungary,0.94 (0.78 -- 1.1),0.94,0.94,0.1,0.78,0.88,0.92,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.76
