region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Italy,1780 (586 -- 6268),1780,2445,2312,586,1142,1492,2141,2968,6268,New confirmed cases by infection date,Likely decreasing,0.82
Greece,1417 (792 -- 2814),1417,1553,653,792,1122,1294,1554,1797,2814,New confirmed cases by infection date,Likely increasing,0.15
Czechia,1017 (333 -- 3264),1017,1329,1172,333,668,846,1218,1607,3264,New confirmed cases by infection date,Increasing,0.032
Sweden,980 (320 -- 3444),980,1338,1249,320,606,794,1212,1633,3444,New confirmed cases by infection date,Likely increasing,0.37
Romania,783 (270 -- 2630),783,1037,841,270,497,658,955,1286,2630,New confirmed cases by infection date,Likely increasing,0.2
Bulgaria,768 (256 -- 2737),768,1049,1005,256,479,647,926,1283,2737,New confirmed cases by infection date,Increasing,0.021
Croatia,441 (182 -- 1364),441,574,453,182,311,387,514,683,1364,New confirmed cases by infection date,Likely increasing,0.19
Finland,422 (163 -- 1007),422,484,281,163,290,365,493,604,1007,New confirmed cases by infection date,Stable,0.47
Portugal,401 (229 -- 827),401,448,209,229,312,367,443,525,827,New confirmed cases by infection date,Decreasing,0.97
Denmark,334 (133 -- 922),334,403,267,133,228,290,386,494,922,New confirmed cases by infection date,Likely increasing,0.39
Slovenia,283 (83 -- 1431),283,475,718,83,168,239,353,514,1431,New confirmed cases by infection date,Likely increasing,0.17
Poland,259 (91 -- 911),259,361,403,91,172,221,315,419,911,New confirmed cases by infection date,Increasing,0.028
Latvia,242 (82 -- 995),242,352,349,82,148,202,299,429,995,New confirmed cases by infection date,Increasing,0.018
Hungary,84 (28 -- 352),84,128,151,28,56,71,102,147,352,New confirmed cases by infection date,Likely increasing,0.32
Lithuania,55 (17 -- 220),55,83,108,17,34,47,67,93,220,New confirmed cases by infection date,Likely increasing,0.21
Estonia,50 (20 -- 161),50,66,53,20,35,44,59,78,161,New confirmed cases by infection date,Likely increasing,0.28
Ireland,48 (13 -- 159),48,63,58,13,29,40,58,78,159,New confirmed cases by infection date,Likely decreasing,0.93
Slovakia,25 (8 -- 80),25,33,30,8,16,22,30,41,80,New confirmed cases by infection date,Stable,0.53
Malta,8 (1 -- 40),8,13,15,1,4,6,11,16,40,New confirmed cases by infection date,Likely decreasing,0.71
Bulgaria,1.3 (1.1 -- 1.7),1.3,1.3,0.21,1.1,1.2,1.3,1.4,1.5,1.7,Effective reproduction no.,Increasing,0.021
Latvia,1.3 (1.1 -- 1.7),1.3,1.3,0.19,1.1,1.2,1.2,1.3,1.4,1.7,Effective reproduction no.,Increasing,0.018
Poland,1.3 (1 -- 1.8),1.3,1.3,0.24,1,1.2,1.2,1.3,1.5,1.8,Effective reproduction no.,Increasing,0.028
Czechia,1.2 (1 -- 1.5),1.2,1.2,0.16,1,1.1,1.2,1.3,1.3,1.5,Effective reproduction no.,Increasing,0.032
Croatia,1.1 (0.91 -- 1.3),1.1,1.1,0.12,0.91,1,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.19
Estonia,1.1 (0.87 -- 1.5),1.1,1.1,0.21,0.87,0.99,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.28
Hungary,1.1 (0.85 -- 1.4),1.1,1.1,0.17,0.85,0.98,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.32
Lithuania,1.1 (0.88 -- 1.5),1.1,1.1,0.2,0.88,1,1.1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.21
Romania,1.1 (0.91 -- 1.3),1.1,1.1,0.12,0.91,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.2
Slovenia,1.1 (0.89 -- 1.6),1.1,1.2,0.21,0.89,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.17
Denmark,1 (0.85 -- 1.2),1,1,0.11,0.85,0.96,1,1,1.1,1.2,Effective reproduction no.,Likely increasing,0.39
Finland,1 (0.78 -- 1.3),1,1,0.15,0.78,0.92,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.47
Greece,1 (0.97 -- 1.1),1,1,0.052,0.97,1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing,0.15
Sweden,1 (0.83 -- 1.3),1,1.1,0.16,0.83,0.96,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.37
Slovakia,0.99 (0.76 -- 1.3),0.99,1,0.17,0.76,0.91,0.96,1,1.1,1.3,Effective reproduction no.,Stable,0.53
Malta,0.92 (0.6 -- 1.2),0.92,0.9,0.17,0.6,0.8,0.86,0.96,1,1.2,Effective reproduction no.,Likely decreasing,0.71
Italy,0.89 (0.64 -- 1.1),0.89,0.88,0.14,0.64,0.79,0.85,0.92,0.97,1.1,Effective reproduction no.,Likely decreasing,0.82
Portugal,0.87 (0.73 -- 0.97),0.87,0.86,0.081,0.73,0.81,0.85,0.89,0.92,0.97,Effective reproduction no.,Decreasing,0.97
Ireland,0.82 (0.56 -- 1),0.82,0.8,0.14,0.56,0.7,0.77,0.85,0.9,1,Effective reproduction no.,Likely decreasing,0.93
