region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
France,159992 (79396 -- 334546),159992,177651,79729,79396,122157,145001,178825,212431,334546,New confirmed cases by infection date,Stable,0.51
Greece,114357 (65718 -- 229671),114357,127110,56021,65718,91671,105386,126766,149334,229671,New confirmed cases by infection date,Increasing,0.004
Italy,67095 (28311 -- 181011),67095,81453,55829,28311,47596,58214,75868,97852,181011,New confirmed cases by infection date,Likely decreasing,0.92
Portugal,48076 (27724 -- 87314),48076,51246,18993,27724,38204,44057,51968,59663,87314,New confirmed cases by infection date,Increasing,0.008
Cyprus,27877 (11476 -- 70967),27877,32444,20038,11476,19415,24414,31665,39905,70967,New confirmed cases by infection date,Increasing,0.037
Romania,26466 (15572 -- 50002),26466,28856,11942,15572,21321,24453,28702,33241,50002,New confirmed cases by infection date,Increasing,0.003
Germany,22704 (10399 -- 45532),22704,24923,11618,10399,16712,20558,25387,30903,45532,New confirmed cases by infection date,Likely decreasing,0.62
Ireland,19375 (10333 -- 38959),19375,21409,9557,10333,15088,17526,21293,25567,38959,New confirmed cases by infection date,Increasing,0.0015
Austria,15565 (7764 -- 30803),15565,16761,6915,7764,12384,14569,16967,19437,30803,New confirmed cases by infection date,Stable,0.57
Belgium,10058 (4426 -- 24820),10058,11851,7632,4426,7156,8858,11384,14281,24820,New confirmed cases by infection date,Likely increasing,0.06
Croatia,6539 (3070 -- 14898),6539,7398,3813,3070,4853,5905,7261,9036,14898,New confirmed cases by infection date,Increasing,0.018
Finland,4753 (1442 -- 21175),4753,7641,11530,1442,2841,3893,5793,8204,21175,New confirmed cases by infection date,Likely increasing,0.24
Sweden,4504 (2793 -- 7269),4504,4703,1461,2793,3722,4204,4854,5373,7269,New confirmed cases by infection date,Likely increasing,0.065
Malta,3996 (1962 -- 9152),3996,4617,2474,1962,3021,3572,4528,5544,9152,New confirmed cases by infection date,Increasing,0.034
Norway,3887 (2076 -- 8398),3887,4417,2176,2076,3022,3540,4289,5194,8398,New confirmed cases by infection date,Increasing,0.048
Czechia,3451 (1553 -- 7903),3451,3928,2166,1553,2440,3050,3909,4860,7903,New confirmed cases by infection date,Likely increasing,0.059
Bulgaria,2723 (1393 -- 5678),2723,3043,1494,1393,2060,2442,3029,3643,5678,New confirmed cases by infection date,Stable,0.42
Netherlands,2497 (1346 -- 5071),2497,2731,1209,1346,1879,2226,2774,3249,5071,New confirmed cases by infection date,Likely increasing,0.13
Poland,2068 (980 -- 4979),2068,2459,1599,980,1526,1851,2356,2920,4979,New confirmed cases by infection date,Stable,0.43
