Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,13167 (8534 -- 21493),Likely increasing,1.2 (0.92 -- 1.5),0.026 (-0.015 -- 0.079),26 (8.8 -- -47)
Belgium,9478 (4289 -- 27230),Stable,1 (0.8 -- 1.4),0.0016 (-0.04 -- 0.061),430 (11 -- -17)
Bulgaria,22903 (13197 -- 41663),Likely increasing,1.3 (0.91 -- 1.7),0.041 (-0.017 -- 0.11),17 (6.6 -- -41)
Croatia,8197 (5713 -- 12792),Likely increasing,1.1 (0.96 -- 1.4),0.021 (-0.0082 -- 0.066),33 (11 -- -84)
Cyprus,461 (246 -- 1172),Likely decreasing,0.94 (0.79 -- 1.3),-0.012 (-0.042 -- 0.052),-58 (13 -- -16)
Czechia,9696 (5872 -- 17532),Increasing,1.3 (1.1 -- 1.6),0.043 (0.011 -- 0.084),16 (8.3 -- 65)
Denmark,4585 (2906 -- 7309),Likely increasing,1.1 (0.88 -- 1.5),0.025 (-0.024 -- 0.075),28 (9.2 -- -29)
Estonia,8060 (5889 -- 11358),Likely increasing,1.2 (0.98 -- 1.3),0.03 (-0.0029 -- 0.052),23 (13 -- -240)
Finland,2455 (1171 -- 6551),Stable,0.98 (0.81 -- 1.3),-0.0033 (-0.038 -- 0.051),-210 (14 -- -18)
France,17404 (7443 -- 58611),Likely decreasing,0.9 (0.7 -- 1.4),-0.02 (-0.062 -- 0.061),-35 (11 -- -11)
Germany,53901 (23176 -- 134837),Likely increasing,1.1 (0.74 -- 1.7),0.015 (-0.055 -- 0.097),45 (7.1 -- -13)
Greece,13050 (9391 -- 18019),Likely increasing,1.1 (0.9 -- 1.3),0.013 (-0.02 -- 0.047),53 (15 -- -35)
Hungary,5958 (3456 -- 11559),Likely increasing,1.2 (0.99 -- 1.7),0.037 (-0.0027 -- 0.099),19 (7 -- -260)
Iceland,199 (80 -- 620),Likely increasing,1.1 (0.76 -- 1.6),0.011 (-0.049 -- 0.094),62 (7.3 -- -14)
Ireland,8061 (5185 -- 16223),Stable,1 (0.92 -- 1.3),0.0024 (-0.016 -- 0.05),290 (14 -- -44)
Italy,11576 (9245 -- 15164),Likely decreasing,0.98 (0.9 -- 1.1),-0.0037 (-0.019 -- 0.014),-190 (48 -- -37)
Latvia,17096 (11618 -- 25042),Increasing,1.3 (1.1 -- 1.6),0.05 (0.012 -- 0.082),14 (8.4 -- 60)
Liechtenstein,26 (4 -- 175),Likely increasing,1.6 (0.68 -- 4.6),0.093 (-0.068 -- 0.31),7.4 (2.2 -- -10)
Lithuania,15773 (10478 -- 23581),Likely increasing,1.1 (0.91 -- 1.3),0.019 (-0.016 -- 0.053),36 (13 -- -43)
Luxembourg,536 (343 -- 902),Likely increasing,1.1 (0.84 -- 1.3),0.009 (-0.031 -- 0.052),77 (13 -- -22)
Malta,71 (28 -- 153),Likely decreasing,0.94 (0.51 -- 1.4),-0.012 (-0.12 -- 0.056),-60 (12 -- -6)
Netherlands,24331 (12435 -- 56888),Increasing,1.3 (1 -- 1.9),0.05 (0.0017 -- 0.12),14 (5.6 -- 420)
Norway,2226 (1086 -- 4589),Stable,1.1 (0.71 -- 1.6),0.0097 (-0.061 -- 0.088),71 (7.9 -- -11)
Poland,21480 (15991 -- 29444),Increasing,1.4 (1.2 -- 1.6),0.056 (0.026 -- 0.085),12 (8.2 -- 27)
Portugal,3286 (2157 -- 4869),Likely increasing,1.1 (0.82 -- 1.3),0.0094 (-0.035 -- 0.047),74 (15 -- -20)
Romania,75126 (57297 -- 101200),Stable,0.99 (0.87 -- 1.2),-0.0013 (-0.026 -- 0.028),-530 (24 -- -27)
Slovakia,9199 (3199 -- 23760),Likely increasing,1.1 (0.67 -- 1.5),0.013 (-0.07 -- 0.081),54 (8.6 -- -9.8)
Slovenia,10336 (5872 -- 21157),Increasing,1.7 (1.2 -- 2.6),0.094 (0.027 -- 0.19),7.3 (3.7 -- 26)
Spain,5335 (3085 -- 11557),Likely decreasing,0.87 (0.74 -- 1.2),-0.026 (-0.053 -- 0.028),-27 (25 -- -13)
Sweden,3016 (1775 -- 4894),Stable,1 (0.72 -- 1.3),4.9e-05 (-0.057 -- 0.045),14000 (16 -- -12)
Switzerland,3373 (1100 -- 11328),Likely decreasing,0.88 (0.58 -- 1.5),-0.024 (-0.095 -- 0.071),-29 (9.7 -- -7.3)
United Kingdom,219759 (169757 -- 296880),Likely increasing,1.1 (0.98 -- 1.3),0.018 (-0.0043 -- 0.045),38 (15 -- -160)
