Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,44244 (25379 -- 73844),Decreasing,0.76 (0.54 -- 0.98),-0.049 (-0.11 -- -0.0027),-14 (-250 -- -6.5)
Belgium,110802 (17548 -- 419387),Likely increasing,1.1 (0.55 -- 1.6),0.022 (-0.1 -- 0.088),32 (7.9 -- -6.6)
Bulgaria,9802 (5783 -- 16724),Likely decreasing,0.96 (0.71 -- 1.3),-0.0076 (-0.06 -- 0.049),-92 (14 -- -12)
Croatia,21013 (12045 -- 37815),Likely decreasing,0.92 (0.69 -- 1.3),-0.016 (-0.066 -- 0.045),-44 (15 -- -10)
Cyprus,2465 (727 -- 11204),Likely increasing,1.1 (0.72 -- 1.8),0.025 (-0.058 -- 0.11),28 (6 -- -12)
Czechia,176939 (72872 -- 396991),Likely increasing,1.3 (0.89 -- 1.7),0.043 (-0.021 -- 0.098),16 (7.1 -- -32)
Denmark,17310 (9312 -- 27833),Likely decreasing,0.93 (0.62 -- 1.2),-0.012 (-0.085 -- 0.035),-57 (20 -- -8.2)
Estonia,2921 (1611 -- 5406),Stable,0.99 (0.68 -- 1.4),-0.0018 (-0.068 -- 0.067),-390 (10 -- -10)
Finland,4923 (1523 -- 23502),Likely increasing,1.1 (0.7 -- 1.8),0.014 (-0.062 -- 0.11),49 (6.3 -- -11)
France,192124 (68396 -- 587056),Likely increasing,1.3 (0.88 -- 1.9),0.048 (-0.024 -- 0.12),15 (5.7 -- -29)
Germany,455252 (210206 -- 922689),Likely increasing,1.2 (0.87 -- 1.6),0.035 (-0.025 -- 0.082),20 (8.4 -- -27)
Greece,26216 (18107 -- 38378),Likely decreasing,0.91 (0.74 -- 1.1),-0.017 (-0.053 -- 0.024),-41 (29 -- -13)
Hungary,56718 (32146 -- 93674),Stable,1 (0.74 -- 1.3),0.0025 (-0.055 -- 0.049),280 (14 -- -13)
Iceland,595 (86 -- 2778),Stable,0.99 (0.39 -- 1.9),-0.002 (-0.16 -- 0.12),-350 (5.8 -- -4.4)
Ireland,29573 (15200 -- 56726),Likely increasing,1.1 (0.84 -- 1.3),0.017 (-0.031 -- 0.052),41 (13 -- -22)
Italy,66473 (46292 -- 93273),Likely increasing,1.1 (0.91 -- 1.4),0.022 (-0.018 -- 0.058),31 (12 -- -38)
Latvia,5093 (2790 -- 9568),Likely increasing,1.2 (0.84 -- 1.7),0.027 (-0.032 -- 0.095),26 (7.3 -- -22)
Liechtenstein,557 (86 -- 2834),Likely increasing,1.4 (0.57 -- 2.6),0.06 (-0.099 -- 0.18),11 (3.9 -- -7)
Lithuania,9150 (6089 -- 14629),Likely increasing,1.1 (0.87 -- 1.4),0.0099 (-0.025 -- 0.059),70 (12 -- -28)
Luxembourg,1784 (962 -- 3665),Likely increasing,1.1 (0.91 -- 1.4),0.02 (-0.018 -- 0.058),35 (12 -- -39)
Malta,427 (155 -- 1061),Stable,1 (0.52 -- 1.8),0.0045 (-0.11 -- 0.12),150 (5.9 -- -6.1)
Netherlands,151697 (72961 -- 288476),Likely increasing,1.1 (0.8 -- 1.5),0.024 (-0.04 -- 0.073),29 (9.5 -- -17)
Norway,17089 (9603 -- 31119),Likely increasing,1.2 (0.88 -- 1.7),0.035 (-0.023 -- 0.1),20 (6.7 -- -30)
Poland,148356 (105459 -- 212576),Likely increasing,1.1 (0.94 -- 1.3),0.018 (-0.012 -- 0.044),39 (16 -- -58)
Portugal,18756 (11404 -- 27899),Likely increasing,1.2 (0.87 -- 1.4),0.029 (-0.026 -- 0.068),24 (10 -- -27)
Romania,4973 (2234 -- 8396),Decreasing,0.63 (0.33 -- 0.91),-0.081 (-0.19 -- -0.017),-8.5 (-41 -- -3.7)
Slovakia,65787 (41912 -- 102471),Likely increasing,1 (0.83 -- 1.2),0.0075 (-0.033 -- 0.041),92 (17 -- -21)
Slovenia,6183 (2670 -- 11815),Decreasing,0.64 (0.38 -- 0.91),-0.079 (-0.16 -- -0.016),-8.8 (-43 -- -4.2)
Spain,53940 (19261 -- 175968),Likely increasing,1.3 (0.89 -- 2),0.045 (-0.02 -- 0.13),15 (5.4 -- -34)
Sweden,18080 (9873 -- 34653),Increasing,1.7 (1.2 -- 2.5),0.099 (0.031 -- 0.18),7 (3.8 -- 22)
Switzerland,53301 (18798 -- 141848),Likely increasing,1.3 (0.79 -- 1.9),0.047 (-0.043 -- 0.13),15 (5.5 -- -16)
United Kingdom,186851 (120268 -- 286744),Likely decreasing,0.96 (0.7 -- 1.3),-0.0078 (-0.063 -- 0.044),-89 (16 -- -11)
