region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,455252 (210206 -- 922689),455252,500066,232313,210206,341767,409036,509114,611060,922689,New confirmed cases by infection date,Likely increasing,0.14
France,192124 (68396 -- 587056),192124,251740,237890,68396,127716,165028,226015,297856,587056,New confirmed cases by infection date,Likely increasing,0.11
United Kingdom,186851 (120268 -- 286744),186851,192861,53548,120268,155700,174228,199330,221627,286744,New confirmed cases by infection date,Likely decreasing,0.6
Czechia,176939 (72872 -- 396991),176939,200350,114511,72872,128615,155560,199258,246399,396991,New confirmed cases by infection date,Likely increasing,0.12
Netherlands,151697 (72961 -- 288476),151697,163007,67022,72961,116869,138530,168199,197927,288476,New confirmed cases by infection date,Likely increasing,0.24
Poland,148356 (105459 -- 212576),148356,152075,33446,105459,129473,141016,156212,169943,212576,New confirmed cases by infection date,Likely increasing,0.14
Belgium,110802 (17548 -- 419387),110802,154326,184826,17548,61620,90545,134195,186332,419387,New confirmed cases by infection date,Likely increasing,0.33
Italy,66473 (46292 -- 93273),66473,67889,14649,46292,58183,63195,70018,76668,93273,New confirmed cases by infection date,Likely increasing,0.15
Slovakia,65787 (41912 -- 102471),65787,67941,18443,41912,55148,61651,70064,77906,102471,New confirmed cases by infection date,Likely increasing,0.35
Hungary,56718 (32146 -- 93674),56718,58820,19023,32146,45754,52352,61071,68863,93674,New confirmed cases by infection date,Stable,0.46
Spain,53940 (19261 -- 175968),53940,70866,62467,19261,35353,45598,63147,83843,175968,New confirmed cases by infection date,Likely increasing,0.11
Switzerland,53301 (18798 -- 141848),53301,62994,42398,18798,36251,45922,61182,77584,141848,New confirmed cases by infection date,Likely increasing,0.17
Austria,44244 (25379 -- 73844),44244,46129,15163,25379,35469,40623,47815,54494,73844,New confirmed cases by infection date,Decreasing,0.96
Ireland,29573 (15200 -- 56726),29573,31828,13160,15200,23003,26865,32765,38057,56726,New confirmed cases by infection date,Likely increasing,0.21
Greece,26216 (18107 -- 38378),26216,27036,6468,18107,22682,24794,27561,30543,38378,New confirmed cases by infection date,Likely decreasing,0.77
Croatia,21013 (12045 -- 37815),21013,22545,8561,12045,16623,19246,22987,26802,37815,New confirmed cases by infection date,Likely decreasing,0.69
Portugal,18756 (11404 -- 27899),18756,19133,5098,11404,15643,17572,19976,22241,27899,New confirmed cases by infection date,Likely increasing,0.16
Sweden,18080 (9873 -- 34653),18080,19662,8684,9873,14107,16343,19706,23072,34653,New confirmed cases by infection date,Increasing,0.016
Denmark,17310 (9312 -- 27833),17310,17684,5715,9312,13718,15915,18578,20918,27833,New confirmed cases by infection date,Likely decreasing,0.66
Norway,17089 (9603 -- 31119),17089,18517,7200,9603,13568,15639,18794,22186,31119,New confirmed cases by infection date,Likely increasing,0.15
Bulgaria,9802 (5783 -- 16724),9802,10333,3481,5783,7955,9051,10582,12081,16724,New confirmed cases by infection date,Likely decreasing,0.6
Lithuania,9150 (6089 -- 14629),9150,9583,2647,6089,7682,8574,9738,10958,14629,New confirmed cases by infection date,Likely increasing,0.34
Slovenia,6183 (2670 -- 11815),6183,6600,2867,2670,4654,5602,6829,8048,11815,New confirmed cases by infection date,Decreasing,0.98
Latvia,5093 (2790 -- 9568),5093,5523,2219,2790,3987,4636,5570,6582,9568,New confirmed cases by infection date,Likely increasing,0.23
Romania,4973 (2234 -- 8396),4973,5114,1931,2234,3705,4453,5464,6361,8396,New confirmed cases by infection date,Decreasing,0.99
Finland,4923 (1523 -- 23502),4923,7863,10265,1523,3087,4090,6054,8651,23502,New confirmed cases by infection date,Likely increasing,0.34
Estonia,2921 (1611 -- 5406),2921,3142,1233,1611,2290,2662,3194,3739,5406,New confirmed cases by infection date,Stable,0.52
Cyprus,2465 (727 -- 11204),2465,4032,7597,727,1465,2007,3048,4379,11204,New confirmed cases by infection date,Likely increasing,0.24
Luxembourg,1784 (962 -- 3665),1784,1985,979,962,1404,1624,1955,2308,3665,New confirmed cases by infection date,Likely increasing,0.13
Iceland,595 (86 -- 2778),595,937,1480,86,291,470,741,1083,2778,New confirmed cases by infection date,Stable,0.51
Liechtenstein,557 (86 -- 2834),557,889,1252,86,272,428,704,1023,2834,New confirmed cases by infection date,Likely increasing,0.23
Malta,427 (155 -- 1061),427,494,306,155,287,365,494,622,1061,New confirmed cases by infection date,Stable,0.47
Sweden,1.7 (1.2 -- 2.5),1.7,1.8,0.45,1.2,1.5,1.6,1.8,2,2.5,Effective reproduction no.,Increasing,0.016
Liechtenstein,1.4 (0.57 -- 2.6),1.4,1.5,0.64,0.57,1,1.3,1.5,1.8,2.6,Effective reproduction no.,Likely increasing,0.23
Czechia,1.3 (0.89 -- 1.7),1.3,1.3,0.26,0.89,1.1,1.2,1.3,1.4,1.7,Effective reproduction no.,Likely increasing,0.12
France,1.3 (0.88 -- 1.9),1.3,1.3,0.33,0.88,1.1,1.2,1.4,1.5,1.9,Effective reproduction no.,Likely increasing,0.11
Spain,1.3 (0.89 -- 2),1.3,1.3,0.34,0.89,1.1,1.2,1.3,1.5,2,Effective reproduction no.,Likely increasing,0.11
Switzerland,1.3 (0.79 -- 1.9),1.3,1.3,0.36,0.79,1.1,1.2,1.4,1.5,1.9,Effective reproduction no.,Likely increasing,0.17
Germany,1.2 (0.87 -- 1.6),1.2,1.2,0.21,0.87,1.1,1.2,1.3,1.3,1.6,Effective reproduction no.,Likely increasing,0.14
Latvia,1.2 (0.84 -- 1.7),1.2,1.2,0.26,0.84,1,1.1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.23
Norway,1.2 (0.88 -- 1.7),1.2,1.2,0.26,0.88,1.1,1.2,1.3,1.4,1.7,Effective reproduction no.,Likely increasing,0.15
Portugal,1.2 (0.87 -- 1.4),1.2,1.2,0.17,0.87,1.1,1.1,1.2,1.3,1.4,Effective reproduction no.,Likely increasing,0.16
Belgium,1.1 (0.55 -- 1.6),1.1,1.1,0.33,0.55,0.92,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.33
Cyprus,1.1 (0.72 -- 1.8),1.1,1.2,0.37,0.72,1,1.1,1.2,1.4,1.8,Effective reproduction no.,Likely increasing,0.24
Finland,1.1 (0.7 -- 1.8),1.1,1.2,0.36,0.7,0.96,1,1.1,1.3,1.8,Effective reproduction no.,Likely increasing,0.34
Ireland,1.1 (0.84 -- 1.3),1.1,1.1,0.15,0.84,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.21
Italy,1.1 (0.91 -- 1.4),1.1,1.1,0.14,0.91,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.15
Lithuania,1.1 (0.87 -- 1.4),1.1,1.1,0.16,0.87,0.96,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.34
Luxembourg,1.1 (0.91 -- 1.4),1.1,1.1,0.15,0.91,1.1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.13
Netherlands,1.1 (0.8 -- 1.5),1.1,1.1,0.21,0.8,1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.24
Poland,1.1 (0.94 -- 1.3),1.1,1.1,0.1,0.94,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.14
Hungary,1 (0.74 -- 1.3),1,1,0.17,0.74,0.91,0.97,1.1,1.1,1.3,Effective reproduction no.,Stable,0.46
Malta,1 (0.52 -- 1.8),1,1.1,0.42,0.52,0.79,0.93,1.1,1.3,1.8,Effective reproduction no.,Stable,0.47
Slovakia,1 (0.83 -- 1.2),1,1,0.13,0.83,0.96,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.35
Estonia,0.99 (0.68 -- 1.4),0.99,1,0.23,0.68,0.86,0.93,1,1.1,1.4,Effective reproduction no.,Stable,0.52
Iceland,0.99 (0.39 -- 1.9),0.99,1,0.51,0.39,0.73,0.89,1.1,1.2,1.9,Effective reproduction no.,Stable,0.51
Bulgaria,0.96 (0.71 -- 1.3),0.96,0.98,0.18,0.71,0.86,0.92,1,1.1,1.3,Effective reproduction no.,Likely decreasing,0.6
United Kingdom,0.96 (0.7 -- 1.3),0.96,0.97,0.18,0.7,0.85,0.92,1,1.1,1.3,Effective reproduction no.,Likely decreasing,0.6
Denmark,0.93 (0.62 -- 1.2),0.93,0.93,0.18,0.62,0.82,0.89,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.66
Croatia,0.92 (0.69 -- 1.3),0.92,0.94,0.19,0.69,0.82,0.88,0.96,1,1.3,Effective reproduction no.,Likely decreasing,0.69
Greece,0.91 (0.74 -- 1.1),0.91,0.92,0.12,0.74,0.84,0.88,0.94,0.99,1.1,Effective reproduction no.,Likely decreasing,0.77
Austria,0.76 (0.54 -- 0.98),0.76,0.76,0.14,0.54,0.67,0.72,0.79,0.85,0.98,Effective reproduction no.,Decreasing,0.96
Slovenia,0.64 (0.38 -- 0.91),0.64,0.64,0.16,0.38,0.53,0.6,0.68,0.74,0.91,Effective reproduction no.,Decreasing,0.98
Romania,0.63 (0.33 -- 0.91),0.63,0.63,0.18,0.33,0.5,0.58,0.68,0.76,0.91,Effective reproduction no.,Decreasing,0.99
