Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,279 (121 -- 740),Likely decreasing,0.97 (0.8 -- 1.1),-0.036 (-0.28 -- 0.15),-19 (4.5 -- -2.5)
Belgium,19538 (10530 -- 39408),Likely decreasing,0.95 (0.84 -- 1.1),-0.062 (-0.22 -- 0.077),-11 (9 -- -3.1)
Bulgaria,95249 (15454 -- 454717),Increasing,1.4 (1 -- 1.9),0.44 (0.054 -- 0.87),1.6 (0.79 -- 13)
Croatia,93354 (34654 -- 244884),Increasing,1.3 (1.1 -- 1.6),0.33 (0.14 -- 0.59),2.1 (1.2 -- 5.1)
Cyprus,3571 (1357 -- 12201),Decreasing,0.8 (0.62 -- 0.98),-0.27 (-0.58 -- -0.023),-2.6 (-31 -- -1.2)
Czechia,142777 (60615 -- 353446),Increasing,1.3 (1.2 -- 1.5),0.38 (0.22 -- 0.57),1.8 (1.2 -- 3.2)
Denmark,9567 (4820 -- 20410),Likely increasing,1 (0.91 -- 1.2),0.039 (-0.11 -- 0.22),18 (3.2 -- -6.1)
Greece,108496 (56095 -- 224764),Likely decreasing,0.94 (0.83 -- 1.1),-0.083 (-0.23 -- 0.069),-8.4 (10 -- -3)
Hungary,18111 (4217 -- 67375),Increasing,1.3 (1.1 -- 1.6),0.33 (0.07 -- 0.64),2.1 (1.1 -- 9.9)
Iceland,472 (233 -- 1050),Likely decreasing,0.95 (0.82 -- 1.1),-0.069 (-0.25 -- 0.17),-10 (4.2 -- -2.8)
Ireland,7473 (4583 -- 13570),Likely decreasing,0.92 (0.85 -- 1),-0.1 (-0.2 -- 0.03),-6.9 (23 -- -3.4)
Liechtenstein,12 (2 -- 56),Likely decreasing,0.92 (0.66 -- 1.2),-0.1 (-0.51 -- 0.21),-6.9 (3.2 -- -1.4)
Lithuania,286194 (79821 -- 816462),Increasing,1.3 (1 -- 1.6),0.34 (0.059 -- 0.64),2 (1.1 -- 12)
Luxembourg,1944 (1103 -- 3887),Likely decreasing,0.91 (0.81 -- 1.1),-0.12 (-0.26 -- 0.074),-6 (9.3 -- -2.6)
Malta,11800 (5511 -- 24717),Stable,0.98 (0.83 -- 1.2),-0.02 (-0.23 -- 0.2),-35 (3.5 -- -3)
Poland,939303 (398921 -- 2748480),Increasing,1.3 (1.1 -- 1.6),0.34 (0.15 -- 0.61),2 (1.1 -- 4.8)
Portugal,5139 (3383 -- 8416),Decreasing,0.82 (0.74 -- 0.94),-0.24 (-0.37 -- -0.082),-2.8 (-8.5 -- -1.9)
Romania,229701 (57069 -- 1058500),Likely increasing,1.1 (0.85 -- 1.4),0.12 (-0.2 -- 0.41),5.9 (1.7 -- -3.4)
Slovenia,12676 (4316 -- 37149),Likely increasing,1.2 (0.97 -- 1.4),0.19 (-0.039 -- 0.41),3.7 (1.7 -- -18)
Sweden,36315 (16811 -- 88869),Likely increasing,1.1 (0.92 -- 1.2),0.099 (-0.1 -- 0.27),7 (2.5 -- -6.7)
