region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,418254 (212020 -- 829598),418254,463132,215220,212020,324581,381377,466339,552970,829598,New confirmed cases by infection date,Likely increasing,0.062
United Kingdom,233147 (142506 -- 368391),233147,240418,69279,142506,190899,217936,248805,279222,368391,New confirmed cases by infection date,Likely increasing,0.38
Netherlands,160200 (86010 -- 308745),160200,173863,71795,86010,124556,145883,176931,207051,308745,New confirmed cases by infection date,Likely increasing,0.082
Poland,137592 (96748 -- 195203),137592,140621,31001,96748,119628,129878,145451,158093,195203,New confirmed cases by infection date,Likely increasing,0.05
France,127627 (44316 -- 459873),127627,175376,172983,44316,79928,105479,150259,208490,459873,New confirmed cases by infection date,Likely increasing,0.11
Czechia,126160 (63015 -- 228739),126160,133822,52321,63015,98248,115211,138612,161136,228739,New confirmed cases by infection date,Likely increasing,0.076
Belgium,118826 (22356 -- 521886),118826,178469,223881,22356,66509,95643,147373,206278,521886,New confirmed cases by infection date,Likely increasing,0.26
Austria,90401 (56577 -- 137756),90401,93153,24982,56577,75671,84530,96469,107539,137756,New confirmed cases by infection date,Likely increasing,0.23
Italy,59323 (41804 -- 83247),59323,60504,12826,41804,51874,56052,62522,68087,83247,New confirmed cases by infection date,Likely increasing,0.081
Slovakia,57996 (32835 -- 94493),57996,60465,19275,32835,47096,53687,62820,71422,94493,New confirmed cases by infection date,Stable,0.43
Hungary,54637 (29087 -- 92660),54637,57113,20068,29087,42963,50029,59346,68259,92660,New confirmed cases by infection date,Likely increasing,0.33
Switzerland,39736 (11954 -- 153281),39736,56606,65359,11954,24658,33405,47641,66061,153281,New confirmed cases by infection date,Likely increasing,0.15
Spain,32257 (11153 -- 115910),32257,44193,42868,11153,20895,27721,38295,52823,115910,New confirmed cases by infection date,Likely increasing,0.16
