region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Italy,977347 (276598 -- 3765720),977347,1396880,1415720,276598,573558,809867,1195700,1674470,3765720,New confirmed cases by infection date,Likely decreasing,0.67
Romania,419279 (103405 -- 1858180),419279,652198,792748,103405,230731,326986,521291,797629,1858180,New confirmed cases by infection date,Likely increasing,0.3
Greece,361603 (197861 -- 748210),361603,404200,178312,197861,283123,326868,402515,483342,748210,New confirmed cases by infection date,Likely increasing,0.2
Czechia,340000 (69618 -- 1340300),340000,478900,511405,69618,171659,268341,418975,599415,1340300,New confirmed cases by infection date,Likely increasing,0.066
Poland,219690 (52118 -- 670231),219690,268819,212304,52118,126105,178242,262992,345299,670231,New confirmed cases by infection date,Increasing,0.029
Bulgaria,134099 (55419 -- 316548),134099,152318,87267,55419,90990,114913,153722,190100,316548,New confirmed cases by infection date,Increasing,0.0085
Croatia,104523 (27571 -- 500565),104523,163859,171430,27571,60003,83143,135638,203086,500565,New confirmed cases by infection date,Likely increasing,0.27
Hungary,71807 (18934 -- 264950),71807,99855,86170,18934,42527,58492,88624,132146,264950,New confirmed cases by infection date,Likely increasing,0.11
Lithuania,71568 (16293 -- 361309),71568,117902,141036,16293,38653,55551,92297,142121,361309,New confirmed cases by infection date,Likely increasing,0.1
Belgium,56640 (25649 -- 139164),56640,66346,38997,25649,40546,49106,64662,82431,139164,New confirmed cases by infection date,Stable,0.59
Slovenia,34134 (12191 -- 100928),34134,42375,29471,12191,22088,28792,40512,53375,100928,New confirmed cases by infection date,Increasing,0.03
Slovakia,31968 (8466 -- 98908),31968,39485,30693,8466,18613,25496,38080,50671,98908,New confirmed cases by infection date,Likely increasing,0.11
Sweden,31617 (15159 -- 72949),31617,36581,19646,15159,23236,27904,35664,44730,72949,New confirmed cases by infection date,Increasing,0.029
Cyprus,27945 (16183 -- 52594),27945,30366,12463,16183,21912,25383,30577,35556,52594,New confirmed cases by infection date,Stable,0.57
Portugal,22570 (12313 -- 47448),22570,25383,12516,12313,17399,20494,24953,29582,47448,New confirmed cases by infection date,Decreasing,0.99
