Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,12883 (7217 -- 22051),Decreasing,0.52 (0.36 -- 0.71),-0.11 (-0.17 -- -0.06),-6 (-12 -- -4)
Belgium,102882 (17166 -- 394680),Stable,1.1 (0.55 -- 1.6),0.013 (-0.11 -- 0.08),53 (8.6 -- -6.6)
Bulgaria,6481 (3780 -- 10618),Likely decreasing,0.8 (0.56 -- 1.1),-0.04 (-0.1 -- 0.0097),-17 (72 -- -6.9)
Croatia,16015 (9298 -- 28306),Likely decreasing,0.87 (0.64 -- 1.2),-0.026 (-0.078 -- 0.027),-27 (26 -- -8.8)
Cyprus,4480 (1354 -- 19380),Likely increasing,1.2 (0.78 -- 2),0.04 (-0.044 -- 0.13),17 (5.2 -- -16)
Czechia,121213 (37190 -- 337398),Stable,1.1 (0.63 -- 1.5),0.0099 (-0.08 -- 0.073),70 (9.5 -- -8.6)
Denmark,20278 (14281 -- 28739),Stable,0.99 (0.83 -- 1.2),-0.0021 (-0.033 -- 0.028),-340 (24 -- -21)
Estonia,1933 (996 -- 3458),Likely decreasing,0.87 (0.59 -- 1.2),-0.024 (-0.093 -- 0.037),-29 (19 -- -7.4)
Finland,5941 (1612 -- 26344),Likely increasing,1.1 (0.63 -- 1.8),0.015 (-0.08 -- 0.12),45 (6 -- -8.7)
France,325479 (125664 -- 895395),Likely increasing,1.3 (0.9 -- 1.8),0.052 (-0.02 -- 0.12),13 (6 -- -35)
Germany,370232 (158038 -- 725175),Likely increasing,1.1 (0.73 -- 1.4),0.012 (-0.057 -- 0.06),60 (12 -- -12)
Greece,24698 (17175 -- 36707),Likely decreasing,0.92 (0.75 -- 1.1),-0.014 (-0.05 -- 0.024),-49 (29 -- -14)
Hungary,33881 (19787 -- 55706),Likely decreasing,0.82 (0.6 -- 1.1),-0.036 (-0.089 -- 0.0098),-19 (71 -- -7.8)
Iceland,485 (105 -- 1574),Stable,0.96 (0.49 -- 1.4),-0.0079 (-0.12 -- 0.069),-88 (10 -- -5.7)
Ireland,27083 (14229 -- 45020),Likely increasing,1 (0.8 -- 1.2),0.0077 (-0.04 -- 0.038),90 (18 -- -17)
Italy,84766 (60385 -- 115425),Likely increasing,1.1 (0.94 -- 1.4),0.025 (-0.012 -- 0.06),27 (11 -- -60)
Latvia,2981 (1566 -- 5403),Likely decreasing,0.89 (0.59 -- 1.2),-0.021 (-0.091 -- 0.04),-33 (17 -- -7.6)
Liechtenstein,385 (47 -- 1903),Stable,1.1 (0.4 -- 2),0.017 (-0.16 -- 0.13),41 (5.3 -- -4.5)
Lithuania,9521 (6665 -- 14334),Likely increasing,1.1 (0.91 -- 1.3),0.015 (-0.017 -- 0.052),47 (13 -- -40)
Luxembourg,2237 (1208 -- 4691),Likely increasing,1.1 (0.91 -- 1.4),0.022 (-0.016 -- 0.064),32 (11 -- -42)
Malta,583 (272 -- 1290),Likely increasing,1.1 (0.69 -- 1.7),0.017 (-0.066 -- 0.11),40 (6.6 -- -11)
Netherlands,114633 (54732 -- 217113),Stable,0.98 (0.68 -- 1.3),-0.0031 (-0.068 -- 0.047),-220 (15 -- -10)
Norway,27930 (15437 -- 52006),Likely increasing,1.3 (0.95 -- 1.9),0.054 (-0.0088 -- 0.12),13 (5.9 -- -79)
Poland,112316 (76960 -- 160351),Likely decreasing,0.95 (0.77 -- 1.1),-0.0098 (-0.046 -- 0.018),-71 (37 -- -15)
Portugal,19201 (11810 -- 29673),Likely increasing,1.1 (0.83 -- 1.3),0.014 (-0.033 -- 0.055),49 (13 -- -21)
Romania,5473 (3559 -- 9334),Likely decreasing,0.87 (0.67 -- 1.2),-0.025 (-0.07 -- 0.036),-28 (19 -- -9.9)
Slovakia,61904 (39761 -- 92526),Stable,1 (0.81 -- 1.2),-0.00092 (-0.037 -- 0.027),-750 (25 -- -19)
Slovenia,4783 (2608 -- 8599),Decreasing,0.7 (0.49 -- 0.98),-0.063 (-0.12 -- -0.0037),-11 (-190 -- -5.7)
Spain,83844 (31321 -- 262213),Likely increasing,1.3 (0.91 -- 1.9),0.048 (-0.017 -- 0.12),15 (5.6 -- -42)
Sweden,12891 (6887 -- 20274),Likely increasing,1.2 (0.82 -- 1.5),0.037 (-0.035 -- 0.076),19 (9.1 -- -20)
Switzerland,63557 (25941 -- 143808),Likely increasing,1.2 (0.8 -- 1.7),0.035 (-0.039 -- 0.1),20 (6.8 -- -18)
United Kingdom,236196 (163186 -- 353120),Likely increasing,1.1 (0.86 -- 1.4),0.014 (-0.027 -- 0.064),51 (11 -- -26)
