region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Liechtenstein,385 (47 -- 1903),385,621,795,47,188,295,500,757,1903,New confirmed cases by infection date,Stable,0.41
France,1.3 (0.9 -- 1.8),1.3,1.3,0.3,0.9,1.2,1.3,1.4,1.5,1.8,Effective reproduction no.,Likely increasing,0.1
Norway,1.3 (0.95 -- 1.9),1.3,1.4,0.29,0.95,1.2,1.3,1.4,1.5,1.9,Effective reproduction no.,Likely increasing,0.078
Spain,1.3 (0.91 -- 1.9),1.3,1.3,0.32,0.91,1.1,1.2,1.4,1.5,1.9,Effective reproduction no.,Likely increasing,0.092
Cyprus,1.2 (0.78 -- 2),1.2,1.3,0.46,0.78,1.1,1.2,1.3,1.5,2,Effective reproduction no.,Likely increasing,0.16
Sweden,1.2 (0.82 -- 1.5),1.2,1.2,0.2,0.82,1.1,1.2,1.3,1.3,1.5,Effective reproduction no.,Likely increasing,0.16
Switzerland,1.2 (0.8 -- 1.7),1.2,1.2,0.28,0.8,1,1.1,1.3,1.4,1.7,Effective reproduction no.,Likely increasing,0.19
Belgium,1.1 (0.55 -- 1.6),1.1,1.1,0.33,0.55,0.87,1,1.1,1.2,1.6,Effective reproduction no.,Stable,0.4
Czechia,1.1 (0.63 -- 1.5),1.1,1.1,0.29,0.63,0.88,0.99,1.1,1.2,1.5,Effective reproduction no.,Stable,0.41
Finland,1.1 (0.63 -- 1.8),1.1,1.2,0.44,0.63,0.95,1,1.2,1.3,1.8,Effective reproduction no.,Likely increasing,0.33
Germany,1.1 (0.73 -- 1.4),1.1,1.1,0.21,0.73,0.93,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.37
Italy,1.1 (0.94 -- 1.4),1.1,1.2,0.14,0.94,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.1
Liechtenstein,1.1 (0.4 -- 2),1.1,1.1,0.51,0.4,0.8,0.99,1.2,1.4,2,Effective reproduction no.,Stable,0.41
Lithuania,1.1 (0.91 -- 1.3),1.1,1.1,0.13,0.91,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.22
Luxembourg,1.1 (0.91 -- 1.4),1.1,1.1,0.17,0.91,1.1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.11
Malta,1.1 (0.69 -- 1.7),1.1,1.1,0.33,0.69,0.94,1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.33
Portugal,1.1 (0.83 -- 1.3),1.1,1.1,0.16,0.83,0.98,1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.3
United Kingdom,1.1 (0.86 -- 1.4),1.1,1.1,0.17,0.86,0.98,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.3
Ireland,1 (0.8 -- 1.2),1,1,0.14,0.8,0.95,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.36
Slovakia,1 (0.81 -- 1.2),1,0.99,0.11,0.81,0.93,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.52
Denmark,0.99 (0.83 -- 1.2),0.99,0.99,0.11,0.83,0.93,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.55
Netherlands,0.98 (0.68 -- 1.3),0.98,0.98,0.19,0.68,0.87,0.94,1,1.1,1.3,Effective reproduction no.,Stable,0.54
Iceland,0.96 (0.49 -- 1.4),0.96,0.96,0.32,0.49,0.77,0.89,1,1.1,1.4,Effective reproduction no.,Stable,0.57
Poland,0.95 (0.77 -- 1.1),0.95,0.95,0.1,0.77,0.88,0.92,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.7
Greece,0.92 (0.75 -- 1.1),0.92,0.93,0.12,0.75,0.85,0.9,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.75
Latvia,0.89 (0.59 -- 1.2),0.89,0.9,0.2,0.59,0.77,0.85,0.94,1,1.2,Effective reproduction no.,Likely decreasing,0.72
Croatia,0.87 (0.64 -- 1.2),0.87,0.88,0.16,0.64,0.78,0.83,0.9,0.97,1.2,Effective reproduction no.,Likely decreasing,0.81
Estonia,0.87 (0.59 -- 1.2),0.87,0.89,0.19,0.59,0.76,0.83,0.92,1,1.2,Effective reproduction no.,Likely decreasing,0.75
Romania,0.87 (0.67 -- 1.2),0.87,0.9,0.2,0.67,0.79,0.84,0.91,0.97,1.2,Effective reproduction no.,Likely decreasing,0.79
Hungary,0.82 (0.6 -- 1.1),0.82,0.82,0.14,0.6,0.73,0.79,0.85,0.91,1.1,Effective reproduction no.,Likely decreasing,0.9
Bulgaria,0.8 (0.56 -- 1.1),0.8,0.8,0.15,0.56,0.7,0.76,0.83,0.9,1.1,Effective reproduction no.,Likely decreasing,0.91
Slovenia,0.7 (0.49 -- 0.98),0.7,0.72,0.15,0.49,0.62,0.67,0.74,0.8,0.98,Effective reproduction no.,Decreasing,0.96
Austria,0.52 (0.36 -- 0.71),0.52,0.52,0.11,0.36,0.45,0.49,0.54,0.59,0.71,Effective reproduction no.,Decreasing,1
