region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Romania,1449950 (639656 -- 3288840),1449950,1644290,867895,639656,1030420,1268050,1637050,2051020,3288840,New confirmed cases by infection date,Increasing,0
Italy,859714 (329519 -- 2664340),859714,1116390,895740,329519,564657,741762,1027670,1382720,2664340,New confirmed cases by infection date,Likely increasing,0.22
Greece,471525 (215185 -- 1115380),471525,546935,297803,215185,342951,418654,540039,676647,1115380,New confirmed cases by infection date,Increasing,0.024
Croatia,317194 (164829 -- 640912),317194,344459,155301,164829,265988,297097,340220,376189,640912,New confirmed cases by infection date,Increasing,0
Belgium,212777 (60882 -- 745644),212777,284980,282305,60882,116482,169414,260043,356505,745644,New confirmed cases by infection date,Likely increasing,0.34
Czechia,191046 (75502 -- 457532),191046,222137,131455,75502,132175,165563,220486,282723,457532,New confirmed cases by infection date,Increasing,0
Portugal,142792 (61639 -- 347714),142792,169498,111080,61639,102180,125227,162978,201525,347714,New confirmed cases by infection date,Likely increasing,0.13
Hungary,93948 (29997 -- 249594),93948,110509,73308,29997,61049,80000,110219,137742,249594,New confirmed cases by infection date,Increasing,0
Lithuania,51921 (21314 -- 139277),51921,63250,42294,21314,35669,45619,61588,79021,139277,New confirmed cases by infection date,Increasing,0.001
Poland,41723 (16076 -- 114014),41723,50301,34551,16076,28325,35628,48456,62215,114014,New confirmed cases by infection date,Increasing,0
Cyprus,33656 (17467 -- 67034),33656,37052,16651,17467,25530,30100,37678,44672,67034,New confirmed cases by infection date,Likely increasing,0.15
Sweden,29733 (14542 -- 76486),29733,35785,22582,14542,21550,26108,34025,43127,76486,New confirmed cases by infection date,Likely increasing,0.14
Ireland,28117 (9754 -- 73701),28117,33149,21842,9754,18388,23896,32270,41320,73701,New confirmed cases by infection date,Stable,0.41
Bulgaria,25630 (13817 -- 56527),25630,29097,14839,13817,19401,23144,28582,34690,56527,New confirmed cases by infection date,Increasing,0
Denmark,21172 (6487 -- 75239),21172,28968,26759,6487,13212,17778,25672,35984,75239,New confirmed cases by infection date,Likely increasing,0.056
Norway,20345 (8064 -- 53179),20345,24382,15313,8064,14165,17698,23730,30323,53179,New confirmed cases by infection date,Likely increasing,0.33
Netherlands,16449 (7799 -- 42815),16449,19228,10971,7799,12549,14895,18226,21886,42815,New confirmed cases by infection date,Likely increasing,0.097
Luxembourg,13939 (5879 -- 36164),13939,16882,11672,5879,9796,12050,16073,20253,36164,New confirmed cases by infection date,Increasing,0.007
Finland,13381 (6841 -- 29115),13381,14996,7012,6841,10092,11976,15124,17882,29115,New confirmed cases by infection date,Increasing,0.009
Slovenia,12340 (3277 -- 38376),12340,15668,13219,3277,7197,10326,14788,19845,38376,New confirmed cases by infection date,Increasing,0.0085
Slovakia,9827 (3099 -- 30228),9827,12346,10637,3099,6300,8339,11548,15057,30228,New confirmed cases by infection date,Increasing,0.0035
