Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,212777 (60882 -- 745644),Likely increasing,1.1 (0.76 -- 1.5),0.17 (-0.32 -- 0.56),4 (1.2 -- -2.1)
Bulgaria,25630 (13817 -- 56527),Increasing,1.3 (1.2 -- 1.5),0.38 (0.24 -- 0.52),1.8 (1.3 -- 2.9)
Croatia,317194 (164829 -- 640912),Increasing,1.5 (1.3 -- 1.9),0.52 (0.37 -- 0.86),1.3 (0.8 -- 1.9)
Cyprus,33656 (17467 -- 67034),Likely increasing,1.1 (0.95 -- 1.2),0.066 (-0.056 -- 0.18),11 (3.8 -- -12)
Czechia,191046 (75502 -- 457532),Increasing,1.7 (1.4 -- 1.9),0.68 (0.46 -- 0.89),1 (0.78 -- 1.5)
Denmark,21172 (6487 -- 75239),Likely increasing,1.2 (0.99 -- 1.5),0.23 (-0.0097 -- 0.5),3 (1.4 -- -71)
Estonia,1951 (665 -- 6464),Likely increasing,1.2 (0.97 -- 1.7),0.25 (-0.035 -- 0.68),2.8 (1 -- -20)
Finland,13381 (6841 -- 29115),Increasing,1.2 (1.1 -- 1.3),0.21 (0.094 -- 0.32),3.3 (2.2 -- 7.4)
Greece,471525 (215185 -- 1115380),Increasing,1.1 (1 -- 1.2),0.16 (0.03 -- 0.28),4.3 (2.5 -- 23)
Hungary,93948 (29997 -- 249594),Increasing,1.7 (1.4 -- 2.2),0.7 (0.44 -- 1),0.99 (0.67 -- 1.6)
Iceland,1750 (645 -- 4665),Likely increasing,1.1 (0.93 -- 1.3),0.12 (-0.085 -- 0.34),5.9 (2 -- -8.2)
Ireland,28117 (9754 -- 73701),Stable,1 (0.82 -- 1.2),0.031 (-0.25 -- 0.27),23 (2.6 -- -2.8)
Italy,859714 (329519 -- 2664340),Likely increasing,1.1 (0.86 -- 1.3),0.11 (-0.2 -- 0.35),6.1 (2 -- -3.5)
Latvia,3581 (1508 -- 10134),Increasing,1.5 (1.2 -- 1.9),0.49 (0.18 -- 0.86),1.4 (0.81 -- 3.9)
Lithuania,51921 (21314 -- 139277),Increasing,1.7 (1.3 -- 2.1),0.7 (0.39 -- 1),0.99 (0.69 -- 1.8)
Luxembourg,13939 (5879 -- 36164),Increasing,1.3 (1.1 -- 1.5),0.31 (0.12 -- 0.54),2.2 (1.3 -- 5.8)
Malta,1818 (849 -- 4364),Likely decreasing,0.9 (0.7 -- 1.1),-0.13 (-0.44 -- 0.087),-5.3 (8 -- -1.6)
Netherlands,16449 (7799 -- 42815),Likely increasing,1.1 (0.96 -- 1.3),0.16 (-0.052 -- 0.31),4.3 (2.3 -- -13)
Norway,20345 (8064 -- 53179),Likely increasing,1.1 (0.84 -- 1.3),0.089 (-0.22 -- 0.32),7.8 (2.1 -- -3.1)
Poland,41723 (16076 -- 114014),Increasing,1.6 (1.3 -- 2),0.59 (0.3 -- 0.89),1.2 (0.78 -- 2.3)
Portugal,142792 (61639 -- 347714),Likely increasing,1.1 (0.93 -- 1.3),0.14 (-0.095 -- 0.34),5 (2 -- -7.3)
Romania,1449950 (639656 -- 3288840),Increasing,1.5 (1.3 -- 1.7),0.53 (0.38 -- 0.72),1.3 (0.96 -- 1.8)
Slovakia,9827 (3099 -- 30228),Increasing,1.4 (1.2 -- 1.8),0.49 (0.22 -- 0.82),1.4 (0.85 -- 3.2)
Slovenia,12340 (3277 -- 38376),Increasing,1.4 (1.1 -- 1.8),0.43 (0.14 -- 0.79),1.6 (0.88 -- 4.9)
Sweden,29733 (14542 -- 76486),Likely increasing,1.1 (0.95 -- 1.3),0.14 (-0.067 -- 0.33),4.8 (2.1 -- -10)
