Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,64718 (20086 -- 213618),Stable,0.98 (0.52 -- 1.9),-0.0039 (-0.11 -- 0.12),-180 (5.7 -- -6.1)
Belgium,8034 (959 -- 45055),Likely decreasing,0.69 (0.3 -- 1.2),-0.066 (-0.2 -- 0.035),-10 (20 -- -3.5)
Bulgaria,3903 (1494 -- 9336),Likely decreasing,0.73 (0.45 -- 1.1),-0.056 (-0.14 -- 0.02),-12 (35 -- -5)
Croatia,2251 (965 -- 4981),Likely decreasing,0.67 (0.42 -- 1),-0.071 (-0.15 -- 0.0041),-9.8 (170 -- -4.7)
Cyprus,5130 (1141 -- 21996),Stable,0.94 (0.44 -- 1.9),-0.011 (-0.14 -- 0.12),-65 (5.7 -- -4.9)
Czechia,14408 (1874 -- 88078),Likely decreasing,0.66 (0.26 -- 1.4),-0.073 (-0.22 -- 0.055),-9.5 (13 -- -3.2)
Denmark,51881 (17166 -- 132710),Likely decreasing,0.82 (0.51 -- 1.1),-0.036 (-0.12 -- 0.022),-19 (32 -- -6)
Estonia,8713 (5263 -- 14725),Likely decreasing,0.87 (0.64 -- 1.2),-0.025 (-0.078 -- 0.028),-27 (25 -- -8.9)
Finland,6940 (1267 -- 29887),Likely decreasing,0.85 (0.42 -- 1.4),-0.029 (-0.15 -- 0.064),-24 (11 -- -4.7)
France,62320 (17184 -- 223691),Likely decreasing,0.68 (0.37 -- 1.2),-0.068 (-0.17 -- 0.037),-10 (19 -- -4.1)
Germany,364797 (127315 -- 1057390),Likely decreasing,0.92 (0.56 -- 1.5),-0.016 (-0.1 -- 0.08),-44 (8.7 -- -6.9)
Greece,19246 (6407 -- 54408),Likely decreasing,0.67 (0.28 -- 1.5),-0.072 (-0.21 -- 0.077),-9.7 (8.9 -- -3.3)
Hungary,5090 (1237 -- 21345),Likely decreasing,0.67 (0.32 -- 1.4),-0.07 (-0.19 -- 0.063),-9.9 (11 -- -3.7)
Iceland,11060 (3210 -- 46581),Likely increasing,1.2 (0.73 -- 2.1),0.029 (-0.058 -- 0.15),24 (4.8 -- -12)
Ireland,6343 (1257 -- 40268),Likely decreasing,0.88 (0.43 -- 1.8),-0.024 (-0.15 -- 0.11),-29 (6.1 -- -4.8)
Italy,74507 (40729 -- 138739),Likely decreasing,0.84 (0.55 -- 1.2),-0.03 (-0.1 -- 0.039),-23 (18 -- -6.7)
Latvia,21242 (10670 -- 43194),Likely decreasing,0.95 (0.65 -- 1.4),-0.009 (-0.076 -- 0.062),-77 (11 -- -9.1)
Liechtenstein,279 (86 -- 683),Stable,0.98 (0.63 -- 1.3),-0.0041 (-0.082 -- 0.054),-170 (13 -- -8.5)
Lithuania,10028 (5418 -- 18995),Likely decreasing,0.86 (0.57 -- 1.3),-0.028 (-0.098 -- 0.051),-25 (14 -- -7.1)
Luxembourg,2709 (1041 -- 7789),Likely increasing,1.4 (0.78 -- 2.6),0.061 (-0.044 -- 0.18),11 (3.8 -- -16)
Malta,298 (114 -- 778),Likely increasing,1.3 (0.66 -- 2.6),0.055 (-0.073 -- 0.19),13 (3.7 -- -9.6)
Netherlands,3540 (121 -- 47397),Decreasing,0.29 (0.054 -- 0.77),-0.21 (-0.43 -- -0.046),-3.3 (-15 -- -1.6)
Norway,25445 (10869 -- 62551),Likely decreasing,0.86 (0.56 -- 1.4),-0.027 (-0.1 -- 0.057),-25 (12 -- -6.8)
Poland,22812 (11062 -- 45745),Likely decreasing,0.76 (0.44 -- 1.3),-0.048 (-0.14 -- 0.044),-14 (16 -- -5)
Portugal,16102 (7068 -- 35385),Likely decreasing,0.81 (0.45 -- 1.4),-0.037 (-0.14 -- 0.06),-19 (11 -- -5.1)
Romania,10296 (3063 -- 37719),Likely decreasing,0.67 (0.33 -- 1.4),-0.071 (-0.18 -- 0.066),-9.7 (11 -- -3.8)
Slovakia,26028 (9628 -- 73571),Likely decreasing,0.78 (0.44 -- 1.4),-0.044 (-0.14 -- 0.063),-16 (11 -- -5)
Slovenia,1713 (767 -- 3888),Decreasing,0.59 (0.35 -- 0.99),-0.093 (-0.17 -- -0.0012),-7.4 (-570 -- -4)
Spain,40946 (7656 -- 256298),Likely decreasing,0.78 (0.4 -- 1.7),-0.044 (-0.16 -- 0.095),-16 (7.3 -- -4.4)
Sweden,1543 (186 -- 12648),Likely decreasing,0.5 (0.2 -- 1.2),-0.12 (-0.26 -- 0.035),-5.7 (20 -- -2.6)
Switzerland,27087 (8479 -- 90393),Likely decreasing,0.83 (0.52 -- 1.3),-0.033 (-0.11 -- 0.046),-21 (15 -- -6.2)
United Kingdom,29877 (6610 -- 88943),Decreasing,0.63 (0.3 -- 1),-0.081 (-0.2 -- 0.0017),-8.5 (410 -- -3.4)
