region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,364797 (127315 -- 1057390),364797,446620,320544,127315,241554,310054,431713,546560,1057390,New confirmed cases by infection date,Likely decreasing,0.62
Italy,74507 (40729 -- 138739),74507,80010,30708,40729,58277,68389,82090,96159,138739,New confirmed cases by infection date,Likely decreasing,0.77
Austria,64718 (20086 -- 213618),64718,85360,78156,20086,39784,54280,77480,103657,213618,New confirmed cases by infection date,Stable,0.52
France,62320 (17184 -- 223691),62320,85719,95845,17184,37433,52171,75233,102842,223691,New confirmed cases by infection date,Likely decreasing,0.87
Denmark,51881 (17166 -- 132710),51881,60890,40682,17166,34488,44296,61026,77561,132710,New confirmed cases by infection date,Likely decreasing,0.84
Spain,40946 (7656 -- 256298),40946,77583,166228,7656,20549,30944,52974,81529,256298,New confirmed cases by infection date,Likely decreasing,0.75
United Kingdom,29877 (6610 -- 88943),29877,36571,29751,6610,17388,24699,35870,46613,88943,New confirmed cases by infection date,Decreasing,0.95
Switzerland,27087 (8479 -- 90393),27087,36121,34713,8479,17186,22936,32454,43414,90393,New confirmed cases by infection date,Likely decreasing,0.77
Slovakia,26028 (9628 -- 73571),26028,31363,24189,9628,17236,22581,30390,38623,73571,New confirmed cases by infection date,Likely decreasing,0.78
Norway,25445 (10869 -- 62551),25445,29952,19280,10869,18484,22653,28715,35991,62551,New confirmed cases by infection date,Likely decreasing,0.73
Poland,22812 (11062 -- 45745),22812,24775,11118,11062,17019,20677,25349,29793,45745,New confirmed cases by infection date,Likely decreasing,0.83
Latvia,21242 (10670 -- 43194),21242,23369,10754,10670,16073,19153,23715,28195,43194,New confirmed cases by infection date,Likely decreasing,0.6
Greece,19246 (6407 -- 54408),19246,23703,17038,6407,12205,16295,23016,30427,54408,New confirmed cases by infection date,Likely decreasing,0.78
Portugal,16102 (7068 -- 35385),16102,17971,9539,7068,11441,14228,18183,22021,35385,New confirmed cases by infection date,Likely decreasing,0.75
Czechia,14408 (1874 -- 88078),14408,27789,48215,1874,6706,10834,19414,31743,88078,New confirmed cases by infection date,Likely decreasing,0.83
Iceland,11060 (3210 -- 46581),11060,17031,27920,3210,6969,9298,13257,18055,46581,New confirmed cases by infection date,Likely increasing,0.23
Romania,10296 (3063 -- 37719),10296,14313,13667,3063,6342,8637,12427,17692,37719,New confirmed cases by infection date,Likely decreasing,0.82
Lithuania,10028 (5418 -- 18995),10028,10842,4423,5418,7837,9148,10923,12962,18995,New confirmed cases by infection date,Likely decreasing,0.74
Estonia,8713 (5263 -- 14725),8713,9222,3130,5263,7161,8089,9431,10725,14725,New confirmed cases by infection date,Likely decreasing,0.8
Belgium,8034 (959 -- 45055),8034,14421,27781,959,3527,5984,10773,17060,45055,New confirmed cases by infection date,Likely decreasing,0.87
Finland,6940 (1267 -- 29887),6940,10384,12713,1267,3641,5543,8763,12662,29887,New confirmed cases by infection date,Likely decreasing,0.73
Ireland,6343 (1257 -- 40268),6343,13793,48378,1257,3398,4999,8080,11996,40268,New confirmed cases by infection date,Likely decreasing,0.65
Cyprus,5130 (1141 -- 21996),5130,7880,11830,1141,2838,4130,6443,8820,21996,New confirmed cases by infection date,Stable,0.56
Hungary,5090 (1237 -- 21345),5090,7538,9008,1237,2965,4172,6112,8899,21345,New confirmed cases by infection date,Likely decreasing,0.84
