region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Greece,14062 (6505 -- 35038),14062,16680,11021,6505,9946,12397,15896,20228,35038,New confirmed cases by infection date,Likely decreasing,0.75
Portugal,6292 (3064 -- 14006),6292,7145,3734,3064,4750,5678,7108,8590,14006,New confirmed cases by infection date,Increasing,0.0035
Ireland,5328 (3135 -- 9883),5328,5825,2314,3135,4350,4941,5837,6806,9883,New confirmed cases by infection date,Increasing,0.029
Sweden,1708 (980 -- 3336),1708,1860,727,980,1360,1568,1872,2184,3336,New confirmed cases by infection date,Likely increasing,0.12
Poland,1530 (784 -- 3135),1530,1701,821,784,1163,1385,1711,2040,3135,New confirmed cases by infection date,Likely decreasing,0.66
Romania,1145 (677 -- 2152),1145,1244,520,677,918,1058,1242,1437,2152,New confirmed cases by infection date,Likely decreasing,0.91
Lithuania,982 (564 -- 1837),982,1067,471,564,772,900,1074,1255,1837,New confirmed cases by infection date,Likely decreasing,0.85
Czechia,834 (496 -- 1496),834,899,361,496,664,762,918,1043,1496,New confirmed cases by infection date,Likely decreasing,0.65
Denmark,646 (350 -- 1353),646,724,337,350,507,593,718,847,1353,New confirmed cases by infection date,Likely decreasing,0.84
Bulgaria,355 (121 -- 1178),355,471,402,121,231,304,423,575,1178,New confirmed cases by infection date,Likely decreasing,0.84
Estonia,349 (151 -- 945),349,423,299,151,241,297,399,509,945,New confirmed cases by infection date,Stable,0.5
Luxembourg,334 (147 -- 865),334,395,274,147,237,290,378,462,865,New confirmed cases by infection date,Stable,0.54
Hungary,303 (149 -- 720),303,352,213,149,219,264,338,417,720,New confirmed cases by infection date,Likely decreasing,0.62
Malta,245 (89 -- 813),245,329,307,89,160,212,290,394,813,New confirmed cases by infection date,Increasing,0.029
Slovenia,137 (63 -- 327),137,163,104,63,99,122,156,199,327,New confirmed cases by infection date,Likely decreasing,0.63
Iceland,125 (43 -- 436),125,169,159,43,80,104,150,198,436,New confirmed cases by infection date,Likely increasing,0.2
Latvia,81 (41 -- 160),81,88,38,41,61,73,89,105,160,New confirmed cases by infection date,Stable,0.43
Austria,18 (4 -- 68),18,26,30,4,10,14,23,31,68,New confirmed cases by infection date,Likely decreasing,0.63
Liechtenstein,2 (0 -- 15),2,4,7,0,1,2,3,5,15,New confirmed cases by infection date,Stable,0.49
Portugal,1.5 (1.1 -- 1.9),1.5,1.5,0.22,1.1,1.3,1.4,1.5,1.6,1.9,Effective reproduction no.,Increasing,0.0035
Malta,1.2 (1 -- 1.7),1.2,1.3,0.21,1,1.1,1.2,1.3,1.4,1.7,Effective reproduction no.,Increasing,0.029
Iceland,1.1 (0.9 -- 1.5),1.1,1.1,0.17,0.9,1,1.1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.2
Ireland,1.1 (1 -- 1.2),1.1,1.1,0.071,1,1.1,1.1,1.1,1.2,1.2,Effective reproduction no.,Increasing,0.029
Sweden,1.1 (0.97 -- 1.3),1.1,1.1,0.1,0.97,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.12
Estonia,1 (0.85 -- 1.3),1,1,0.14,0.85,0.94,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.5
Latvia,1 (0.87 -- 1.2),1,1,0.1,0.87,0.95,0.99,1,1.1,1.2,Effective reproduction no.,Stable,0.43
Liechtenstein,1 (0.7 -- 1.5),1,1,0.24,0.7,0.89,0.96,1,1.1,1.5,Effective reproduction no.,Stable,0.49
Luxembourg,0.99 (0.84 -- 1.2),0.99,1,0.11,0.84,0.93,0.97,1,1,1.2,Effective reproduction no.,Stable,0.54
Hungary,0.98 (0.86 -- 1.2),0.98,0.99,0.092,0.86,0.94,0.96,1,1,1.2,Effective reproduction no.,Likely decreasing,0.62
Czechia,0.97 (0.87 -- 1.1),0.97,0.98,0.086,0.87,0.92,0.95,0.99,1,1.1,Effective reproduction no.,Likely decreasing,0.65
Slovenia,0.97 (0.83 -- 1.2),0.97,0.99,0.12,0.83,0.91,0.95,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.63
Austria,0.96 (0.73 -- 1.2),0.96,0.96,0.15,0.73,0.88,0.93,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.63
Greece,0.95 (0.8 -- 1.1),0.95,0.95,0.094,0.8,0.9,0.93,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.75
Poland,0.94 (0.81 -- 1.3),0.94,0.98,0.15,0.81,0.88,0.92,0.97,1.1,1.3,Effective reproduction no.,Likely decreasing,0.66
Denmark,0.93 (0.81 -- 1.1),0.93,0.93,0.079,0.81,0.89,0.91,0.94,0.97,1.1,Effective reproduction no.,Likely decreasing,0.84
Bulgaria,0.9 (0.71 -- 1.1),0.9,0.9,0.12,0.71,0.83,0.87,0.92,0.96,1.1,Effective reproduction no.,Likely decreasing,0.84
Lithuania,0.9 (0.8 -- 1.1),0.9,0.92,0.093,0.8,0.86,0.89,0.92,0.96,1.1,Effective reproduction no.,Likely decreasing,0.85
Romania,0.87 (0.76 -- 1.1),0.87,0.88,0.089,0.76,0.83,0.85,0.89,0.93,1.1,Effective reproduction no.,Likely decreasing,0.91
