region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Spain,75079200 (10063000 -- 348023000),75079200,113588000,137029000,10063000,36623200,58535200,94684400,136414000,348023000,New confirmed cases by infection date,Increasing,0
France,206692 (113031 -- 424419),206692,229486,112474,113031,161593,187414,226000,266342,424419,New confirmed cases by infection date,Likely increasing,0.2
Poland,87982 (55067 -- 129343),87982,89750,22855,55067,73382,82468,93847,104143,129343,New confirmed cases by infection date,Likely decreasing,0.94
Germany,84527 (36071 -- 163861),84527,90463,41287,36071,62720,76322,93244,110876,163861,New confirmed cases by infection date,Stable,0.41
Italy,70128 (50995 -- 100493),70128,72154,15517,50995,61494,66439,73653,80540,100493,New confirmed cases by infection date,Likely decreasing,0.81
Belgium,30795 (18534 -- 52441),30795,32645,11077,18534,25228,28540,33540,38274,52441,New confirmed cases by infection date,Likely increasing,0.16
Netherlands,27687 (17510 -- 41181),27687,28287,7289,17510,23205,25857,29461,32731,41181,New confirmed cases by infection date,Likely decreasing,0.82
Hungary,27350 (15989 -- 43940),27350,28395,8632,15989,22400,25405,29412,33320,43940,New confirmed cases by infection date,Likely decreasing,0.87
Sweden,24130 (10976 -- 46515),24130,26168,14007,10976,18779,22066,26315,31198,46515,New confirmed cases by infection date,Likely increasing,0.39
Romania,18539 (13823 -- 24457),18539,18744,3316,13823,16471,17777,19350,20766,24457,New confirmed cases by infection date,Likely decreasing,0.93
Greece,16487 (10186 -- 28650),16487,17654,6341,10186,13537,15229,17931,20315,28650,New confirmed cases by infection date,Likely increasing,0.2
Czechia,16301 (8109 -- 33063),16301,17980,8574,8109,12306,14721,18236,21700,33063,New confirmed cases by infection date,Likely decreasing,0.91
Austria,13823 (9833 -- 19203),13823,14059,2902,9833,12025,13194,14536,15727,19203,New confirmed cases by infection date,Likely decreasing,0.74
Croatia,11832 (7715 -- 16866),11832,12021,2774,7715,10161,11183,12539,13673,16866,New confirmed cases by infection date,Likely increasing,0.084
Bulgaria,11479 (7028 -- 18104),11479,11895,3448,7028,9533,10734,12288,13840,18104,New confirmed cases by infection date,Likely decreasing,0.92
Switzerland,8832 (6788 -- 11716),8832,8977,1512,6788,7966,8515,9196,9814,11716,New confirmed cases by infection date,Likely increasing,0.33
United Kingdom,7780 (4475 -- 12757),7780,8067,2572,4475,6279,7161,8353,9497,12757,New confirmed cases by infection date,Decreasing,0.99
Slovenia,6238 (4481 -- 8600),6238,6349,1318,4481,5432,5900,6537,7132,8600,New confirmed cases by infection date,Likely increasing,0.082
Lithuania,5285 (3083 -- 9430),5285,5676,2130,3083,4279,4892,5735,6579,9430,New confirmed cases by infection date,Likely increasing,0.14
Denmark,4010 (1660 -- 9256),4010,4556,2522,1660,2920,3550,4516,5522,9256,New confirmed cases by infection date,Stable,0.44
Slovakia,3286 (2097 -- 5083),3286,3406,946,2097,2756,3084,3508,3895,5083,New confirmed cases by infection date,Decreasing,0.95
Norway,2586 (1411 -- 4724),2586,2758,1053,1411,2027,2382,2823,3279,4724,New confirmed cases by infection date,Likely decreasing,0.85
Cyprus,2528 (1143 -- 6920),2528,3099,2198,1143,1783,2229,2904,3673,6920,New confirmed cases by infection date,Likely increasing,0.29
Estonia,2185 (1273 -- 3565),2185,2275,698,1273,1788,2019,2364,2692,3565,New confirmed cases by infection date,Decreasing,0.99
Ireland,1968 (1017 -- 3580),1968,2087,820,1017,1521,1801,2157,2499,3580,New confirmed cases by infection date,Likely decreasing,0.71
Latvia,1908 (1476 -- 2426),1908,1923,303,1476,1734,1842,1976,2104,2426,New confirmed cases by infection date,Likely decreasing,0.94
Finland,1783 (1154 -- 2656),1783,1827,465,1154,1509,1680,1896,2092,2656,New confirmed cases by infection date,Decreasing,0.98
Portugal,1555 (625 -- 3278),1555,1711,864,625,1082,1380,1768,2160,3278,New confirmed cases by infection date,Likely decreasing,0.76
Luxembourg,1156 (884 -- 1518),1156,1176,201,884,1043,1113,1199,1289,1518,New confirmed cases by infection date,Likely increasing,0.13
Iceland,203 (42 -- 1064),203,349,625,42,107,159,258,382,1064,New confirmed cases by infection date,Likely increasing,0.095
Malta,59 (23 -- 150),59,70,48,23,41,51,67,85,150,New confirmed cases by infection date,Decreasing,0.98
Liechtenstein,19 (5 -- 57),19,25,22,5,12,17,23,30,57,New confirmed cases by infection date,Stable,0.46
Spain,8.4 (4.7 -- 9.9),8.4,8,1.7,4.7,7,7.9,8.8,9.3,9.9,Effective reproduction no.,Increasing,0
Iceland,1.7 (0.81 -- 3.4),1.7,1.9,0.88,0.81,1.3,1.6,1.9,2.2,3.4,Effective reproduction no.,Likely increasing,0.095
Croatia,1.2 (0.94 -- 1.5),1.2,1.2,0.16,0.94,1.1,1.2,1.3,1.3,1.5,Effective reproduction no.,Likely increasing,0.084
Cyprus,1.2 (0.76 -- 2.1),1.2,1.3,0.45,0.76,0.97,1.1,1.3,1.4,2.1,Effective reproduction no.,Likely increasing,0.29
Lithuania,1.2 (0.9 -- 1.5),1.2,1.2,0.21,0.9,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.14
Belgium,1.1 (0.9 -- 1.3),1.1,1.1,0.13,0.9,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.16
France,1.1 (0.87 -- 1.3),1.1,1.1,0.14,0.87,1,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.2
Greece,1.1 (0.86 -- 1.6),1.1,1.2,0.24,0.86,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.2
Slovenia,1.1 (0.97 -- 1.3),1.1,1.1,0.091,0.97,1.1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.082
Denmark,1 (0.7 -- 1.5),1,1,0.24,0.7,0.9,0.98,1.1,1.1,1.5,Effective reproduction no.,Stable,0.44
Germany,1 (0.67 -- 1.3),1,1,0.19,0.67,0.92,0.99,1.1,1.1,1.3,Effective reproduction no.,Stable,0.41
Liechtenstein,1 (0.57 -- 1.6),1,1,0.34,0.57,0.85,0.97,1.1,1.2,1.6,Effective reproduction no.,Stable,0.46
Luxembourg,1 (0.96 -- 1.1),1,1,0.052,0.96,1,1,1,1.1,1.1,Effective reproduction no.,Likely increasing,0.13
Sweden,1 (0.76 -- 1.2),1,1,0.16,0.76,0.96,1,1,1.1,1.2,Effective reproduction no.,Likely increasing,0.39
Switzerland,1 (0.9 -- 1.2),1,1,0.085,0.9,0.98,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.33
Austria,0.95 (0.79 -- 1.1),0.95,0.95,0.089,0.79,0.89,0.93,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.74
Latvia,0.95 (0.85 -- 1),0.95,0.94,0.057,0.85,0.93,0.95,0.96,0.97,1,Effective reproduction no.,Likely decreasing,0.94
Italy,0.9 (0.75 -- 1.1),0.9,0.91,0.11,0.75,0.84,0.88,0.93,0.97,1.1,Effective reproduction no.,Likely decreasing,0.81
Ireland,0.89 (0.57 -- 1.3),0.89,0.91,0.23,0.57,0.76,0.84,0.94,1,1.3,Effective reproduction no.,Likely decreasing,0.71
Netherlands,0.88 (0.65 -- 1.1),0.88,0.88,0.14,0.65,0.79,0.85,0.91,0.97,1.1,Effective reproduction no.,Likely decreasing,0.82
Romania,0.88 (0.73 -- 1),0.88,0.88,0.087,0.73,0.82,0.86,0.9,0.93,1,Effective reproduction no.,Likely decreasing,0.93
Hungary,0.85 (0.64 -- 1.1),0.85,0.85,0.14,0.64,0.76,0.82,0.88,0.93,1.1,Effective reproduction no.,Likely decreasing,0.87
Finland,0.83 (0.67 -- 0.96),0.83,0.82,0.093,0.67,0.77,0.81,0.85,0.88,0.96,Effective reproduction no.,Decreasing,0.98
Slovakia,0.83 (0.67 -- 1),0.83,0.83,0.1,0.67,0.77,0.81,0.85,0.89,1,Effective reproduction no.,Decreasing,0.95
Bulgaria,0.82 (0.62 -- 1),0.82,0.82,0.13,0.62,0.74,0.79,0.85,0.9,1,Effective reproduction no.,Likely decreasing,0.92
Norway,0.82 (0.59 -- 1.1),0.82,0.84,0.17,0.59,0.72,0.78,0.86,0.93,1.1,Effective reproduction no.,Likely decreasing,0.85
Poland,0.81 (0.59 -- 1),0.81,0.81,0.13,0.59,0.72,0.78,0.84,0.9,1,Effective reproduction no.,Likely decreasing,0.94
