Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,13823 (9833 -- 19203),Likely decreasing,0.95 (0.79 -- 1.1),-0.0095 (-0.041 -- 0.016),-73 (45 -- -17)
Belgium,30795 (18534 -- 52441),Likely increasing,1.1 (0.9 -- 1.3),0.019 (-0.019 -- 0.05),37 (14 -- -36)
Bulgaria,11479 (7028 -- 18104),Likely decreasing,0.82 (0.62 -- 1),-0.036 (-0.084 -- 0.0074),-19 (94 -- -8.3)
Croatia,11832 (7715 -- 16866),Likely increasing,1.2 (0.94 -- 1.5),0.039 (-0.01 -- 0.073),18 (9.5 -- -67)
Cyprus,2528 (1143 -- 6920),Likely increasing,1.2 (0.76 -- 2.1),0.027 (-0.049 -- 0.14),26 (4.9 -- -14)
Czechia,16301 (8109 -- 33063),Likely decreasing,0.78 (0.55 -- 1.1),-0.045 (-0.1 -- 0.012),-15 (59 -- -6.7)
Denmark,4010 (1660 -- 9256),Stable,1 (0.7 -- 1.5),0.0049 (-0.064 -- 0.07),140 (9.8 -- -11)
Estonia,2185 (1273 -- 3565),Decreasing,0.69 (0.51 -- 0.87),-0.065 (-0.12 -- -0.025),-11 (-28 -- -6)
Finland,1783 (1154 -- 2656),Decreasing,0.83 (0.67 -- 0.96),-0.034 (-0.071 -- -0.0066),-20 (-100 -- -9.8)
France,206692 (113031 -- 424419),Likely increasing,1.1 (0.87 -- 1.3),0.011 (-0.026 -- 0.048),62 (14 -- -27)
Germany,84527 (36071 -- 163861),Stable,1 (0.67 -- 1.3),0.0064 (-0.07 -- 0.051),110 (14 -- -9.9)
Greece,16487 (10186 -- 28650),Likely increasing,1.1 (0.86 -- 1.6),0.02 (-0.027 -- 0.085),34 (8.2 -- -25)
Hungary,27350 (15989 -- 43940),Likely decreasing,0.85 (0.64 -- 1.1),-0.03 (-0.079 -- 0.015),-23 (46 -- -8.8)
Iceland,203 (42 -- 1064),Likely increasing,1.7 (0.81 -- 3.4),0.1 (-0.037 -- 0.25),6.8 (2.8 -- -19)
Ireland,1968 (1017 -- 3580),Likely decreasing,0.89 (0.57 -- 1.3),-0.022 (-0.097 -- 0.048),-32 (14 -- -7.2)
Italy,70128 (50995 -- 100493),Likely decreasing,0.9 (0.75 -- 1.1),-0.019 (-0.051 -- 0.017),-37 (41 -- -14)
Latvia,1908 (1476 -- 2426),Likely decreasing,0.95 (0.85 -- 1),-0.0088 (-0.03 -- 0.00088),-79 (790 -- -23)
Liechtenstein,19 (5 -- 57),Stable,1 (0.57 -- 1.6),0.0047 (-0.096 -- 0.085),150 (8.2 -- -7.2)
Lithuania,5285 (3083 -- 9430),Likely increasing,1.2 (0.9 -- 1.5),0.029 (-0.02 -- 0.082),24 (8.5 -- -35)
Luxembourg,1156 (884 -- 1518),Likely increasing,1 (0.96 -- 1.1),0.0068 (-0.0066 -- 0.019),100 (36 -- -100)
Malta,59 (23 -- 150),Decreasing,0.48 (0.29 -- 0.84),-0.13 (-0.21 -- -0.031),-5.5 (-22 -- -3.4)
Netherlands,27687 (17510 -- 41181),Likely decreasing,0.88 (0.65 -- 1.1),-0.023 (-0.075 -- 0.017),-30 (40 -- -9.3)
Norway,2586 (1411 -- 4724),Likely decreasing,0.82 (0.59 -- 1.1),-0.035 (-0.092 -- 0.022),-20 (31 -- -7.5)
Poland,87982 (55067 -- 129343),Likely decreasing,0.81 (0.59 -- 1),-0.038 (-0.092 -- 0.00099),-18 (700 -- -7.5)
Portugal,1555 (625 -- 3278),Likely decreasing,0.79 (0.41 -- 1.3),-0.041 (-0.15 -- 0.049),-17 (14 -- -4.6)
Romania,18539 (13823 -- 24457),Likely decreasing,0.88 (0.73 -- 1),-0.023 (-0.056 -- 0.0035),-30 (200 -- -12)
Slovakia,3286 (2097 -- 5083),Decreasing,0.83 (0.67 -- 1),-0.034 (-0.07 -- 0.00017),-21 (4000 -- -9.9)
Slovenia,6238 (4481 -- 8600),Likely increasing,1.1 (0.97 -- 1.3),0.019 (-0.0051 -- 0.043),37 (16 -- -140)
Spain,75079200 (10063000 -- 348023000),Increasing,8.4 (4.7 -- 9.9),0.45 (0.32 -- 0.5),1.5 (1.4 -- 2.2)
Sweden,24130 (10976 -- 46515),Likely increasing,1 (0.76 -- 1.2),0.0039 (-0.049 -- 0.038),180 (18 -- -14)
Switzerland,8832 (6788 -- 11716),Likely increasing,1 (0.9 -- 1.2),0.0061 (-0.019 -- 0.029),110 (23 -- -37)
United Kingdom,7780 (4475 -- 12757),Decreasing,0.63 (0.43 -- 0.85),-0.082 (-0.15 -- -0.029),-8.5 (-24 -- -4.8)
