Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,1510 (613 -- 4335),Increasing,1.3 (1.1 -- 1.6),0.31 (0.071 -- 0.66),2.2 (1 -- 9.8)
Belgium,39045 (21552 -- 83993),Likely increasing,1.1 (0.94 -- 1.2),0.08 (-0.072 -- 0.23),8.7 (3 -- -9.6)
Bulgaria,22892 (11189 -- 52917),Likely increasing,1.1 (0.93 -- 1.2),0.068 (-0.09 -- 0.21),10 (3.4 -- -7.7)
Croatia,89080 (36084 -- 243978),Likely increasing,1 (0.8 -- 1.2),0.045 (-0.27 -- 0.24),15 (2.9 -- -2.5)
Cyprus,1947 (793 -- 5260),Likely decreasing,0.87 (0.7 -- 1),-0.18 (-0.45 -- 0.035),-3.9 (20 -- -1.5)
Czechia,535293 (182178 -- 1436790),Increasing,1.3 (1 -- 1.6),0.32 (0.056 -- 0.58),2.1 (1.2 -- 12)
Denmark,10074 (4620 -- 24327),Likely increasing,1 (0.86 -- 1.3),0.056 (-0.19 -- 0.3),12 (2.3 -- -3.6)
France,38664 (19804 -- 77144),Increasing,1.2 (1 -- 1.4),0.26 (0.046 -- 0.47),2.7 (1.5 -- 15)
Greece,83382 (50861 -- 143822),Likely increasing,1 (0.95 -- 1.1),0.037 (-0.064 -- 0.17),18 (4.2 -- -11)
Hungary,38634 (13904 -- 117240),Likely increasing,1.3 (1 -- 1.6),0.3 (-0.0058 -- 0.58),2.3 (1.2 -- -120)
Iceland,303 (137 -- 798),Likely decreasing,0.88 (0.7 -- 1),-0.16 (-0.44 -- 0.032),-4.2 (21 -- -1.6)
Ireland,6134 (3723 -- 11512),Likely decreasing,0.94 (0.83 -- 1),-0.082 (-0.24 -- 0.016),-8.5 (42 -- -2.9)
Liechtenstein,47 (13 -- 195),Likely increasing,1.2 (0.97 -- 1.7),0.25 (-0.041 -- 0.69),2.8 (1 -- -17)
Lithuania,106570 (37952 -- 322773),Likely increasing,1 (0.75 -- 1.2),0.045 (-0.34 -- 0.28),15 (2.5 -- -2)
Luxembourg,6283 (3541 -- 12404),Increasing,1.2 (1 -- 1.4),0.21 (0.031 -- 0.4),3.4 (1.8 -- 22)
Malta,141 (72 -- 309),Decreasing,0.78 (0.64 -- 0.92),-0.31 (-0.56 -- -0.11),-2.2 (-6.3 -- -1.2)
Norway,21844 (11267 -- 45553),Likely decreasing,0.96 (0.84 -- 1.1),-0.052 (-0.22 -- 0.081),-13 (8.5 -- -3.1)
Poland,307839 (109153 -- 1000250),Stable,0.99 (0.63 -- 1.2),-0.017 (-0.56 -- 0.25),-41 (2.7 -- -1.2)
Portugal,4345 (2541 -- 8592),Likely decreasing,0.91 (0.79 -- 1),-0.13 (-0.29 -- 0.047),-5.5 (15 -- -2.4)
Romania,2482 (1229 -- 6308),Decreasing,0.56 (0.46 -- 0.71),-0.7 (-0.95 -- -0.43),-0.99 (-1.6 -- -0.73)
Slovakia,58580 (21832 -- 162717),Increasing,1.3 (1.1 -- 1.6),0.37 (0.11 -- 0.63),1.9 (1.1 -- 6.2)
Sweden,15141 (8556 -- 30551),Likely decreasing,0.96 (0.86 -- 1.1),-0.047 (-0.19 -- 0.068),-15 (10 -- -3.7)
