Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,85833 (28618 -- 157157),Stable,0.99 (0.62 -- 1.1),-0.0026 (-0.085 -- 0.024),-270 (29 -- -8.1)
Belgium,23513 (2397 -- 163691),Likely decreasing,0.93 (0.3 -- 1.6),-0.013 (-0.2 -- 0.087),-51 (7.9 -- -3.5)
Bulgaria,1348 (780 -- 2304),Likely decreasing,0.71 (0.48 -- 1),-0.06 (-0.13 -- 0.006),-12 (120 -- -5.5)
Croatia,2077 (1140 -- 3509),Likely decreasing,0.8 (0.55 -- 1.1),-0.04 (-0.1 -- 0.02),-17 (34 -- -6.6)
Cyprus,13822 (6896 -- 33017),Likely increasing,1.1 (0.86 -- 1.4),0.016 (-0.028 -- 0.066),44 (10 -- -25)
Czechia,14804 (4189 -- 62901),Likely decreasing,0.92 (0.52 -- 1.6),-0.016 (-0.12 -- 0.085),-44 (8.1 -- -6)
Denmark,4966 (2309 -- 10311),Likely decreasing,0.73 (0.52 -- 1),-0.055 (-0.11 -- 0.0042),-13 (170 -- -6.2)
Estonia,1821 (827 -- 3827),Likely decreasing,0.83 (0.48 -- 1.3),-0.033 (-0.12 -- 0.053),-21 (13 -- -5.5)
Finland,12705 (2782 -- 65059),Stable,0.97 (0.49 -- 1.7),-0.0059 (-0.12 -- 0.097),-120 (7.2 -- -5.7)
France,561351 (175123 -- 1699920),Likely increasing,1.2 (0.69 -- 1.9),0.037 (-0.064 -- 0.13),19 (5.5 -- -11)
Germany,560272 (233923 -- 1061740),Stable,1 (0.66 -- 1.3),0.0013 (-0.073 -- 0.045),540 (16 -- -9.5)
Greece,39173 (24483 -- 60548),Likely decreasing,0.88 (0.67 -- 1.1),-0.022 (-0.071 -- 0.024),-31 (29 -- -9.7)
Hungary,5769 (1859 -- 21484),Stable,1 (0.64 -- 1.8),0.0088 (-0.078 -- 0.11),79 (6.3 -- -8.9)
Iceland,585 (117 -- 2550),Decreasing,0.63 (0.33 -- 1),-0.083 (-0.19 -- 0.00096),-8.4 (720 -- -3.7)
Ireland,14663 (1975 -- 119948),Stable,1.1 (0.42 -- 2.3),0.0087 (-0.15 -- 0.15),80 (4.6 -- -4.7)
Italy,180231 (123775 -- 276878),Likely increasing,1.1 (0.82 -- 1.5),0.014 (-0.035 -- 0.074),49 (9.3 -- -20)
Latvia,1619 (757 -- 3128),Decreasing,0.59 (0.34 -- 0.92),-0.093 (-0.18 -- -0.014),-7.4 (-49 -- -3.8)
Liechtenstein,71 (11 -- 305),Likely decreasing,0.63 (0.26 -- 1),-0.081 (-0.22 -- 0.0032),-8.5 (220 -- -3.1)
Lithuania,3634 (1178 -- 9152),Likely decreasing,0.76 (0.4 -- 1.2),-0.05 (-0.16 -- 0.029),-14 (24 -- -4.5)
Luxembourg,1900 (674 -- 4439),Likely decreasing,0.73 (0.36 -- 1.2),-0.057 (-0.17 -- 0.036),-12 (19 -- -4)
Malta,3089 (1397 -- 6756),Likely increasing,1.5 (0.99 -- 2.1),0.071 (-0.0015 -- 0.15),9.7 (4.8 -- -460)
Netherlands,34154 (8093 -- 110679),Likely decreasing,0.73 (0.33 -- 1.3),-0.055 (-0.19 -- 0.056),-13 (12 -- -3.7)
Norway,1856 (984 -- 3121),Decreasing,0.69 (0.46 -- 0.93),-0.066 (-0.13 -- -0.012),-10 (-56 -- -5.2)
Poland,1530 (569 -- 3747),Decreasing,0.34 (0.16 -- 0.66),-0.18 (-0.29 -- -0.073),-3.9 (-9.5 -- -2.4)
Portugal,14014 (4657 -- 74878),Likely decreasing,0.88 (0.64 -- 1.6),-0.023 (-0.079 -- 0.086),-31 (8.1 -- -8.8)
Romania,2772 (1323 -- 5525),Decreasing,0.56 (0.32 -- 0.95),-0.1 (-0.19 -- -0.0096),-7 (-73 -- -3.7)
Slovakia,9725 (4134 -- 21658),Likely decreasing,0.73 (0.42 -- 1.2),-0.056 (-0.15 -- 0.04),-12 (17 -- -4.7)
Slovenia,4141 (1627 -- 9738),Likely decreasing,0.79 (0.43 -- 1.4),-0.042 (-0.14 -- 0.063),-16 (11 -- -4.8)
Spain,23210 (6805 -- 121294),Likely decreasing,0.88 (0.6 -- 1.5),-0.023 (-0.089 -- 0.08),-30 (8.6 -- -7.8)
Sweden,1193 (222 -- 8353),Likely decreasing,0.81 (0.45 -- 1.6),-0.039 (-0.14 -- 0.093),-18 (7.5 -- -5)
Switzerland,28523 (4483 -- 64420),Likely decreasing,0.86 (0.36 -- 1.1),-0.027 (-0.17 -- 0.019),-26 (37 -- -4.1)
United Kingdom,151266 (54855 -- 616542),Stable,0.98 (0.69 -- 1.5),-0.0042 (-0.066 -- 0.075),-170 (9.2 -- -11)
