region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,5349 (1025 -- 28269),5349,8878,11724,1025,2622,4095,6908,10320,28269,New confirmed cases by infection date,Increasing,0.018
Italy,4243 (1200 -- 19294),4243,6527,8430,1200,2430,3496,5257,7502,19294,New confirmed cases by infection date,Stable,0.41
Sweden,4157 (1102 -- 22871),4157,7332,11339,1102,2434,3484,5108,7802,22871,New confirmed cases by infection date,Stable,0.4
Czechia,1907 (919 -- 5038),1907,2273,1331,919,1412,1700,2166,2679,5038,New confirmed cases by infection date,Increasing,0.016
Greece,995 (553 -- 2020),995,1108,508,553,771,907,1119,1320,2020,New confirmed cases by infection date,Stable,0.46
Slovenia,896 (353 -- 2384),896,1104,818,353,628,778,1040,1350,2384,New confirmed cases by infection date,Likely increasing,0.2
Denmark,864 (271 -- 2870),864,1143,1042,271,525,722,1037,1394,2870,New confirmed cases by infection date,Likely increasing,0.39
Latvia,464 (139 -- 1753),464,648,628,139,276,373,564,799,1753,New confirmed cases by infection date,Likely increasing,0.15
Estonia,401 (115 -- 1831),401,621,830,115,239,329,489,691,1831,New confirmed cases by infection date,Increasing,0.014
Croatia,384 (154 -- 1014),384,466,301,154,273,340,443,570,1014,New confirmed cases by infection date,Stable,0.46
Portugal,341 (172 -- 731),341,380,187,172,254,305,382,451,731,New confirmed cases by infection date,Likely decreasing,0.65
Hungary,332 (107 -- 993),332,421,356,107,210,274,395,520,993,New confirmed cases by infection date,Stable,0.44
Bulgaria,255 (120 -- 655),255,304,189,120,186,226,293,365,655,New confirmed cases by infection date,Likely decreasing,0.84
Romania,122 (51 -- 331),122,148,105,51,83,107,141,179,331,New confirmed cases by infection date,Likely decreasing,0.88
Lithuania,84 (30 -- 282),84,113,105,30,56,73,101,134,282,New confirmed cases by infection date,Likely increasing,0.25
Ireland,80 (30 -- 213),80,96,66,30,54,70,92,117,213,New confirmed cases by infection date,Likely decreasing,0.9
Slovakia,46 (12 -- 166),46,66,89,12,26,38,58,80,166,New confirmed cases by infection date,Stable,0.56
Malta,6 (1 -- 33),6,11,17,1,3,5,8,13,33,New confirmed cases by infection date,Likely decreasing,0.63
Estonia,1.4 (1.1 -- 1.9),1.4,1.4,0.27,1.1,1.2,1.3,1.4,1.5,1.9,Effective reproduction no.,Increasing,0.014
Poland,1.4 (1.1 -- 1.9),1.4,1.4,0.25,1.1,1.2,1.3,1.5,1.6,1.9,Effective reproduction no.,Increasing,0.018
Czechia,1.2 (1 -- 1.3),1.2,1.2,0.092,1,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.016
Latvia,1.1 (0.93 -- 1.7),1.1,1.2,0.23,0.93,1,1.1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.15
Lithuania,1.1 (0.89 -- 1.4),1.1,1.1,0.15,0.89,1,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.25
Slovenia,1.1 (0.9 -- 1.4),1.1,1.1,0.15,0.9,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.2
Croatia,1 (0.82 -- 1.2),1,1,0.13,0.82,0.94,0.99,1,1.1,1.2,Effective reproduction no.,Stable,0.46
Denmark,1 (0.81 -- 1.3),1,1,0.15,0.81,0.95,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.39
Greece,1 (0.9 -- 1.1),1,1,0.07,0.9,0.97,0.99,1,1,1.1,Effective reproduction no.,Stable,0.46
Hungary,1 (0.77 -- 1.2),1,1,0.14,0.77,0.93,0.99,1,1.1,1.2,Effective reproduction no.,Stable,0.44
Italy,1 (0.78 -- 1.4),1,1,0.17,0.78,0.94,1,1.1,1.1,1.4,Effective reproduction no.,Stable,0.41
Sweden,1 (0.78 -- 1.3),1,1,0.17,0.78,0.94,1,1.1,1.1,1.3,Effective reproduction no.,Stable,0.4
Slovakia,0.98 (0.75 -- 1.2),0.98,0.98,0.15,0.75,0.89,0.95,1,1.1,1.2,Effective reproduction no.,Stable,0.56
Portugal,0.97 (0.86 -- 1.2),0.97,0.99,0.1,0.86,0.92,0.95,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.65
Malta,0.96 (0.7 -- 1.2),0.96,0.96,0.16,0.7,0.87,0.93,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.63
Bulgaria,0.93 (0.75 -- 1.1),0.93,0.92,0.096,0.75,0.86,0.9,0.95,0.98,1.1,Effective reproduction no.,Likely decreasing,0.84
Romania,0.9 (0.74 -- 1.1),0.9,0.9,0.1,0.74,0.84,0.88,0.92,0.95,1.1,Effective reproduction no.,Likely decreasing,0.88
Ireland,0.87 (0.68 -- 1),0.87,0.87,0.11,0.68,0.8,0.85,0.9,0.94,1,Effective reproduction no.,Likely decreasing,0.9
