Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,126867 (48704 -- 350480),Likely increasing,1.1 (0.95 -- 1.4),0.17 (-0.066 -- 0.4),4.1 (1.7 -- -10)
Bulgaria,20834 (11904 -- 41057),Stable,1 (0.91 -- 1.1),0.0014 (-0.12 -- 0.15),510 (4.6 -- -5.9)
Croatia,165672 (52854 -- 511982),Likely increasing,1.1 (0.9 -- 1.3),0.1 (-0.13 -- 0.36),6.9 (1.9 -- -5.2)
Czechia,113092 (34435 -- 498487),Likely decreasing,0.85 (0.56 -- 1.1),-0.2 (-0.68 -- 0.095),-3.5 (7.3 -- -1)
Denmark,34221 (11603 -- 123502),Likely decreasing,0.94 (0.69 -- 1.1),-0.076 (-0.46 -- 0.15),-9.1 (4.5 -- -1.5)
Estonia,8268 (4037 -- 19460),Decreasing,0.75 (0.6 -- 1),-0.36 (-0.63 -- 0.0017),-1.9 (410 -- -1.1)
Greece,405294 (213057 -- 897175),Likely increasing,1.1 (0.89 -- 1.2),0.082 (-0.15 -- 0.25),8.4 (2.8 -- -4.6)
Hungary,31526 (9795 -- 118091),Likely decreasing,0.89 (0.61 -- 1.1),-0.15 (-0.6 -- 0.12),-4.7 (5.9 -- -1.2)
Iceland,645 (342 -- 1458),Decreasing,0.87 (0.74 -- 1),-0.18 (-0.38 -- -0.0026),-3.9 (-270 -- -1.8)
Ireland,24191 (12220 -- 53701),Increasing,1.1 (1 -- 1.3),0.15 (0.014 -- 0.35),4.6 (2 -- 48)
Italy,482403 (132251 -- 1737990),Likely decreasing,0.79 (0.49 -- 1),-0.29 (-0.87 -- 0.057),-2.4 (12 -- -0.8)
Latvia,5440 (2519 -- 13430),Stable,1 (0.83 -- 1.2),0.015 (-0.24 -- 0.28),48 (2.4 -- -2.9)
Lithuania,101352 (39934 -- 272576),Likely increasing,1.1 (0.9 -- 1.4),0.15 (-0.14 -- 0.42),4.7 (1.7 -- -4.9)
Luxembourg,8966 (3124 -- 30681),Likely decreasing,0.95 (0.69 -- 1.1),-0.061 (-0.46 -- 0.17),-11 (4.1 -- -1.5)
Malta,3337 (1316 -- 9076),Increasing,1.4 (1.1 -- 1.7),0.39 (0.14 -- 0.71),1.8 (0.97 -- 5)
Netherlands,21000 (9962 -- 48899),Likely decreasing,0.93 (0.66 -- 1.1),-0.089 (-0.51 -- 0.1),-7.8 (6.9 -- -1.4)
Norway,14129 (7084 -- 32519),Decreasing,0.7 (0.6 -- 0.9),-0.43 (-0.63 -- -0.13),-1.6 (-5.2 -- -1.1)
Poland,253375 (85505 -- 832621),Likely decreasing,0.94 (0.66 -- 1.1),-0.084 (-0.5 -- 0.16),-8.3 (4.4 -- -1.4)
Portugal,21798 (12663 -- 47255),Likely decreasing,0.94 (0.78 -- 1.1),-0.073 (-0.32 -- 0.11),-9.4 (6.2 -- -2.2)
Romania,37710 (21637 -- 71870),Likely increasing,1.1 (0.98 -- 1.3),0.12 (-0.028 -- 0.3),5.6 (2.3 -- -25)
Slovakia,13836 (3674 -- 59339),Likely decreasing,0.95 (0.72 -- 1.2),-0.057 (-0.41 -- 0.25),-12 (2.7 -- -1.7)
Slovenia,8230 (4368 -- 27366),Decreasing,0.62 (0.48 -- 0.99),-0.58 (-0.88 -- -0.0084),-1.2 (-82 -- -0.79)
Sweden,16973 (9532 -- 34992),Decreasing,0.72 (0.62 -- 0.87),-0.4 (-0.59 -- -0.17),-1.7 (-4.1 -- -1.2)
