Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,583 (263 -- 1428),Likely increasing,1.1 (0.97 -- 1.4),0.15 (-0.034 -- 0.44),4.7 (1.6 -- -20)
Belgium,30494 (17356 -- 52600),Increasing,1.2 (1 -- 1.4),0.28 (0.011 -- 0.48),2.5 (1.5 -- 64)
Bulgaria,42821 (9879 -- 222642),Likely increasing,1.1 (0.93 -- 1.5),0.17 (-0.098 -- 0.52),4 (1.3 -- -7)
Croatia,127920 (52248 -- 323758),Increasing,1.2 (1 -- 1.4),0.22 (0.025 -- 0.43),3.1 (1.6 -- 27)
Cyprus,3052 (1201 -- 9325),Likely decreasing,0.86 (0.68 -- 1),-0.19 (-0.48 -- 0.04),-3.6 (18 -- -1.4)
Czechia,293026 (132620 -- 672745),Increasing,1.4 (1.3 -- 1.5),0.41 (0.3 -- 0.55),1.7 (1.3 -- 2.3)
Denmark,8148 (4349 -- 18000),Likely increasing,1 (0.92 -- 1.2),0.039 (-0.11 -- 0.25),18 (2.7 -- -6.2)
Greece,76345 (45203 -- 137970),Likely decreasing,0.95 (0.87 -- 1),-0.061 (-0.17 -- 0.031),-11 (22 -- -4.1)
Hungary,25367 (9700 -- 68550),Increasing,1.4 (1.2 -- 1.7),0.44 (0.2 -- 0.72),1.6 (0.96 -- 3.4)
Iceland,474 (241 -- 1112),Likely decreasing,0.97 (0.84 -- 1.2),-0.036 (-0.22 -- 0.2),-19 (3.5 -- -3.2)
Ireland,7156 (4425 -- 12223),Likely decreasing,0.96 (0.88 -- 1.1),-0.049 (-0.16 -- 0.13),-14 (5.5 -- -4.4)
Liechtenstein,20 (5 -- 83),Likely increasing,1 (0.83 -- 1.4),0.052 (-0.24 -- 0.42),13 (1.7 -- -2.9)
Lithuania,371067 (110698 -- 1100730),Increasing,1.3 (1.1 -- 1.6),0.35 (0.13 -- 0.62),2 (1.1 -- 5.5)
Luxembourg,3193 (1669 -- 6222),Likely increasing,1.2 (0.93 -- 1.5),0.21 (-0.099 -- 0.54),3.3 (1.3 -- -7)
Malta,168 (89 -- 377),Decreasing,0.74 (0.61 -- 0.87),-0.37 (-0.61 -- -0.17),-1.9 (-4.1 -- -1.1)
Norway,25112 (13424 -- 52140),Likely increasing,1 (0.87 -- 1.1),0.041 (-0.17 -- 0.17),17 (4.1 -- -4.1)
Poland,1387980 (443942 -- 3576730),Increasing,1.3 (1 -- 1.5),0.31 (0.044 -- 0.57),2.2 (1.2 -- 16)
Portugal,4679 (2885 -- 8335),Likely decreasing,0.89 (0.79 -- 1),-0.15 (-0.3 -- 0.062),-4.5 (11 -- -2.3)
Romania,41507 (11414 -- 152863),Likely decreasing,0.84 (0.54 -- 1.1),-0.21 (-0.76 -- 0.067),-3.3 (10 -- -0.91)
Sweden,29215 (12907 -- 67018),Likely decreasing,0.95 (0.78 -- 1.1),-0.071 (-0.31 -- 0.16),-9.8 (4.3 -- -2.3)
