Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,18029 (13142 -- 24956),Likely increasing,1.1 (0.95 -- 1.2),0.015 (-0.0096 -- 0.041),46 (17 -- -72)
Belgium,25171 (14880 -- 52045),Increasing,1.1 (1 -- 1.5),0.025 (0.00015 -- 0.08),28 (8.6 -- 4700)
Bulgaria,27209 (14722 -- 49362),Likely increasing,1.2 (0.87 -- 1.7),0.04 (-0.026 -- 0.1),18 (6.8 -- -27)
Croatia,7893 (5141 -- 12788),Increasing,1.3 (1.1 -- 1.7),0.053 (0.016 -- 0.096),13 (7.2 -- 44)
Cyprus,1880 (498 -- 5224),Stable,0.93 (0.45 -- 1.6),-0.013 (-0.14 -- 0.084),-54 (8.3 -- -5)
Czechia,56214 (33044 -- 106464),Stable,1 (0.77 -- 1.4),-0.00034 (-0.046 -- 0.068),-2000 (10 -- -15)
Denmark,4119 (1905 -- 8468),Stable,1.1 (0.71 -- 1.4),0.009 (-0.061 -- 0.068),77 (10 -- -11)
Estonia,7154 (4415 -- 11238),Likely decreasing,0.96 (0.76 -- 1.2),-0.0076 (-0.049 -- 0.031),-91 (23 -- -14)
Finland,3927 (2795 -- 5322),Likely increasing,1.1 (0.9 -- 1.1),0.01 (-0.019 -- 0.023),69 (30 -- -37)
France,120986 (60328 -- 225862),Likely increasing,1 (0.81 -- 1.2),0.0027 (-0.038 -- 0.032),250 (22 -- -18)
Germany,73393 (38812 -- 147635),Likely increasing,1.1 (0.84 -- 1.4),0.019 (-0.03 -- 0.069),37 (10 -- -23)
Greece,13229 (7224 -- 25352),Likely increasing,1.1 (0.75 -- 1.6),0.01 (-0.052 -- 0.087),69 (8 -- -13)
Hungary,52509 (28462 -- 93242),Likely increasing,1.1 (0.77 -- 1.4),0.01 (-0.047 -- 0.063),69 (11 -- -15)
Iceland,25 (4 -- 171),Likely increasing,1.3 (0.59 -- 2.9),0.055 (-0.092 -- 0.21),13 (3.3 -- -7.6)
Ireland,7073 (1115 -- 35358),Likely increasing,1.9 (0.42 -- 7),0.12 (-0.15 -- 0.41),5.9 (1.7 -- -4.7)
Italy,113060 (75798 -- 170227),Likely decreasing,0.92 (0.74 -- 1.1),-0.016 (-0.054 -- 0.023),-43 (31 -- -13)
Latvia,2193 (1640 -- 2931),Likely decreasing,0.95 (0.87 -- 1),-0.0093 (-0.025 -- 0.0056),-74 (120 -- -28)
Liechtenstein,15 (3 -- 62),Stable,1 (0.52 -- 1.8),0.0052 (-0.11 -- 0.11),130 (6.4 -- -6.2)
Lithuania,2278 (1327 -- 3990),Likely decreasing,0.97 (0.76 -- 1.3),-0.0054 (-0.05 -- 0.046),-130 (15 -- -14)
Luxembourg,1111 (652 -- 2108),Likely increasing,1 (0.89 -- 1.3),0.0067 (-0.022 -- 0.044),100 (16 -- -32)
Malta,791 (380 -- 1493),Likely decreasing,0.77 (0.51 -- 1.1),-0.047 (-0.12 -- 0.0098),-15 (70 -- -5.9)
Netherlands,39748 (27637 -- 58351),Likely increasing,1.2 (0.95 -- 1.4),0.027 (-0.0095 -- 0.065),26 (11 -- -73)
Norway,6272 (3338 -- 10617),Likely increasing,1.1 (0.77 -- 1.4),0.017 (-0.047 -- 0.065),40 (11 -- -15)
Poland,193506 (130848 -- 285661),Increasing,1.2 (1 -- 1.5),0.038 (0.0068 -- 0.07),18 (9.9 -- 100)
Portugal,2161 (988 -- 5084),Likely decreasing,0.93 (0.57 -- 1.6),-0.013 (-0.097 -- 0.09),-53 (7.7 -- -7.2)
Romania,35343 (24261 -- 50353),Likely increasing,1.1 (0.94 -- 1.3),0.022 (-0.01 -- 0.049),32 (14 -- -68)
Slovakia,6616 (3659 -- 10644),Likely decreasing,0.86 (0.66 -- 1),-0.026 (-0.073 -- 0.0058),-27 (120 -- -9.5)
Slovenia,4520 (3126 -- 7047),Likely increasing,1.1 (0.94 -- 1.2),0.0092 (-0.011 -- 0.04),76 (17 -- -62)
Spain,12292 (2642 -- 67235),Likely decreasing,0.82 (0.46 -- 1.6),-0.036 (-0.13 -- 0.084),-19 (8.2 -- -5.1)
Sweden,22605 (9160 -- 69492),Stable,1 (0.77 -- 1.4),0.0037 (-0.047 -- 0.067),190 (10 -- -15)
Switzerland,8391 (4083 -- 20129),Likely increasing,1.1 (0.86 -- 1.5),0.017 (-0.028 -- 0.079),41 (8.8 -- -25)
United Kingdom,31037 (19662 -- 46175),Stable,1 (0.78 -- 1.3),0.0036 (-0.044 -- 0.042),190 (17 -- -16)
