region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,24565 (3552 -- 80918),24565,31975,43712,3552,13936,20140,28878,38730,80918,New confirmed cases by infection date,Likely decreasing,0.71
France,23951 (10654 -- 56321),23951,27612,15462,10654,17446,21336,27183,33676,56321,New confirmed cases by infection date,Likely increasing,0.069
Austria,14649 (5246 -- 33170),14649,16502,10424,5246,10159,12925,16697,20391,33170,New confirmed cases by infection date,Stable,0.47
Italy,7917 (2851 -- 23346),7917,10372,12569,2851,5444,6896,9188,12135,23346,New confirmed cases by infection date,Likely decreasing,0.62
Poland,7757 (4088 -- 13924),7757,8244,3190,4088,6017,7065,8530,9821,13924,New confirmed cases by infection date,Likely increasing,0.38
United Kingdom,6619 (2238 -- 27533),6619,10126,14335,2238,4219,5587,7854,10738,27533,New confirmed cases by infection date,Stable,0.46
Romania,2499 (1205 -- 5001),2499,2725,1325,1205,1918,2273,2735,3213,5001,New confirmed cases by infection date,Likely increasing,0.24
Belgium,2434 (311 -- 16067),2434,5097,11819,311,1193,1891,3124,4917,16067,New confirmed cases by infection date,Stable,0.44
Czechia,1897 (1024 -- 3613),1897,2048,879,1024,1464,1724,2077,2434,3613,New confirmed cases by infection date,Likely decreasing,0.64
Slovenia,1118 (609 -- 2051),1118,1198,468,609,887,1025,1216,1417,2051,New confirmed cases by infection date,Likely increasing,0.33
Lithuania,733 (355 -- 1561),733,827,457,355,565,664,814,970,1561,New confirmed cases by infection date,Stable,0.53
Slovakia,721 (404 -- 1279),721,768,304,404,571,666,782,902,1279,New confirmed cases by infection date,Likely increasing,0.27
Spain,566 (76 -- 3227),566,1289,7591,76,284,440,727,1085,3227,New confirmed cases by infection date,Likely decreasing,0.77
Cyprus,519 (194 -- 1498),519,644,530,194,373,458,582,739,1498,New confirmed cases by infection date,Likely decreasing,0.6
Netherlands,510 (43 -- 5019),510,1576,6556,43,223,385,686,1166,5019,New confirmed cases by infection date,Likely decreasing,0.62
Denmark,257 (79 -- 1241),257,442,1675,79,160,214,309,445,1241,New confirmed cases by infection date,Likely decreasing,0.6
Bulgaria,249 (105 -- 700),249,303,208,105,175,216,286,363,700,New confirmed cases by infection date,Likely increasing,0.25
Sweden,236 (103 -- 582),236,279,208,103,170,210,265,333,582,New confirmed cases by infection date,Stable,0.58
Switzerland,201 (45 -- 1254),201,422,1337,45,112,162,252,368,1254,New confirmed cases by infection date,Likely decreasing,0.68
Finland,171 (42 -- 751),171,285,575,42,99,139,210,299,751,New confirmed cases by infection date,Likely decreasing,0.76
Norway,142 (78 -- 255),142,151,56,78,112,131,154,178,255,New confirmed cases by infection date,Likely increasing,0.34
Hungary,138 (26 -- 1240),138,344,870,26,73,107,176,283,1240,New confirmed cases by infection date,Stable,0.56
Luxembourg,108 (36 -- 445),108,172,369,36,71,92,129,173,445,New confirmed cases by infection date,Likely decreasing,0.66
Latvia,66 (15 -- 327),66,109,163,15,37,52,84,124,327,New confirmed cases by infection date,Stable,0.45
Estonia,51 (14 -- 226),51,83,151,14,31,43,61,88,226,New confirmed cases by infection date,Likely decreasing,0.66
Croatia,36 (7 -- 152),36,55,102,7,22,30,43,57,152,New confirmed cases by infection date,Likely decreasing,0.86
Malta,23 (2 -- 203),23,58,163,2,9,16,31,55,203,New confirmed cases by infection date,Likely increasing,0.39
