Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,14649 (5246 -- 33170),Stable,1 (0.62 -- 1.4),0.0021 (-0.085 -- 0.059),330 (12 -- -8.1)
Belgium,2434 (311 -- 16067),Stable,1 (0.41 -- 2),0.0072 (-0.15 -- 0.13),96 (5.3 -- -4.6)
Bulgaria,249 (105 -- 700),Likely increasing,1.1 (0.76 -- 1.7),0.024 (-0.048 -- 0.1),28 (6.8 -- -14)
Croatia,36 (7 -- 152),Likely decreasing,0.8 (0.46 -- 1.3),-0.039 (-0.13 -- 0.042),-18 (16 -- -5.2)
Cyprus,519 (194 -- 1498),Likely decreasing,0.97 (0.68 -- 1.4),-0.006 (-0.067 -- 0.059),-120 (12 -- -10)
Czechia,1897 (1024 -- 3613),Likely decreasing,0.93 (0.66 -- 1.3),-0.013 (-0.074 -- 0.056),-52 (12 -- -9.3)
Denmark,257 (79 -- 1241),Likely decreasing,0.93 (0.59 -- 1.6),-0.012 (-0.092 -- 0.093),-57 (7.5 -- -7.5)
Estonia,51 (14 -- 226),Likely decreasing,0.94 (0.63 -- 1.5),-0.011 (-0.08 -- 0.074),-65 (9.3 -- -8.6)
Finland,171 (42 -- 751),Likely decreasing,0.89 (0.59 -- 1.4),-0.021 (-0.093 -- 0.063),-32 (11 -- -7.5)
France,23951 (10654 -- 56321),Likely increasing,1.7 (0.94 -- 3.2),0.1 (-0.011 -- 0.23),6.9 (3 -- -66)
Germany,24565 (3552 -- 80918),Likely decreasing,0.94 (0.44 -- 1.3),-0.012 (-0.14 -- 0.047),-57 (15 -- -4.9)
Hungary,138 (26 -- 1240),Stable,0.95 (0.5 -- 2),-0.0085 (-0.12 -- 0.14),-82 (5.1 -- -5.8)
Italy,7917 (2851 -- 23346),Likely decreasing,0.94 (0.61 -- 1.4),-0.011 (-0.086 -- 0.061),-65 (11 -- -8)
Latvia,66 (15 -- 327),Stable,1 (0.54 -- 2),0.0083 (-0.11 -- 0.13),83 (5.4 -- -6.4)
Liechtenstein,6 (1 -- 37),Stable,0.99 (0.55 -- 1.7),-0.0017 (-0.11 -- 0.096),-400 (7.2 -- -6.6)
Lithuania,733 (355 -- 1561),Stable,0.99 (0.76 -- 1.2),-0.0012 (-0.05 -- 0.041),-580 (17 -- -14)
Luxembourg,108 (36 -- 445),Likely decreasing,0.95 (0.71 -- 1.5),-0.01 (-0.059 -- 0.076),-69 (9.1 -- -12)
Malta,23 (2 -- 203),Likely increasing,1.2 (0.34 -- 3),0.028 (-0.18 -- 0.22),25 (3.1 -- -3.8)
Netherlands,510 (43 -- 5019),Likely decreasing,0.9 (0.27 -- 2),-0.019 (-0.22 -- 0.13),-36 (5.4 -- -3.2)
Norway,142 (78 -- 255),Likely increasing,1.1 (0.77 -- 1.4),0.012 (-0.046 -- 0.066),59 (10 -- -15)
Poland,7757 (4088 -- 13924),Likely increasing,1.1 (0.75 -- 1.5),0.01 (-0.052 -- 0.07),66 (9.9 -- -13)
Romania,2499 (1205 -- 5001),Likely increasing,1.1 (0.79 -- 1.4),0.019 (-0.042 -- 0.069),36 (10 -- -17)
Slovakia,721 (404 -- 1279),Likely increasing,1.1 (0.84 -- 1.5),0.017 (-0.032 -- 0.07),40 (9.9 -- -22)
Slovenia,1118 (609 -- 2051),Likely increasing,1.1 (0.78 -- 1.5),0.015 (-0.045 -- 0.076),48 (9.2 -- -16)
Spain,566 (76 -- 3227),Likely decreasing,0.87 (0.43 -- 1.4),-0.026 (-0.14 -- 0.063),-27 (11 -- -4.8)
Sweden,236 (103 -- 582),Stable,0.96 (0.74 -- 1.5),-0.0075 (-0.053 -- 0.071),-93 (9.7 -- -13)
Switzerland,201 (45 -- 1254),Likely decreasing,0.91 (0.57 -- 1.7),-0.017 (-0.099 -- 0.099),-41 (7 -- -7)
United Kingdom,6619 (2238 -- 27533),Stable,1 (0.75 -- 1.5),0.0018 (-0.05 -- 0.079),380 (8.8 -- -14)
