region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Romania,1713320 (573091 -- 5048090),1713320,2102670,1464650,573091,1111470,1469130,2032670,2640420,5048090,New confirmed cases by infection date,Increasing,0.016
Italy,936509 (345829 -- 2792560),936509,1184700,996453,345829,609688,802950,1098120,1424510,2792560,New confirmed cases by infection date,Likely increasing,0.24
Greece,435734 (211001 -- 960815),435734,486017,239694,211001,321469,385814,487950,581585,960815,New confirmed cases by infection date,Increasing,0.023
Croatia,313837 (84573 -- 867326),313837,380700,295750,84573,193311,266391,364327,467697,867326,New confirmed cases by infection date,Likely increasing,0.32
Czechia,229246 (73826 -- 681016),229246,282094,207242,73826,146201,195548,267356,354215,681016,New confirmed cases by infection date,Increasing,5e-04
Belgium,181102 (42584 -- 603543),181102,235388,205859,42584,96792,146291,218968,305628,603543,New confirmed cases by infection date,Likely increasing,0.12
Hungary,135935 (30977 -- 445268),135935,176489,155668,30977,80491,112322,163768,225916,445268,New confirmed cases by infection date,Increasing,0.012
Portugal,88961 (36784 -- 249631),88961,110204,79345,36784,62907,78182,102299,131858,249631,New confirmed cases by infection date,Stable,0.56
Poland,71055 (22433 -- 216194),71055,88864,68861,22433,44521,59423,83953,109351,216194,New confirmed cases by infection date,Increasing,0.003
Bulgaria,54629 (25964 -- 128157),54629,62322,33203,25964,39591,48101,61484,75855,128157,New confirmed cases by infection date,Increasing,0
Lithuania,49332 (12621 -- 185050),49332,67355,63952,12621,27765,38965,61000,83982,185050,New confirmed cases by infection date,Increasing,0.011
Slovakia,32502 (9792 -- 101926),32502,41418,31403,9792,20983,27552,39027,52275,101926,New confirmed cases by infection date,Increasing,0.012
Cyprus,29430 (15846 -- 59607),29430,32651,14350,15846,22693,26662,32718,38968,59607,New confirmed cases by infection date,Likely increasing,0.14
Sweden,24684 (11047 -- 54897),24684,27624,14583,11047,17332,21617,27511,34298,54897,New confirmed cases by infection date,Stable,0.5
