Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,9029 (3622 -- 22178),Likely decreasing,0.9 (0.54 -- 1.4),-0.02 (-0.11 -- 0.056),-35 (12 -- -6.6)
Belgium,2965 (438 -- 15780),Likely decreasing,0.79 (0.38 -- 1.4),-0.041 (-0.16 -- 0.057),-17 (12 -- -4.3)
Bulgaria,590 (370 -- 812),Decreasing,0.87 (0.68 -- 0.98),-0.026 (-0.067 -- -0.0043),-27 (-160 -- -10)
Croatia,842 (368 -- 1754),Likely decreasing,0.76 (0.46 -- 1.2),-0.048 (-0.13 -- 0.033),-14 (21 -- -5.2)
Cyprus,121 (15 -- 1585),Likely decreasing,0.76 (0.3 -- 2.4),-0.05 (-0.2 -- 0.17),-14 (4 -- -3.5)
Czechia,716 (195 -- 2355),Likely decreasing,0.71 (0.43 -- 1),-0.061 (-0.14 -- 0.0047),-11 (150 -- -4.9)
Denmark,1149 (565 -- 2561),Likely decreasing,0.81 (0.59 -- 1.1),-0.037 (-0.091 -- 0.023),-19 (30 -- -7.6)
Estonia,45 (4 -- 191),Decreasing,0.57 (0.21 -- 0.88),-0.098 (-0.25 -- -0.023),-7 (-30 -- -2.8)
Finland,1233 (212 -- 11885),Likely decreasing,0.81 (0.42 -- 2),-0.038 (-0.15 -- 0.13),-18 (5.5 -- -4.7)
France,56942 (33199 -- 100443),Likely decreasing,0.9 (0.67 -- 1.2),-0.02 (-0.071 -- 0.04),-35 (17 -- -9.8)
Germany,113733 (42021 -- 279508),Likely decreasing,0.87 (0.62 -- 1.2),-0.025 (-0.085 -- 0.031),-28 (23 -- -8.1)
Greece,9055 (4345 -- 20273),Likely decreasing,0.9 (0.63 -- 1.3),-0.019 (-0.081 -- 0.05),-36 (14 -- -8.6)
Hungary,1342 (217 -- 4835),Likely decreasing,0.86 (0.48 -- 1.2),-0.028 (-0.13 -- 0.03),-25 (23 -- -5.5)
Iceland,106 (15 -- 922),Stable,1 (0.44 -- 2.4),0.00066 (-0.14 -- 0.17),1000 (4.1 -- -5)
Ireland,4150 (1353 -- 31138),Stable,1 (0.71 -- 2.4),0.0037 (-0.061 -- 0.17),180 (4 -- -11)
Italy,65942 (40885 -- 106730),Likely decreasing,0.85 (0.64 -- 1.1),-0.029 (-0.077 -- 0.018),-24 (39 -- -9)
Latvia,318 (80 -- 951),Likely decreasing,0.74 (0.4 -- 1.1),-0.053 (-0.16 -- 0.015),-13 (45 -- -4.4)
Liechtenstein,15 (5 -- 55),Likely decreasing,0.81 (0.55 -- 1.3),-0.037 (-0.1 -- 0.049),-19 (14 -- -6.7)
Lithuania,138 (66 -- 295),Decreasing,0.64 (0.47 -- 0.88),-0.08 (-0.13 -- -0.023),-8.7 (-30 -- -5.3)
Luxembourg,1018 (401 -- 2612),Likely decreasing,0.92 (0.68 -- 1.3),-0.015 (-0.07 -- 0.05),-45 (14 -- -10)
Malta,168 (46 -- 645),Likely decreasing,0.81 (0.42 -- 1.5),-0.037 (-0.15 -- 0.08),-19 (8.7 -- -4.7)
Netherlands,1493 (329 -- 11575),Likely decreasing,0.8 (0.44 -- 1.8),-0.039 (-0.14 -- 0.12),-18 (6 -- -5)
Norway,419 (266 -- 682),Likely decreasing,0.86 (0.67 -- 1.1),-0.027 (-0.071 -- 0.021),-26 (34 -- -9.8)
Poland,697 (261 -- 1855),Likely decreasing,0.81 (0.43 -- 1.5),-0.038 (-0.14 -- 0.077),-18 (9 -- -4.9)
Portugal,61646 (18585 -- 436631),Likely increasing,1.2 (0.85 -- 2.3),0.031 (-0.029 -- 0.16),22 (4.4 -- -24)
Romania,1056 (667 -- 2079),Likely decreasing,0.85 (0.72 -- 1.1),-0.029 (-0.058 -- 0.019),-24 (37 -- -12)
Slovakia,490 (125 -- 1594),Decreasing,0.66 (0.4 -- 0.97),-0.072 (-0.16 -- -0.0057),-9.6 (-120 -- -4.5)
Slovenia,997 (541 -- 1788),Likely decreasing,0.81 (0.57 -- 1.1),-0.036 (-0.097 -- 0.016),-19 (43 -- -7.1)
Spain,23576 (955 -- 468307),Stable,1.1 (0.19 -- 4),0.0086 (-0.27 -- 0.28),81 (2.4 -- -2.6)
Sweden,199 (8 -- 3347),Stable,0.95 (0.2 -- 3.2),-0.0097 (-0.26 -- 0.23),-72 (3 -- -2.6)
Switzerland,518 (29 -- 9303),Likely decreasing,0.77 (0.21 -- 2.4),-0.046 (-0.26 -- 0.17),-15 (4 -- -2.7)
United Kingdom,15381 (4206 -- 59240),Likely decreasing,0.81 (0.5 -- 1.3),-0.039 (-0.12 -- 0.053),-18 (13 -- -5.7)
