Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,9181 (6665 -- 12830),Likely decreasing,0.95 (0.82 -- 1.1),-0.0085 (-0.036 -- 0.021),-81 (33 -- -19)
Belgium,15079 (7957 -- 29175),Likely decreasing,0.94 (0.72 -- 1.2),-0.011 (-0.059 -- 0.04),-61 (17 -- -12)
Bulgaria,5160 (2214 -- 13322),Likely decreasing,0.8 (0.55 -- 1.2),-0.039 (-0.1 -- 0.038),-18 (18 -- -6.7)
Croatia,8653 (4700 -- 13223),Likely decreasing,0.92 (0.63 -- 1.1),-0.016 (-0.08 -- 0.02),-43 (35 -- -8.7)
Cyprus,4670 (2080 -- 8841),Stable,0.99 (0.54 -- 1.5),-0.0011 (-0.11 -- 0.076),-610 (9.1 -- -6.6)
Czechia,8178 (4102 -- 16577),Likely decreasing,0.82 (0.6 -- 1.1),-0.035 (-0.089 -- 0.017),-20 (40 -- -7.8)
Denmark,3820 (2339 -- 5969),Stable,1 (0.86 -- 1.2),0.003 (-0.026 -- 0.03),230 (23 -- -27)
Estonia,1221 (721 -- 2040),Likely decreasing,0.82 (0.62 -- 1.1),-0.036 (-0.084 -- 0.01),-19 (67 -- -8.2)
Finland,849 (503 -- 1547),Likely decreasing,0.85 (0.68 -- 1.1),-0.03 (-0.068 -- 0.017),-23 (40 -- -10)
France,197862 (75155 -- 430924),Likely increasing,1 (0.73 -- 1.2),0.0046 (-0.055 -- 0.04),150 (17 -- -13)
Germany,128530 (81135 -- 213617),Likely increasing,1.1 (0.93 -- 1.3),0.014 (-0.013 -- 0.045),51 (15 -- -53)
Greece,11024 (7200 -- 15929),Likely decreasing,0.92 (0.74 -- 1.1),-0.016 (-0.053 -- 0.013),-43 (55 -- -13)
Hungary,6923 (3686 -- 12271),Decreasing,0.7 (0.48 -- 0.94),-0.062 (-0.13 -- -0.011),-11 (-62 -- -5.5)
Iceland,66 (10 -- 433),Likely increasing,1.1 (0.49 -- 2.6),0.019 (-0.12 -- 0.19),36 (3.7 -- -5.7)
Ireland,2479 (1556 -- 4499),Likely increasing,1.1 (0.91 -- 1.6),0.023 (-0.017 -- 0.087),30 (7.9 -- -40)
Italy,60861 (40921 -- 88541),Stable,0.98 (0.78 -- 1.2),-0.004 (-0.043 -- 0.03),-170 (23 -- -16)
Latvia,3031 (2274 -- 4110),Likely increasing,1.1 (0.95 -- 1.2),0.011 (-0.0093 -- 0.03),62 (23 -- -75)
Liechtenstein,84 (36 -- 192),Likely increasing,1.2 (0.83 -- 1.5),0.032 (-0.034 -- 0.081),22 (8.6 -- -20)
Lithuania,5582 (3208 -- 8744),Stable,1 (0.76 -- 1.2),0.0037 (-0.048 -- 0.035),190 (20 -- -15)
Luxembourg,938 (478 -- 1556),Stable,0.99 (0.79 -- 1.1),-0.0016 (-0.043 -- 0.021),-440 (33 -- -16)
Malta,37 (8 -- 126),Decreasing,0.47 (0.17 -- 0.97),-0.13 (-0.28 -- -0.0058),-5.3 (-120 -- -2.5)
Netherlands,38276 (22252 -- 55844),Stable,1 (0.68 -- 1.2),9.1e-05 (-0.067 -- 0.035),7600 (20 -- -10)
Norway,1454 (800 -- 2649),Likely decreasing,0.82 (0.6 -- 1.1),-0.035 (-0.089 -- 0.02),-20 (35 -- -7.8)
Poland,18919 (9386 -- 31390),Decreasing,0.61 (0.39 -- 0.78),-0.087 (-0.16 -- -0.043),-7.9 (-16 -- -4.3)
Portugal,2285 (961 -- 6106),Stable,1 (0.58 -- 2),0.0047 (-0.094 -- 0.14),150 (5.1 -- -7.4)
Romania,6257 (4597 -- 8471),Decreasing,0.74 (0.62 -- 0.86),-0.053 (-0.083 -- -0.026),-13 (-26 -- -8.4)
Slovakia,2287 (1561 -- 3514),Likely decreasing,0.9 (0.77 -- 1.1),-0.018 (-0.046 -- 0.016),-38 (44 -- -15)
Slovenia,2648 (1706 -- 4193),Likely decreasing,0.88 (0.72 -- 1.1),-0.023 (-0.058 -- 0.015),-30 (46 -- -12)
Spain,30629 (1757 -- 168775),Likely decreasing,0.92 (0.25 -- 1.6),-0.015 (-0.23 -- 0.084),-47 (8.3 -- -3)
Sweden,32333 (16292 -- 58619),Likely increasing,1 (0.85 -- 1.2),0.007 (-0.03 -- 0.035),99 (20 -- -23)
Switzerland,11124 (4854 -- 21362),Likely increasing,1 (0.75 -- 1.3),0.0059 (-0.051 -- 0.043),120 (16 -- -13)
United Kingdom,8587 (5693 -- 16419),Likely decreasing,0.89 (0.8 -- 1.2),-0.021 (-0.04 -- 0.032),-33 (22 -- -17)
