Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,55663 (23458 -- 136584),Increasing,1.5 (1.3 -- 1.9),0.58 (0.35 -- 0.86),1.2 (0.8 -- 2)
Bulgaria,5571 (3088 -- 11150),Increasing,1.2 (1 -- 1.5),0.28 (0.03 -- 0.51),2.5 (1.4 -- 23)
Croatia,34965 (19884 -- 70784),Increasing,1.8 (1.6 -- 2),0.76 (0.58 -- 0.93),0.91 (0.75 -- 1.2)
Cyprus,57751 (23156 -- 138487),Likely increasing,1.1 (0.91 -- 1.3),0.13 (-0.11 -- 0.3),5.5 (2.3 -- -6.2)
Czechia,10782 (4816 -- 24683),Increasing,1.5 (1.2 -- 1.8),0.5 (0.18 -- 0.8),1.4 (0.86 -- 3.8)
Denmark,11211 (4964 -- 25526),Increasing,1.3 (1.1 -- 1.6),0.36 (0.12 -- 0.62),1.9 (1.1 -- 5.9)
Estonia,735 (250 -- 2546),Stable,1 (0.85 -- 1.3),0.03 (-0.21 -- 0.34),23 (2.1 -- -3.3)
Finland,6072 (3125 -- 10917),Likely increasing,1.1 (0.98 -- 1.3),0.11 (-0.02 -- 0.3),6.3 (2.3 -- -35)
Greece,212614 (111361 -- 460257),Increasing,1.2 (1 -- 1.4),0.22 (0.033 -- 0.4),3.2 (1.7 -- 21)
Hungary,6590 (3418 -- 13927),Increasing,1.7 (1.3 -- 2.1),0.66 (0.38 -- 0.97),1.1 (0.72 -- 1.8)
Iceland,1764 (597 -- 6192),Likely increasing,1.2 (0.96 -- 1.5),0.2 (-0.047 -- 0.5),3.5 (1.4 -- -15)
Ireland,39447 (14090 -- 103128),Likely increasing,1.2 (0.93 -- 1.4),0.22 (-0.09 -- 0.47),3.1 (1.5 -- -7.7)
Italy,487612 (223299 -- 1066580),Likely increasing,1.2 (1 -- 1.4),0.19 (-0.00073 -- 0.44),3.7 (1.6 -- -950)
Latvia,767 (408 -- 1709),Increasing,1.1 (1 -- 1.4),0.18 (0.0046 -- 0.4),3.9 (1.8 -- 150)
Lithuania,5464 (2465 -- 13945),Increasing,1.3 (1.1 -- 1.8),0.38 (0.099 -- 0.77),1.8 (0.9 -- 7)
Luxembourg,5245 (2781 -- 13980),Increasing,1.3 (1.2 -- 1.6),0.36 (0.21 -- 0.58),1.9 (1.2 -- 3.3)
Malta,4737 (2360 -- 9534),Likely increasing,1.1 (0.94 -- 1.2),0.092 (-0.081 -- 0.24),7.6 (2.9 -- -8.6)
Netherlands,5515 (2806 -- 11538),Increasing,1.2 (1 -- 1.4),0.24 (0.053 -- 0.46),2.9 (1.5 -- 13)
Norway,10870 (5618 -- 24016),Increasing,1.3 (1.1 -- 1.5),0.34 (0.15 -- 0.55),2 (1.3 -- 4.7)
Poland,5406 (2325 -- 13010),Increasing,1.2 (1 -- 1.6),0.27 (0.029 -- 0.63),2.6 (1.1 -- 24)
Portugal,104685 (55490 -- 212588),Increasing,1.3 (1.1 -- 1.4),0.33 (0.16 -- 0.48),2.1 (1.4 -- 4.4)
Romania,111321 (65548 -- 221548),Increasing,1.7 (1.5 -- 1.9),0.68 (0.52 -- 0.83),1 (0.83 -- 1.3)
Slovakia,703 (304 -- 1841),Likely increasing,1.1 (0.95 -- 1.5),0.15 (-0.071 -- 0.5),4.6 (1.4 -- -9.7)
Slovenia,1352 (546 -- 3772),Increasing,1.3 (1 -- 1.7),0.31 (0.048 -- 0.69),2.2 (1 -- 14)
Sweden,10863 (5863 -- 18979),Increasing,1.3 (1.1 -- 1.5),0.36 (0.1 -- 0.54),1.9 (1.3 -- 6.9)
