region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Spain,NA (274031000 -- NA),,,,274031000,1487270000,,,,,New confirmed cases by infection date,Increasing,0.0023
Portugal,97385 (39416 -- 291518),97385,124605,101503,39416,67297,85445,114181,151241,291518,New confirmed cases by infection date,Likely increasing,0.15
Germany,46925 (13196 -- 120197),46925,55421,46640,13196,30793,40256,54360,67221,120197,New confirmed cases by infection date,Likely decreasing,0.92
Italy,32550 (22401 -- 45080),32550,32975,7201,22401,28052,30768,34231,37068,45080,New confirmed cases by infection date,Decreasing,0.99
France,23424 (10172 -- 52282),23424,26517,14861,10172,17278,21159,26387,31948,52282,New confirmed cases by infection date,Likely decreasing,0.91
Sweden,18741 (634 -- 551638),18741,116998,313527,634,4553,10887,32620,84992,551638,New confirmed cases by infection date,Likely increasing,0.087
United Kingdom,9026 (2316 -- 30208),9026,12044,14520,2316,5571,7672,10582,14084,30208,New confirmed cases by infection date,Likely decreasing,0.87
Greece,7513 (4279 -- 14759),7513,8336,3763,4279,5959,6856,8282,9679,14759,New confirmed cases by infection date,Likely decreasing,0.73
Austria,2935 (708 -- 7251),2935,3324,2926,708,1850,2529,3333,4065,7251,New confirmed cases by infection date,Likely decreasing,0.94
Ireland,2136 (367 -- 12805),2136,3964,7214,367,1204,1714,2706,3989,12805,New confirmed cases by infection date,Likely decreasing,0.73
Belgium,2131 (230 -- 17717),2131,5689,20556,230,1023,1633,2804,4322,17717,New confirmed cases by infection date,Likely decreasing,0.81
Netherlands,1571 (190 -- 13134),1571,3990,9683,190,700,1157,2122,3629,13134,New confirmed cases by infection date,Stable,0.59
Finland,899 (55 -- 15448),899,3871,12825,55,306,622,1389,2936,15448,New confirmed cases by infection date,Stable,0.54
Denmark,783 (390 -- 2099),783,960,719,390,594,704,880,1086,2099,New confirmed cases by infection date,Likely decreasing,0.85
Romania,647 (336 -- 1259),647,704,309,336,512,595,704,824,1259,New confirmed cases by infection date,Likely decreasing,0.89
Slovenia,594 (301 -- 1043),594,626,255,301,466,542,652,743,1043,New confirmed cases by infection date,Likely decreasing,0.94
Norway,534 (302 -- 1000),534,580,234,302,424,488,590,680,1000,New confirmed cases by infection date,Stable,0.48
Croatia,530 (269 -- 1110),530,591,286,269,402,477,592,709,1110,New confirmed cases by infection date,Likely decreasing,0.78
Poland,425 (153 -- 1144),425,506,340,153,288,366,487,627,1144,New confirmed cases by infection date,Likely decreasing,0.65
Bulgaria,376 (247 -- 581),376,391,108,247,326,359,397,433,581,New confirmed cases by infection date,Likely decreasing,0.9
Slovakia,375 (121 -- 1640),375,589,873,121,234,312,453,640,1640,New confirmed cases by infection date,Likely decreasing,0.84
Cyprus,251 (18 -- 3584),251,917,2665,18,88,168,359,697,3584,New confirmed cases by infection date,Likely increasing,0.37
Czechia,244 (63 -- 776),244,320,326,63,149,206,292,384,776,New confirmed cases by infection date,Likely decreasing,0.93
Switzerland,241 (2 -- 9780),241,2831,14726,2,48,135,441,1069,9780,New confirmed cases by infection date,Likely decreasing,0.69
Hungary,221 (26 -- 1509),221,465,1059,26,95,160,293,481,1509,New confirmed cases by infection date,Likely decreasing,0.87
Lithuania,213 (89 -- 679),213,280,239,89,146,185,248,328,679,New confirmed cases by infection date,Likely decreasing,0.6
Latvia,208 (68 -- 814),208,296,363,68,135,178,245,324,814,New confirmed cases by infection date,Likely decreasing,0.82
Iceland,175 (11 -- 2861),175,840,3621,11,60,118,260,532,2861,New confirmed cases by infection date,Stable,0.44
Malta,166 (51 -- 605),166,228,249,51,103,139,196,268,605,New confirmed cases by infection date,Stable,0.57
Estonia,15 (2 -- 129),15,39,112,2,7,11,20,32,129,New confirmed cases by infection date,Likely decreasing,0.86
Liechtenstein,7 (1 -- 29),7,11,14,1,4,6,9,12,29,New confirmed cases by infection date,Likely decreasing,0.87
Spain,5.8 (2.4 -- 9.2),5.8,5.8,2.1,2.4,4.2,5.1,6.4,7.3,9.2,Effective reproduction no.,Increasing,0.0023
Sweden,2.9 (0.82 -- 8.8),2.9,3.6,2.4,0.82,1.7,2.3,3.6,5,8.8,Effective reproduction no.,Likely increasing,0.087
Cyprus,1.3 (0.34 -- 4.2),1.3,1.7,1.4,0.34,0.8,1.1,1.5,2.1,4.2,Effective reproduction no.,Likely increasing,0.37
Portugal,1.2 (0.83 -- 1.6),1.2,1.2,0.25,0.83,1.1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.15
Iceland,1.1 (0.3 -- 3.6),1.1,1.4,1.2,0.3,0.68,0.94,1.3,1.8,3.6,Effective reproduction no.,Stable,0.44
Norway,1 (0.75 -- 1.4),1,1,0.21,0.75,0.9,0.97,1.1,1.1,1.4,Effective reproduction no.,Stable,0.48
Finland,0.94 (0.23 -- 3.1),0.94,1.2,1,0.23,0.57,0.78,1.1,1.5,3.1,Effective reproduction no.,Stable,0.54
Malta,0.94 (0.51 -- 1.8),0.94,1,0.45,0.51,0.75,0.87,1,1.2,1.8,Effective reproduction no.,Stable,0.57
Lithuania,0.93 (0.65 -- 1.6),0.93,1,0.34,0.65,0.8,0.88,1,1.1,1.6,Effective reproduction no.,Likely decreasing,0.6
Greece,0.92 (0.71 -- 1.2),0.92,0.94,0.17,0.71,0.85,0.89,0.95,1,1.2,Effective reproduction no.,Likely decreasing,0.73
Netherlands,0.9 (0.33 -- 2.1),0.9,1,0.65,0.33,0.64,0.79,1,1.2,2.1,Effective reproduction no.,Stable,0.59
Ireland,0.88 (0.47 -- 1.5),0.88,0.92,0.34,0.47,0.76,0.84,0.92,1,1.5,Effective reproduction no.,Likely decreasing,0.73
Poland,0.87 (0.46 -- 1.6),0.87,0.94,0.38,0.46,0.68,0.8,0.95,1.1,1.6,Effective reproduction no.,Likely decreasing,0.65
Bulgaria,0.86 (0.72 -- 1.1),0.86,0.87,0.12,0.72,0.82,0.85,0.87,0.91,1.1,Effective reproduction no.,Likely decreasing,0.9
Romania,0.85 (0.64 -- 1.1),0.85,0.85,0.14,0.64,0.79,0.83,0.87,0.92,1.1,Effective reproduction no.,Likely decreasing,0.89
Croatia,0.83 (0.55 -- 1.3),0.83,0.86,0.24,0.55,0.71,0.78,0.88,0.98,1.3,Effective reproduction no.,Likely decreasing,0.78
