region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Denmark,0.83 (0.65 -- 1.2),0.83,0.87,0.2,0.65,0.78,0.81,0.86,0.92,1.2,Effective reproduction no.,Likely decreasing,0.85
Slovenia,0.83 (0.64 -- 1),0.83,0.83,0.12,0.64,0.77,0.81,0.85,0.88,1,Effective reproduction no.,Likely decreasing,0.94
Germany,0.81 (0.51 -- 1.1),0.81,0.8,0.2,0.51,0.72,0.78,0.84,0.88,1.1,Effective reproduction no.,Likely decreasing,0.92
Belgium,0.8 (0.33 -- 1.5),0.8,0.84,0.4,0.33,0.64,0.75,0.84,0.94,1.5,Effective reproduction no.,Likely decreasing,0.81
United Kingdom,0.8 (0.49 -- 1.2),0.8,0.81,0.23,0.49,0.7,0.76,0.83,0.89,1.2,Effective reproduction no.,Likely decreasing,0.87
Latvia,0.79 (0.53 -- 1.4),0.79,0.85,0.29,0.53,0.71,0.77,0.83,0.93,1.4,Effective reproduction no.,Likely decreasing,0.82
Italy,0.78 (0.66 -- 0.91),0.78,0.78,0.08,0.66,0.74,0.77,0.8,0.83,0.91,Effective reproduction no.,Decreasing,0.99
Liechtenstein,0.78 (0.41 -- 1.2),0.78,0.78,0.24,0.41,0.66,0.74,0.81,0.89,1.2,Effective reproduction no.,Likely decreasing,0.87
Austria,0.76 (0.4 -- 1),0.76,0.74,0.2,0.4,0.63,0.72,0.79,0.83,1,Effective reproduction no.,Likely decreasing,0.94
France,0.76 (0.5 -- 1.1),0.76,0.78,0.18,0.5,0.67,0.73,0.8,0.87,1.1,Effective reproduction no.,Likely decreasing,0.91
Slovakia,0.76 (0.5 -- 1.3),0.76,0.81,0.27,0.5,0.66,0.72,0.81,0.9,1.3,Effective reproduction no.,Likely decreasing,0.84
Czechia,0.69 (0.42 -- 1),0.69,0.71,0.21,0.42,0.59,0.65,0.72,0.78,1,Effective reproduction no.,Likely decreasing,0.93
Hungary,0.69 (0.35 -- 1.3),0.69,0.75,0.38,0.35,0.55,0.64,0.75,0.85,1.3,Effective reproduction no.,Likely decreasing,0.87
Estonia,0.59 (0.29 -- 1.5),0.59,0.71,0.46,0.29,0.46,0.54,0.66,0.8,1.5,Effective reproduction no.,Likely decreasing,0.86
Switzerland,0.58 (0.061 -- 3.2),0.58,0.97,1.2,0.061,0.26,0.43,0.79,1.2,3.2,Effective reproduction no.,Likely decreasing,0.69
Luxembourg,0.024 (0.00064 -- 0.24),0.024,0.061,0.13,0.00064,0.0062,0.015,0.037,0.07,0.24,Effective reproduction no.,Decreasing,1
Luxembourg,0 (0 -- 0),0,0,1,0,0,0,0,0,0,New confirmed cases by infection date,Decreasing,1
