Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,4877 (2416 -- 9174),Increasing,2 (1.2 -- 2.9),0.13 (0.034 -- 0.21),5.4 (3.4 -- 21)
Belgium,8169 (2402 -- 39373),Likely increasing,1.2 (0.77 -- 2.1),0.031 (-0.045 -- 0.15),22 (4.8 -- -15)
Bulgaria,421 (237 -- 932),Likely increasing,1.2 (0.9 -- 1.7),0.026 (-0.019 -- 0.1),27 (6.8 -- -36)
Croatia,698 (408 -- 1230),Likely increasing,1.2 (0.9 -- 1.7),0.037 (-0.019 -- 0.1),19 (6.6 -- -36)
Cyprus,4707 (1150 -- 15889),Likely decreasing,0.86 (0.36 -- 1.7),-0.027 (-0.17 -- 0.097),-26 (7.2 -- -4)
Czechia,1025 (420 -- 2142),Likely decreasing,0.86 (0.47 -- 1.3),-0.027 (-0.13 -- 0.05),-26 (14 -- -5.4)
Denmark,11551 (3355 -- 36802),Likely increasing,1.5 (0.75 -- 2.6),0.077 (-0.051 -- 0.19),9 (3.7 -- -14)
Estonia,391 (212 -- 660),Likely increasing,1.2 (0.86 -- 1.6),0.038 (-0.028 -- 0.089),18 (7.7 -- -25)
Finland,2274 (926 -- 5207),Likely increasing,1.2 (0.75 -- 1.8),0.034 (-0.051 -- 0.11),20 (6.5 -- -13)
France,74809 (21954 -- 304571),Likely increasing,1.7 (0.97 -- 3.1),0.096 (-0.0057 -- 0.22),7.2 (3.1 -- -120)
Germany,12196 (5027 -- 33440),Likely increasing,1.5 (0.96 -- 2.5),0.079 (-0.0078 -- 0.18),8.7 (3.9 -- -89)
Greece,19759 (4813 -- 60339),Stable,1.1 (0.43 -- 2),0.018 (-0.14 -- 0.13),39 (5.3 -- -4.8)
Hungary,123 (39 -- 601),Likely decreasing,0.92 (0.57 -- 1.8),-0.015 (-0.097 -- 0.11),-45 (6.5 -- -7.2)
Iceland,0 (0 -- 0),Likely decreasing,0.043 (2.2e-05 -- 1.8),-0.46 (-0.98 -- 0.12),-1.5 (6 -- -0.71)
Ireland,8110 (4810 -- 14613),Increasing,1.4 (1.1 -- 1.9),0.067 (0.025 -- 0.12),10 (5.8 -- 28)
Italy,30541 (18434 -- 50055),Increasing,1.8 (1.3 -- 2.5),0.12 (0.055 -- 0.18),5.9 (3.9 -- 13)
Latvia,148 (87 -- 276),Likely decreasing,0.91 (0.73 -- 1.2),-0.017 (-0.056 -- 0.039),-42 (18 -- -12)
Liechtenstein,2 (0 -- 15),Likely decreasing,0.59 (0.059 -- 1.4),-0.091 (-0.42 -- 0.064),-7.6 (11 -- -1.7)
Lithuania,686 (317 -- 1341),Likely increasing,1.3 (0.76 -- 2),0.052 (-0.05 -- 0.13),13 (5.2 -- -14)
Luxembourg,388 (14 -- 2934),Likely decreasing,0.71 (0.093 -- 1.8),-0.061 (-0.36 -- 0.11),-11 (6.1 -- -1.9)
Malta,2259 (319 -- 10732),Stable,1.2 (0.28 -- 3.3),0.034 (-0.21 -- 0.24),20 (2.9 -- -3.3)
Netherlands,11731 (2664 -- 40304),Decreasing,0.26 (0.078 -- 0.74),-0.22 (-0.39 -- -0.053),-3.2 (-13 -- -1.8)
Norway,762 (402 -- 1402),Stable,0.96 (0.69 -- 1.4),-0.0068 (-0.066 -- 0.056),-100 (12 -- -11)
Poland,520 (315 -- 913),Likely increasing,1.2 (0.91 -- 1.6),0.033 (-0.017 -- 0.093),21 (7.5 -- -42)
Portugal,17713 (12039 -- 26708),Likely increasing,1.1 (0.89 -- 1.4),0.017 (-0.022 -- 0.061),41 (11 -- -32)
Romania,340 (217 -- 578),Likely increasing,1.2 (0.98 -- 1.6),0.038 (-0.0034 -- 0.089),18 (7.8 -- -200)
Slovakia,67 (34 -- 170),Likely decreasing,0.83 (0.66 -- 1.2),-0.033 (-0.074 -- 0.032),-21 (21 -- -9.4)
Slovenia,117 (23 -- 395),Likely decreasing,0.51 (0.16 -- 1.2),-0.12 (-0.3 -- 0.03),-6 (23 -- -2.3)
Spain,199271 (68765 -- 458617),Likely increasing,1.2 (0.61 -- 1.9),0.035 (-0.087 -- 0.12),20 (5.6 -- -8)
Sweden,952 (239 -- 6435),Likely decreasing,0.89 (0.55 -- 1.8),-0.022 (-0.1 -- 0.11),-32 (6.4 -- -6.6)
Switzerland,17491 (2485 -- 138705),Increasing,2.4 (1.1 -- 6.2),0.17 (0.018 -- 0.38),4.1 (1.8 -- 39)
United Kingdom,344113 (195083 -- 622168),Likely increasing,1.3 (0.97 -- 1.6),0.042 (-0.0057 -- 0.088),16 (7.9 -- -120)
